,ME_BA,BA_ME,ME_RS,RS_ME,ME_IT_CSUD,IT_CSUD_ME,ME_BA_net_export,ME_RS_net_export,ME_IT_CSUD_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-05 13:00:00+00:00,127.69715,48.858,0.0,82.1091,0.0,294.0,78.83914999999999,-82.1091,-294.0,-297.26995,None,ME,2026-04-23
2026-01-05 14:00:00+00:00,174.55065,44.891,0.0,24.4202,0.0,289.25,129.65965,-24.4202,-289.25,-184.01055,None,ME,2026-04-23
2026-01-05 15:00:00+00:00,205.539725,63.651,57.7828,0.0,0.0,140.25,141.888725,57.7828,-140.25,59.421525,None,ME,2026-04-23
2026-01-05 16:00:00+00:00,277.6299,35.574,108.0685,0.0,0.0,141.25,242.0559,108.0685,-141.25,208.87440000000004,None,ME,2026-04-23
2026-01-05 17:00:00+00:00,234.172775,38.73,89.9841,0.0,0.0,136.25,195.442775,89.9841,-136.25,149.176875,None,ME,2026-04-23
2026-01-05 18:00:00+00:00,182.438025,62.005,38.8046,0.0,0.0,169.5,120.43302500000001,38.8046,-169.5,-10.262374999999992,None,ME,2026-04-23
2026-01-05 19:00:00+00:00,110.966325,104.405,0.0,25.301,0.0,129.0,6.5613249999999965,-25.301,-129.0,-147.739675,None,ME,2026-04-23
2026-01-05 20:00:00+00:00,133.093325,68.195,0.0,22.0382,0.0,100.0,64.898325,-22.0382,-100.0,-57.139875,None,ME,2026-04-23
2026-01-05 21:00:00+00:00,119.0273,91.053,24.0019,0.0,0.25,0.0,27.9743,24.0019,0.25,52.2262,None,ME,2026-04-23
2026-01-05 22:00:00+00:00,200.97765,35.996,97.8477,0.0,0.5,0.0,164.98165,97.8477,0.5,263.32935,None,ME,2026-04-23
2026-01-05 23:00:00+00:00,222.15005,33.277,141.3577,0.0,123.25,0.0,188.87304999999998,141.3577,123.25,453.48074999999994,None,ME,2026-04-23
2026-01-06 00:00:00+00:00,249.952475,31.449,264.2046,0.0,135.75,0.0,218.50347499999998,264.2046,135.75,618.458075,None,ME,2026-04-23
2026-01-06 01:00:00+00:00,265.903875,29.348,269.4876,0.0,136.0,0.0,236.55587500000001,269.4876,136.0,642.043475,None,ME,2026-04-23
2026-01-06 02:00:00+00:00,262.5055,33.228,225.5369,0.0,136.0,0.0,229.27749999999997,225.5369,136.0,590.8144,None,ME,2026-04-23
2026-01-06 03:00:00+00:00,377.964725,25.74,236.1349,0.0,136.0,0.0,352.224725,236.1349,136.0,724.3596249999999,None,ME,2026-04-23
2026-01-06 04:00:00+00:00,264.7902,31.021,195.5125,0.0,133.5,0.0,233.7692,195.5125,133.5,562.7817,None,ME,2026-04-23
2026-01-06 05:00:00+00:00,253.43155,30.844,169.3723,0.0,53.5,0.0,222.58755,169.3723,53.5,445.45984999999996,None,ME,2026-04-23
2026-01-06 06:00:00+00:00,295.064475,30.8,246.3054,0.0,0.5,0.0,264.264475,246.3054,0.5,511.069875,None,ME,2026-04-23
2026-01-06 07:00:00+00:00,382.68435,30.602,394.621,0.0,0.5,0.0,352.08235,394.621,0.5,747.20335,None,ME,2026-04-23
2026-01-06 08:00:00+00:00,382.28365,30.569,377.2237,0.0,0.0,48.0,351.71465,377.2237,-48.0,680.93835,None,ME,2026-04-23
2026-01-06 09:00:00+00:00,330.363475,34.276,315.9791,0.0,0.25,0.0,296.087475,315.9791,0.25,612.3165750000001,None,ME,2026-04-23
2026-01-06 10:00:00+00:00,269.064175,36.62,270.7398,0.0,0.5,0.0,232.44417499999997,270.7398,0.5,503.683975,None,ME,2026-04-23
2026-01-06 11:00:00+00:00,257.512975,40.809,239.6672,0.0,0.25,0.0,216.70397499999999,239.6672,0.25,456.621175,None,ME,2026-04-23
2026-01-06 12:00:00+00:00,250.153675,47.747,237.7787,0.0,0.5,0.0,202.406675,237.7787,0.5,440.685375,None,ME,2026-04-23
2026-01-06 13:00:00+00:00,234.049475,70.589,160.8528,0.0,0.25,0.0,163.460475,160.8528,0.25,324.563275,None,ME,2026-04-23
2026-01-06 14:00:00+00:00,206.759075,107.671,65.1188,0.0,0.5,0.0,99.08807499999999,65.1188,0.5,164.70687499999997,None,ME,2026-04-23
2026-01-06 15:00:00+00:00,211.77075,99.162,94.9851,0.0,0.5,0.0,112.60874999999999,94.9851,0.5,208.09384999999997,None,ME,2026-04-23
2026-01-06 16:00:00+00:00,254.08725,57.143,185.1502,0.0,50.5,0.0,196.94425,185.1502,50.5,432.59445000000005,None,ME,2026-04-23
2026-01-06 17:00:00+00:00,233.9534,46.39,208.8318,0.0,1.0,0.0,187.5634,208.8318,1.0,397.3952,None,ME,2026-04-23
2026-01-06 18:00:00+00:00,220.701475,83.129,209.5094,0.0,50.5,0.0,137.572475,209.5094,50.5,397.58187499999997,None,ME,2026-04-23
2026-01-06 19:00:00+00:00,169.613375,93.413,143.0251,0.0,0.75,0.0,76.200375,143.0251,0.75,219.97547500000002,None,ME,2026-04-23
2026-01-06 20:00:00+00:00,133.435525,36.555,183.1942,0.0,0.0,95.0,96.880525,183.1942,-95.0,185.074725,None,ME,2026-04-23
2026-01-06 21:00:00+00:00,152.6615,42.929,169.0716,0.0,0.0,73.75,109.73249999999999,169.0716,-73.75,205.05409999999995,None,ME,2026-04-23
2026-01-06 22:00:00+00:00,222.967925,27.5,202.8344,0.0,0.0,69.0,195.467925,202.8344,-69.0,329.302325,None,ME,2026-04-23
2026-01-06 23:00:00+00:00,158.377475,130.553,251.0616,0.0,322.75,0.0,27.824475000000007,251.0616,322.75,601.636075,None,ME,2026-04-23
2026-01-07 00:00:00+00:00,190.44375,99.817,263.4084,0.0,357.0,0.0,90.62675,263.4084,357.0,711.0351499999999,None,ME,2026-04-23
2026-01-07 01:00:00+00:00,215.720775,79.868,224.9953,0.0,353.5,0.0,135.852775,224.9953,353.5,714.348075,None,ME,2026-04-23
2026-01-07 02:00:00+00:00,198.20095,107.169,259.7638,0.0,364.75,0.0,91.03195000000001,259.7638,364.75,715.54575,None,ME,2026-04-23
2026-01-07 03:00:00+00:00,180.7606,135.476,234.553,0.0,365.0,0.0,45.28460000000001,234.553,365.0,644.8376000000001,None,ME,2026-04-23
2026-01-07 04:00:00+00:00,207.08125,107.243,223.7029,0.0,357.5,0.0,99.83825000000002,223.7029,357.5,681.04115,None,ME,2026-04-23
2026-01-07 05:00:00+00:00,262.8016,27.109,149.9965,0.0,113.0,0.0,235.6926,149.9965,113.0,498.6891,None,ME,2026-04-23
2026-01-07 06:00:00+00:00,289.77325,22.99,225.2388,0.0,0.75,0.0,266.78325,225.2388,0.75,492.77205000000004,None,ME,2026-04-23
2026-01-07 07:00:00+00:00,406.567875,20.911,392.4452,0.0,0.25,0.0,385.656875,392.4452,0.25,778.352075,None,ME,2026-04-23
2026-01-07 08:00:00+00:00,384.864225,21.362,369.542,0.0,0.0,48.0,363.50222499999995,369.542,-48.0,685.0442249999999,None,ME,2026-04-23
2026-01-07 09:00:00+00:00,402.087825,23.375,396.3897,0.0,0.25,0.0,378.712825,396.3897,0.25,775.352525,None,ME,2026-04-23
2026-01-07 10:00:00+00:00,308.731075,27.808,309.9044,0.0,0.5,0.0,280.923075,309.9044,0.5,591.327475,None,ME,2026-04-23
2026-01-07 11:00:00+00:00,275.589125,26.532,284.8757,0.0,0.5,0.0,249.057125,284.8757,0.5,534.432825,None,ME,2026-04-23
2026-01-07 12:00:00+00:00,271.38625,28.6,262.5605,0.0,0.5,0.0,242.78625000000002,262.5605,0.5,505.84675000000004,None,ME,2026-04-23
2026-01-07 13:00:00+00:00,224.2236,32.078,221.9026,0.0,0.25,0.0,192.1456,221.9026,0.25,414.2982,None,ME,2026-04-23
2026-01-07 14:00:00+00:00,215.23695,37.601,210.8439,0.0,0.5,0.0,177.63595,210.8439,0.5,388.97985,None,ME,2026-04-23
2026-01-07 15:00:00+00:00,373.45945,28.281,318.5535,0.0,0.5,0.0,345.17845,318.5535,0.5,664.23195,None,ME,2026-04-23
2026-01-07 16:00:00+00:00,353.2267,29.612,282.5301,0.0,0.5,0.0,323.61469999999997,282.5301,0.5,606.6448,None,ME,2026-04-23
2026-01-07 17:00:00+00:00,325.693925,31.02,243.0774,0.0,0.25,0.0,294.673925,243.0774,0.25,538.001325,None,ME,2026-04-23
2026-01-07 18:00:00+00:00,299.3066,32.22,224.761,0.0,0.5,0.0,267.0866,224.761,0.5,492.34759999999994,None,ME,2026-04-23
2026-01-07 19:00:00+00:00,216.850225,35.957,189.7553,0.0,0.5,0.0,180.893225,189.7553,0.5,371.148525,None,ME,2026-04-23
2026-01-07 20:00:00+00:00,213.901475,37.839,188.2673,0.0,66.5,0.0,176.062475,188.2673,66.5,430.82977500000004,None,ME,2026-04-23
2026-01-07 21:00:00+00:00,151.064425,131.565,123.8584,0.0,175.0,0.0,19.499425000000002,123.8584,175.0,318.357825,None,ME,2026-04-23
2026-01-07 22:00:00+00:00,209.7705,101.689,196.8393,0.0,310.0,0.0,108.0815,196.8393,310.0,614.9208,None,ME,2026-04-23
2026-01-07 23:00:00+00:00,154.70575,119.423,168.9462,0.0,319.0,0.0,35.28274999999999,168.9462,319.0,523.2289499999999,None,ME,2026-04-23
2026-01-08 00:00:00+00:00,193.4146,58.545,202.1504,0.0,319.0,0.0,134.8696,202.1504,319.0,656.02,None,ME,2026-04-23
2026-01-08 01:00:00+00:00,205.791025,48.554,215.0215,0.0,319.0,0.0,157.237025,215.0215,319.0,691.258525,None,ME,2026-04-23
2026-01-08 02:00:00+00:00,235.01525,34.454,236.6865,0.0,319.0,0.0,200.56125,236.6865,319.0,756.24775,None,ME,2026-04-23
2026-01-08 03:00:00+00:00,189.0436,51.816,304.6009,0.0,319.0,0.0,137.2276,304.6009,319.0,760.8285000000001,None,ME,2026-04-23
2026-01-08 04:00:00+00:00,184.5799,65.246,304.8467,0.0,312.0,0.0,119.33390000000001,304.8467,312.0,736.1806,None,ME,2026-04-23
2026-01-08 05:00:00+00:00,232.807725,29.557,213.2894,0.0,92.25,0.0,203.25072500000002,213.2894,92.25,508.790125,None,ME,2026-04-23
2026-01-08 06:00:00+00:00,279.80575,32.205,256.7196,0.0,49.5,0.0,247.60075,256.7196,49.5,553.82035,None,ME,2026-04-23
2026-01-08 07:00:00+00:00,408.72805,28.644,336.698,0.0,0.0,45.75,380.08405,336.698,-45.75,671.03205,None,ME,2026-04-23
2026-01-08 08:00:00+00:00,349.52085,37.093,276.9196,0.0,0.25,68.0,312.42785,276.9196,-67.75,521.59745,None,ME,2026-04-23
2026-01-08 09:00:00+00:00,458.03405,33.154,247.5975,0.0,0.0,294.0,424.88005,247.5975,-294.0,378.47754999999995,None,ME,2026-04-23
