,SE_1_FI,FI_SE_1,SE_1_NO_4,NO_4_SE_1,SE_1_SE_2,SE_2_SE_1,SE_1_FI_net_export,SE_1_NO_4_net_export,SE_1_SE_2_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 08:00:00+00:00,1825.875,0.0,321.60223025,0.0,342.61327374999996,0.0,1825.875,321.60223025,342.61327374999996,2490.090504,None,SE_1,2026-04-23
2026-01-02 09:00:00+00:00,1797.1,0.0,211.29845825,0.0,485.05911249999997,0.0,1797.1,211.29845825,485.05911249999997,2493.45757075,None,SE_1,2026-04-23
2026-01-02 10:00:00+00:00,1659.95,0.0,246.56318975,0.0,498.3209915,0.0,1659.95,246.56318975,498.3209915,2404.8341812500003,None,SE_1,2026-04-23
2026-01-02 11:00:00+00:00,1943.525,0.0,215.65734625,0.0,143.1802005,0.0,1943.525,215.65734625,143.1802005,2302.36254675,None,SE_1,2026-04-23
2026-01-02 12:00:00+00:00,1729.175,0.0,254.18565075,0.0,449.91814424999995,0.0,1729.175,254.18565075,449.91814424999995,2433.2787949999997,None,SE_1,2026-04-23
2026-01-02 13:00:00+00:00,1999.525,0.0,234.10366399999998,0.0,234.88341125,0.0,1999.525,234.10366399999998,234.88341125,2468.5120752499997,None,SE_1,2026-04-23
2026-01-02 14:00:00+00:00,1988.75,0.0,78.02900825,0.0,368.25922,0.0,1988.75,78.02900825,368.25922,2435.03822825,None,SE_1,2026-04-23
2026-01-02 15:00:00+00:00,1783.725,0.0,114.70808400000001,0.0,470.9312895,0.0,1783.725,114.70808400000001,470.9312895,2369.3643735,None,SE_1,2026-04-23
2026-01-02 16:00:00+00:00,1601.075,0.0,181.10125325,0.0,610.867401,0.0,1601.075,181.10125325,610.867401,2393.04365425,None,SE_1,2026-04-23
2026-01-02 17:00:00+00:00,1842.0,0.0,196.04618775,0.0,486.151459,0.0,1842.0,196.04618775,486.151459,2524.19764675,None,SE_1,2026-04-23
2026-01-02 18:00:00+00:00,1791.925,0.0,224.739149,0.0,502.30674750000003,0.0,1791.925,224.739149,502.30674750000003,2518.9708965,None,SE_1,2026-04-23
2026-01-02 19:00:00+00:00,1816.9,0.0,291.86785225,0.0,401.88237775,0.0,1816.9,291.86785225,401.88237775,2510.65023,None,SE_1,2026-04-23
2026-01-02 20:00:00+00:00,1878.55,0.0,206.48130325,0.0,365.547142,0.0,1878.55,206.48130325,365.547142,2450.5784452499997,None,SE_1,2026-04-23
2026-01-02 21:00:00+00:00,1835.525,0.0,363.98389875,0.0,183.57844525000002,0.0,1835.525,363.98389875,183.57844525000002,2383.0873440000005,None,SE_1,2026-04-23
2026-01-02 22:00:00+00:00,1856.45,0.0,503.40875925,0.0,143.74246225000002,0.0,1856.45,503.40875925,143.74246225000002,2503.6012215,None,SE_1,2026-04-23
2026-01-02 23:00:00+00:00,1789.45,0.0,82.2264735,0.0,620.024643,0.0,1789.45,82.2264735,620.024643,2491.7011165000004,None,SE_1,2026-04-23
2026-01-03 00:00:00+00:00,1933.95,0.0,40.686575500000004,0.0,363.1817855,0.0,1933.95,40.686575500000004,363.1817855,2337.818361,None,SE_1,2026-04-23
2026-01-03 01:00:00+00:00,1862.1,0.0,44.824801,1.86362825,372.160904,0.0,1862.1,42.96117275,372.160904,2277.22207675,None,SE_1,2026-04-23
2026-01-03 02:00:00+00:00,1911.3000000000002,0.0,84.62353475,0.0,220.17984375,0.0,1911.3000000000002,84.62353475,220.17984375,2216.1033785000004,None,SE_1,2026-04-23
2026-01-03 03:00:00+00:00,1890.325,0.0,100.9810545,0.0,378.31782549999997,0.0,1890.325,100.9810545,378.31782549999997,2369.62388,None,SE_1,2026-04-23
2026-01-03 04:00:00+00:00,1772.7,0.0,94.2980445,0.0,664.59066775,0.0,1772.7,94.2980445,664.59066775,2531.58871225,None,SE_1,2026-04-23
2026-01-03 05:00:00+00:00,1809.4,0.0,80.633601,0.0,653.9485015,0.0,1809.4,80.633601,653.9485015,2543.9821025,None,SE_1,2026-04-23
2026-01-03 06:00:00+00:00,1944.975,0.0,76.3149785,0.0,732.9822695,0.0,1944.975,76.3149785,732.9822695,2754.272248,None,SE_1,2026-04-23
2026-01-03 07:00:00+00:00,1949.55,0.0,98.33077625,0.0,821.457962,0.0,1949.55,98.33077625,821.457962,2869.33873825,None,SE_1,2026-04-23
2026-01-03 08:00:00+00:00,1948.65,0.0,142.08331950000002,0.0,940.807205,0.0,1948.65,142.08331950000002,940.807205,3031.5405245,None,SE_1,2026-04-23
2026-01-03 09:00:00+00:00,1890.75,0.0,112.42355925,0.0,972.448044,0.0,1890.75,112.42355925,972.448044,2975.6216032499997,None,SE_1,2026-04-23
2026-01-03 10:00:00+00:00,1867.275,0.0,93.63140275,0.0,908.80461125,0.0,1867.275,93.63140275,908.80461125,2869.711014,None,SE_1,2026-04-23
2026-01-03 11:00:00+00:00,1905.8249999999998,0.0,86.90145749999999,0.0,874.2747805,0.0,1905.8249999999998,86.90145749999999,874.2747805,2867.001238,None,SE_1,2026-04-23
2026-01-03 12:00:00+00:00,1887.225,0.0,108.67145925,0.0,903.102066,0.0,1887.225,108.67145925,903.102066,2898.99852525,None,SE_1,2026-04-23
2026-01-03 13:00:00+00:00,1815.75,0.0,102.325293,0.0,829.56549075,0.0,1815.75,102.325293,829.56549075,2747.64078375,None,SE_1,2026-04-23
2026-01-03 14:00:00+00:00,1768.6,0.0,108.56038525000001,0.0,818.24258425,0.0,1768.6,108.56038525000001,818.24258425,2695.4029695,None,SE_1,2026-04-23
2026-01-03 15:00:00+00:00,1776.775,0.0,50.76754725,0.0,784.59606925,0.0,1776.775,50.76754725,784.59606925,2612.1386165000004,None,SE_1,2026-04-23
2026-01-03 16:00:00+00:00,1643.6,0.0,84.3433395,0.0,941.35754375,0.0,1643.6,84.3433395,941.35754375,2669.30088325,None,SE_1,2026-04-23
2026-01-03 17:00:00+00:00,1694.625,0.0,71.84414975,0.0,850.4847415,0.0,1694.625,71.84414975,850.4847415,2616.95389125,None,SE_1,2026-04-23
2026-01-03 18:00:00+00:00,1612.225,0.0,53.25113675,0.0,982.5136415,0.0,1612.225,53.25113675,982.5136415,2647.98977825,None,SE_1,2026-04-23
2026-01-03 19:00:00+00:00,1457.1000000000001,0.0,7.9561075,2.119946,888.2488555,0.0,1457.1000000000001,5.836161499999999,888.2488555,2351.185017,None,SE_1,2026-04-23
2026-01-03 20:00:00+00:00,1592.225,0.0,0.0,26.037444999999998,730.7744445000001,0.0,1592.225,-26.037444999999998,730.7744445000001,2296.9619995000003,None,SE_1,2026-04-23
2026-01-03 21:00:00+00:00,1558.125,0.0,0.3000705,22.39938525,779.3884125,0.0,1558.125,-22.09931475,779.3884125,2315.41409775,None,SE_1,2026-04-23
2026-01-03 22:00:00+00:00,1783.575,0.0,0.0,47.188587749999996,465.33193225,0.0,1783.575,-47.188587749999996,465.33193225,2201.7183445,None,SE_1,2026-04-23
2026-01-03 23:00:00+00:00,1700.45,0.0,27.1066705,13.51720525,330.22158825,0.0,1700.45,13.58946525,330.22158825,2044.2610535000001,None,SE_1,2026-04-23
2026-01-04 00:00:00+00:00,1471.075,0.0,23.91512025,12.20148225,578.9514617499999,0.0,1471.075,11.713638000000001,578.9514617499999,2061.74009975,None,SE_1,2026-04-23
2026-01-04 01:00:00+00:00,1251.75,0.0,167.61582175,0.0,629.13908375,0.0,1251.75,167.61582175,629.13908375,2048.5049055,None,SE_1,2026-04-23
2026-01-04 02:00:00+00:00,1310.25,0.0,177.80925575,0.0,560.07888775,0.0,1310.25,177.80925575,560.07888775,2048.1381435,None,SE_1,2026-04-23
2026-01-04 03:00:00+00:00,1379.575,0.0,140.17547675,0.0,529.697998,0.0,1379.575,140.17547675,529.697998,2049.44847475,None,SE_1,2026-04-23
2026-01-04 04:00:00+00:00,1326.375,0.0,92.2791925,11.2798,602.86422725,0.0,1326.375,80.9993925,602.86422725,2010.23861975,None,SE_1,2026-04-23
2026-01-04 05:00:00+00:00,1165.35,0.0,3.8596895,32.32127625,846.241089,0.0,1165.35,-28.461586749999995,846.241089,1983.1295022499999,None,SE_1,2026-04-23
2026-01-04 06:00:00+00:00,1286.125,0.0,0.0,60.593622249999996,873.0405275,0.0,1286.125,-60.593622249999996,873.0405275,2098.57190525,None,SE_1,2026-04-23
2026-01-04 07:00:00+00:00,1600.675,0.0,0.0,54.08498525,816.87593075,0.0,1600.675,-54.08498525,816.87593075,2363.4659455,None,SE_1,2026-04-23
2026-01-04 08:00:00+00:00,1726.9,0.0,0.0,82.78098525,789.61291525,0.0,1726.9,-82.78098525,789.61291525,2433.73193,None,SE_1,2026-04-23
2026-01-04 09:00:00+00:00,1731.65,0.0,0.0,72.20677725,904.0178832500001,0.0,1731.65,-72.20677725,904.0178832500001,2563.461106,None,SE_1,2026-04-23
2026-01-04 10:00:00+00:00,1616.675,0.0,4.52363925,8.0114445,1011.66825875,0.0,1616.675,-3.48780525,1011.66825875,2624.8554535,None,SE_1,2026-04-23
2026-01-04 11:00:00+00:00,1659.9,0.0,0.0,25.02900025,1060.20542925,0.0,1659.9,-25.02900025,1060.20542925,2695.0764289999997,None,SE_1,2026-04-23
2026-01-04 12:00:00+00:00,1681.9,0.0,0.0,10.404732,1041.0898742499999,0.0,1681.9,-10.404732,1041.0898742499999,2712.58514225,None,SE_1,2026-04-23
2026-01-04 13:00:00+00:00,1451.7,0.0,0.0,34.24892525,1071.639572,0.0,1451.7,-34.24892525,1071.639572,2489.09064675,None,SE_1,2026-04-23
2026-01-04 14:00:00+00:00,1518.175,0.0,0.0,37.438963,995.93104525,0.0,1518.175,-37.438963,995.93104525,2476.66708225,None,SE_1,2026-04-23
2026-01-04 15:00:00+00:00,1638.65,0.0,0.0,59.984787250000004,859.18577575,0.0,1638.65,-59.984787250000004,859.18577575,2437.8509885000003,None,SE_1,2026-04-23
2026-01-04 16:00:00+00:00,2053.4,0.0,0.0,100.8957365,627.5014189999999,0.0,2053.4,-100.8957365,627.5014189999999,2580.0056825,None,SE_1,2026-04-23
2026-01-04 17:00:00+00:00,1921.9,0.0,0.0,83.315804,723.923584,0.0,1921.9,-83.315804,723.923584,2562.50778,None,SE_1,2026-04-23
2026-01-04 18:00:00+00:00,1825.55,0.0,0.0,153.50208225,920.1502685,0.0,1825.55,-153.50208225,920.1502685,2592.1981862499997,None,SE_1,2026-04-23
2026-01-04 19:00:00+00:00,1773.75,0.0,0.0,240.061132,1146.9360655,0.0,1773.75,-240.061132,1146.9360655,2680.6249335,None,SE_1,2026-04-23
2026-01-04 20:00:00+00:00,1886.825,0.0,0.0,346.9242615,1169.00671375,0.0,1886.825,-346.9242615,1169.00671375,2708.90745225,None,SE_1,2026-04-23
2026-01-04 21:00:00+00:00,1846.125,0.0,0.0,330.26929575,1366.5025025,0.0,1846.125,-330.26929575,1366.5025025,2882.35820675,None,SE_1,2026-04-23
2026-01-04 22:00:00+00:00,1870.475,0.0,0.0,264.1777525,1415.54690525,0.0,1870.475,-264.1777525,1415.54690525,3021.84415275,None,SE_1,2026-04-23
2026-01-04 23:00:00+00:00,1708.55,0.0,0.0,246.314681,1444.36874375,0.0,1708.55,-246.314681,1444.36874375,2906.6040627499997,None,SE_1,2026-04-23
2026-01-05 00:00:00+00:00,1878.9250000000002,0.0,0.0,290.07176375,1200.21817,0.0,1878.9250000000002,-290.07176375,1200.21817,2789.07140625,None,SE_1,2026-04-23
2026-01-05 01:00:00+00:00,1909.65,0.0,0.0,310.37701749999997,1147.515442,0.0,1909.65,-310.37701749999997,1147.515442,2746.7884245,None,SE_1,2026-04-23
2026-01-05 02:00:00+00:00,1851.9499999999998,0.0,0.0,335.48727275,1023.253235,0.0,1851.9499999999998,-335.48727275,1023.253235,2539.71596225,None,SE_1,2026-04-23
2026-01-05 03:00:00+00:00,1829.95,0.0,0.0,305.19982825,1007.5019072499999,0.0,1829.95,-305.19982825,1007.5019072499999,2532.252079,None,SE_1,2026-04-23
2026-01-05 04:00:00+00:00,1655.525,0.0,0.0,178.4094125,1068.4060975,0.0,1655.525,-178.4094125,1068.4060975,2545.521685,None,SE_1,2026-04-23
2026-01-05 05:00:00+00:00,1637.625,0.0,0.0,33.6758045,959.6846465,0.0,1637.625,-33.6758045,959.6846465,2563.633842,None,SE_1,2026-04-23
2026-01-05 06:00:00+00:00,1648.65,0.0,2.88481525,20.1850205,975.8924405,0.0,1648.65,-17.30020525,975.8924405,2607.24223525,None,SE_1,2026-04-23
2026-01-05 07:00:00+00:00,1774.55,0.0,5.449055749999999,2.37776175,738.4191285,0.0,1774.55,3.0712939999999995,738.4191285,2516.0404225,None,SE_1,2026-04-23
2026-01-05 08:00:00+00:00,1743.55,0.0,0.0,29.2308065,669.8820955,0.0,1743.55,-29.2308065,669.8820955,2384.201289,None,SE_1,2026-04-23
2026-01-05 09:00:00+00:00,1737.5,0.0,2.13216775,8.7971505,600.32467625,0.0,1737.5,-6.664982750000001,600.32467625,2331.1596935,None,SE_1,2026-04-23
2026-01-05 10:00:00+00:00,1630.95,0.0,12.582979,1.4390605,676.2499695,0.0,1630.95,11.1439185,676.2499695,2318.343888,None,SE_1,2026-04-23
2026-01-05 11:00:00+00:00,1846.0500000000002,0.0,0.0,19.4119175,688.835388,0.0,1846.0500000000002,-19.4119175,688.835388,2515.4734705,None,SE_1,2026-04-23
2026-01-05 12:00:00+00:00,1696.5,0.0,1.1927815,2.60687075,844.0891115,0.0,1696.5,-1.4140892500000002,844.0891115,2539.17502225,None,SE_1,2026-04-23
2026-01-05 13:00:00+00:00,1766.075,0.0,9.629589,0.0,762.42784125,0.0,1766.075,9.629589,762.42784125,2538.1324302499997,None,SE_1,2026-04-23
2026-01-05 14:00:00+00:00,1726.325,0.0,25.18364125,1.2913915,820.57832325,0.0,1726.325,23.89224975,820.57832325,2570.7955730000003,None,SE_1,2026-04-23
2026-01-05 15:00:00+00:00,1684.8,0.0,0.0,41.80160925,869.46313475,0.0,1684.8,-41.80160925,869.46313475,2512.4615255,None,SE_1,2026-04-23
2026-01-05 16:00:00+00:00,1874.8,0.0,0.0,53.89736825,651.20452875,0.0,1874.8,-53.89736825,651.20452875,2472.1071604999997,None,SE_1,2026-04-23
2026-01-05 17:00:00+00:00,1746.675,0.0,0.0,53.7892995,800.7252045,0.0,1746.675,-53.7892995,800.7252045,2493.610905,None,SE_1,2026-04-23
2026-01-05 18:00:00+00:00,1711.95,0.0,0.0,101.22962575,709.3386075,0.0,1711.95,-101.22962575,709.3386075,2320.05898175,None,SE_1,2026-04-23
2026-01-05 19:00:00+00:00,1619.5,0.0,0.0,82.01322325,824.3319705,0.0,1619.5,-82.01322325,824.3319705,2361.81874725,None,SE_1,2026-04-23
2026-01-05 20:00:00+00:00,1735.1,0.0,0.0,80.92162925000001,711.80415325,0.0,1735.1,-80.92162925000001,711.80415325,2365.982524,None,SE_1,2026-04-23
2026-01-05 21:00:00+00:00,1805.15,0.0,0.0,93.38912375000001,740.8778685,0.0,1805.15,-93.38912375000001,740.8778685,2452.63874475,None,SE_1,2026-04-23
2026-01-05 22:00:00+00:00,1726.375,0.0,0.0,141.63451025,811.94033775,0.0,1726.375,-141.63451025,811.94033775,2396.6808275000003,None,SE_1,2026-04-23
2026-01-05 23:00:00+00:00,1671.35,0.0,0.0,199.358807,1142.1231687499999,0.0,1671.35,-199.358807,1142.1231687499999,2614.1143617499997,None,SE_1,2026-04-23
2026-01-06 00:00:00+00:00,1772.5,0.0,0.0,236.8509745,1071.9782255,0.0,1772.5,-236.8509745,1071.9782255,2607.627251,None,SE_1,2026-04-23
2026-01-06 01:00:00+00:00,1633.95,0.0,0.0,259.736657,1198.8776855,0.0,1633.95,-259.736657,1198.8776855,2573.0910285,None,SE_1,2026-04-23
2026-01-06 02:00:00+00:00,1695.375,0.0,0.0,267.1485625,1129.9212037500001,0.0,1695.375,-267.1485625,1129.9212037500001,2558.14764125,None,SE_1,2026-04-23
2026-01-06 03:00:00+00:00,1710.1,0.0,0.0,266.17248225000003,969.4068452500001,0.0,1710.1,-266.17248225000003,969.4068452500001,2413.334363,None,SE_1,2026-04-23
2026-01-06 04:00:00+00:00,1689.25,0.0,0.0,273.260422,1008.12588475,0.0,1689.25,-273.260422,1008.12588475,2424.11546275,None,SE_1,2026-04-23
2026-01-06 05:00:00+00:00,1555.85,0.0,0.0,215.444596,1112.81590275,0.0,1555.85,-215.444596,1112.81590275,2453.2213067499997,None,SE_1,2026-04-23
2026-01-06 06:00:00+00:00,1615.0249999999999,0.0,0.0,153.79640425,1056.77929675,0.0,1615.0249999999999,-153.79640425,1056.77929675,2518.0078925,None,SE_1,2026-04-23
2026-01-06 07:00:00+00:00,1542.825,0.0,0.0,98.8181055,1016.3540037500001,0.0,1542.825,-98.8181055,1016.3540037500001,2460.36089825,None,SE_1,2026-04-23
2026-01-06 08:00:00+00:00,1426.75,0.0,0.0,84.47814925,1168.12203975,0.0,1426.75,-84.47814925,1168.12203975,2510.3938905,None,SE_1,2026-04-23
2026-01-06 09:00:00+00:00,1546.9,0.0,0.0,107.5878885,1124.846222,0.0,1546.9,-107.5878885,1124.846222,2564.1583335,None,SE_1,2026-04-23
2026-01-06 10:00:00+00:00,1543.075,0.0,0.0,117.61750075,1145.036911,0.0,1543.075,-117.61750075,1145.036911,2570.49441025,None,SE_1,2026-04-23
2026-01-06 11:00:00+00:00,1338.625,0.0,0.0,129.96932725,1355.3362425,0.0,1338.625,-129.96932725,1355.3362425,2563.99191525,None,SE_1,2026-04-23
2026-01-06 12:00:00+00:00,1687.225,0.0,0.0,158.67538374999998,1045.339279,0.0,1687.225,-158.67538374999998,1045.339279,2573.88889525,None,SE_1,2026-04-23
2026-01-06 13:00:00+00:00,1595.4,0.0,0.0,172.2524205,1170.9627074999999,0.0,1595.4,-172.2524205,1170.9627074999999,2594.110287,None,SE_1,2026-04-23
2026-01-06 14:00:00+00:00,1536.0,0.0,0.0,140.2032705,1092.40890525,0.0,1536.0,-140.2032705,1092.40890525,2488.20563475,None,SE_1,2026-04-23
2026-01-06 15:00:00+00:00,1693.0,0.0,0.0,120.27271400000001,884.62445075,0.0,1693.0,-120.27271400000001,884.62445075,2457.35173675,None,SE_1,2026-04-23
2026-01-06 16:00:00+00:00,1568.1,0.0,0.0,182.379971,1009.57823175,0.0,1568.1,-182.379971,1009.57823175,2395.29826075,None,SE_1,2026-04-23
2026-01-06 17:00:00+00:00,1489.925,0.0,0.0,281.8533105,1019.79260275,0.0,1489.925,-281.8533105,1019.79260275,2227.8642922500003,None,SE_1,2026-04-23
2026-01-06 18:00:00+00:00,1608.4,0.0,0.0,280.883016,1039.63928225,0.0,1608.4,-280.883016,1039.63928225,2367.15626625,None,SE_1,2026-04-23
2026-01-06 19:00:00+00:00,1557.225,0.0,0.0,315.93999625,935.050598,0.0,1557.225,-315.93999625,935.050598,2176.33560175,None,SE_1,2026-04-23
2026-01-06 20:00:00+00:00,1478.675,0.0,0.0,304.27079625,928.4296722500001,0.0,1478.675,-304.27079625,928.4296722500001,2102.8338759999997,None,SE_1,2026-04-23
2026-01-06 21:00:00+00:00,1482.5,0.0,0.0,272.6786955,904.3702545,0.0,1482.5,-272.6786955,904.3702545,2114.191559,None,SE_1,2026-04-23
2026-01-06 22:00:00+00:00,1590.425,0.0,0.0,307.538612,839.4050139999999,0.0,1590.425,-307.538612,839.4050139999999,2122.291402,None,SE_1,2026-04-23
2026-01-06 23:00:00+00:00,1681.025,0.0,0.0,230.992115,904.46585075,0.0,1681.025,-230.992115,904.46585075,2354.49873575,None,SE_1,2026-04-23
2026-01-07 00:00:00+00:00,1599.95,0.0,0.0,253.3549045,1036.61579875,0.0,1599.95,-253.3549045,1036.61579875,2383.21089425,None,SE_1,2026-04-23
2026-01-07 01:00:00+00:00,1654.775,0.0,0.0,254.55589,1064.7070465,0.0,1654.775,-254.55589,1064.7070465,2464.9261564999997,None,SE_1,2026-04-23
2026-01-07 02:00:00+00:00,1508.75,0.0,0.0,264.3915535,1210.47808875,0.0,1508.75,-264.3915535,1210.47808875,2454.83653525,None,SE_1,2026-04-23
2026-01-07 03:00:00+00:00,1552.85,0.0,0.0,260.049684,1149.28533925,0.0,1552.85,-260.049684,1149.28533925,2442.08565525,None,SE_1,2026-04-23
2026-01-07 04:00:00+00:00,1717.875,0.0,0.0,222.8808805,949.71801775,0.0,1717.875,-222.8808805,949.71801775,2444.71213725,None,SE_1,2026-04-23
2026-01-07 05:00:00+00:00,1775.35,0.0,0.0,215.62531425,804.55287175,0.0,1775.35,-215.62531425,804.55287175,2364.2775575,None,SE_1,2026-04-23
2026-01-07 06:00:00+00:00,1564.7,0.0,0.0,165.1345935,1035.3432465,0.0,1564.7,-165.1345935,1035.3432465,2434.9086530000004,None,SE_1,2026-04-23
2026-01-07 07:00:00+00:00,1564.225,0.0,0.0,178.6783925,1022.81567375,0.0,1564.225,-178.6783925,1022.81567375,2408.36228125,None,SE_1,2026-04-23
2026-01-07 08:00:00+00:00,1440.625,0.0,0.0,198.44964099999999,1200.43191525,0.0,1440.625,-198.44964099999999,1200.43191525,2442.60727425,None,SE_1,2026-04-23
2026-01-07 09:00:00+00:00,1359.275,0.0,0.0,130.9356805,1361.771515,0.0,1359.275,-130.9356805,1361.771515,2590.1108345000002,None,SE_1,2026-04-23
2026-01-07 10:00:00+00:00,1402.85,0.0,0.0,125.00693075,1480.11047375,0.0,1402.85,-125.00693075,1480.11047375,2757.9535429999996,None,SE_1,2026-04-23
2026-01-07 11:00:00+00:00,1467.375,0.0,0.0,143.64813775,1456.26980575,0.0,1467.375,-143.64813775,1456.26980575,2779.9966679999998,None,SE_1,2026-04-23
2026-01-07 12:00:00+00:00,1496.475,0.0,0.0,106.310237,1389.8444212499999,0.0,1496.475,-106.310237,1389.8444212499999,2780.0091842499996,None,SE_1,2026-04-23
2026-01-07 13:00:00+00:00,1762.925,0.0,0.0,118.054619,1166.7645567499999,0.0,1762.925,-118.054619,1166.7645567499999,2811.63493775,None,SE_1,2026-04-23
