,BE_NL,NL_BE,BE_FR,FR_BE,BE_GB,GB_BE,BE_DE_LU,DE_LU_BE,BE_NL_net_export,BE_FR_net_export,BE_GB_net_export,BE_DE_LU_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-03 05:00:00+00:00,0.0,2246.389,2046.6680000000001,0.0,0.0,16.837509750000002,207.004628,911.752,-2246.389,2046.6680000000001,-16.837509750000002,-704.7473719999999,-921.3058817499999,None,BE,2026-04-23
2026-01-03 06:00:00+00:00,0.0,1740.871,1914.481,0.0,0.0,4.87505475,209.78993200000002,748.3240000000001,-1740.871,1914.481,-4.87505475,-538.534068,-369.79912275000015,None,BE,2026-04-23
2026-01-03 07:00:00+00:00,0.0,2163.43,1901.449,0.0,128.40661799999998,0.0,152.981052,599.095,-2163.43,1901.449,128.40661799999998,-446.11394800000005,-579.6883299999998,None,BE,2026-04-23
2026-01-03 08:00:00+00:00,0.0,2087.376,1146.76,0.0,430.553224,0.0,156.278004,512.423,-2087.376,1146.76,430.553224,-356.144996,-866.2077720000002,None,BE,2026-04-23
2026-01-03 09:00:00+00:00,0.0,1781.047,1193.0439999999999,0.0,603.6872960000001,0.0,134.270184,525.895,-1781.047,1193.0439999999999,603.6872960000001,-391.624816,-375.9405200000001,None,BE,2026-04-23
2026-01-03 10:00:00+00:00,0.0,1542.873,881.821,0.0,722.369344,0.0,163.39916,626.649,-1542.873,881.821,722.369344,-463.24984,-401.93249600000007,None,BE,2026-04-23
2026-01-03 11:00:00+00:00,0.0,1339.831,750.932,0.0,761.5323040000001,0.0,204.922564,603.375,-1339.831,750.932,761.5323040000001,-398.45243600000003,-225.81913199999985,None,BE,2026-04-23
2026-01-03 12:00:00+00:00,0.0,1646.262,237.80700000000002,8.315,813.084832,0.0,235.233788,385.476,-1646.262,229.49200000000002,813.084832,-150.242212,-753.92738,None,BE,2026-04-23
2026-01-03 13:00:00+00:00,0.0,1367.534,5.287999750000001,134.383,630.105456,0.0,203.404664,392.639,-1367.534,-129.09500025,630.105456,-189.234336,-1055.75788025,None,BE,2026-04-23
2026-01-03 14:00:00+00:00,0.0,1608.492,0.0,445.607,588.019824,0.0,204.731676,666.271,-1608.492,-445.607,588.019824,-461.53932399999997,-1927.6185,None,BE,2026-04-23
2026-01-03 15:00:00+00:00,0.0,1881.999,0.0,417.895,424.4594,0.0,209.70052,646.8820000000001,-1881.999,-417.895,424.4594,-437.1814800000001,-2312.6160800000002,None,BE,2026-04-23
2026-01-03 16:00:00+00:00,0.0,2639.761,2.828,186.453,876.532512,0.0,156.355354,521.775,-2639.761,-183.625,876.532512,-365.41964599999994,-2312.273134,None,BE,2026-04-23
2026-01-03 17:00:00+00:00,0.0,3300.263,933.962,0.0,883.603648,0.0,111.991288,660.887,-3300.263,933.962,883.603648,-548.895712,-2031.593064,None,BE,2026-04-23
2026-01-03 18:00:00+00:00,0.0,3522.465,1790.592,0.0,754.772192,0.0,112.564668,702.226,-3522.465,1790.592,754.772192,-589.661332,-1566.76214,None,BE,2026-04-23
2026-01-03 19:00:00+00:00,0.0,3246.272,1689.629,0.0,656.221808,0.0,115.04838000000001,873.469,-3246.272,1689.629,656.221808,-758.4206200000001,-1658.8418120000001,None,BE,2026-04-23
2026-01-03 20:00:00+00:00,0.0,3133.919,1619.049,0.0,950.70064,0.0,107.280752,974.002,-3133.919,1619.049,950.70064,-866.721248,-1430.8906079999997,None,BE,2026-04-23
2026-01-03 21:00:00+00:00,0.0,3133.538,1976.0439999999999,0.0,853.00688,0.0,137.768672,878.835,-3133.538,1976.0439999999999,853.00688,-741.066328,-1045.5534480000001,None,BE,2026-04-23
2026-01-03 22:00:00+00:00,0.0,3041.149,2154.918,0.0,595.685248,0.0,140.95846799999998,598.904,-3041.149,2154.918,595.685248,-457.945532,-748.4912839999997,None,BE,2026-04-23
2026-01-03 23:00:00+00:00,0.0,3012.543,2283.402,0.0,420.099712,0.0,136.800024,607.514,-3012.543,2283.402,420.099712,-470.713976,-779.7552640000001,None,BE,2026-04-23
2026-01-04 00:00:00+00:00,0.0,2871.614,2511.124,0.0,320.97128,0.0,135.766086,613.552,-2871.614,2511.124,320.97128,-477.78591400000005,-517.3046340000003,None,BE,2026-04-23
2026-01-04 01:00:00+00:00,0.0,2944.579,2161.574,0.0,457.01315999999997,0.0,120.543062,686.135,-2944.579,2161.574,457.01315999999997,-565.591938,-891.5837780000002,None,BE,2026-04-23
2026-01-04 02:00:00+00:00,0.0,2918.228,2297.275,0.0,486.843848,0.0,151.93434,762.769,-2918.228,2297.275,486.843848,-610.83466,-744.943812,None,BE,2026-04-23
2026-01-04 03:00:00+00:00,0.0,2792.056,1778.183,0.0,516.486504,0.0,120.800656,430.355,-2792.056,1778.183,516.486504,-309.554344,-806.9408400000001,None,BE,2026-04-23
2026-01-04 04:00:00+00:00,0.0,2893.795,1946.897,0.0,532.8829440000001,0.0,116.273206,615.305,-2893.795,1946.897,532.8829440000001,-499.03179399999993,-913.04685,None,BE,2026-04-23
2026-01-04 05:00:00+00:00,0.0,3042.058,2126.165,0.0,482.790592,0.0,108.7064,789.351,-3042.058,2126.165,482.790592,-680.6446,-1113.747008,None,BE,2026-04-23
2026-01-04 06:00:00+00:00,0.0,2666.499,2269.9139999999998,0.0,303.068224,0.0,151.55966,828.105,-2666.499,2269.9139999999998,303.068224,-676.54534,-770.0621160000001,None,BE,2026-04-23
2026-01-04 07:00:00+00:00,0.0,2818.879,1839.833,0.0,391.89404,0.0,152.9037,743.173,-2818.879,1839.833,391.89404,-590.2693,-1177.4212599999998,None,BE,2026-04-23
2026-01-04 08:00:00+00:00,0.0,2678.519,1259.3609999999999,0.0,287.999656,0.0,135.057876,694.457,-2678.519,1259.3609999999999,287.999656,-559.399124,-1690.557468,None,BE,2026-04-23
2026-01-04 09:00:00+00:00,0.0,2418.78,826.202,0.0,646.95456,0.0,114.218824,567.338,-2418.78,826.202,646.95456,-453.119176,-1398.7426160000002,None,BE,2026-04-23
2026-01-04 10:00:00+00:00,0.0,2116.194,229.371,0.0,805.096704,0.0,131.094582,347.765,-2116.194,229.371,805.096704,-216.67041799999998,-1298.3967139999997,None,BE,2026-04-23
2026-01-04 11:00:00+00:00,0.0,1829.029,357.93100000000004,0.0,568.169056,0.0,150.001308,180.736,-1829.029,357.93100000000004,568.169056,-30.734691999999995,-933.663636,None,BE,2026-04-23
2026-01-04 12:00:00+00:00,0.0,1708.808,11.141,223.06,942.285376,0.0,498.49972,0.0,-1708.808,-211.919,942.285376,498.49972,-479.941904,None,BE,2026-04-23
2026-01-04 13:00:00+00:00,0.0,2118.023,24.146,141.743,867.153824,0.0,1111.703176,0.0,-2118.023,-117.597,867.153824,1111.703176,-256.7630000000004,None,BE,2026-04-23
2026-01-04 14:00:00+00:00,0.0,1965.534,326.645,0.968,317.893032,0.0,825.8244960000001,50.563,-1965.534,325.67699999999996,317.893032,775.2614960000001,-546.7024720000002,None,BE,2026-04-23
2026-01-04 15:00:00+00:00,0.0,1588.459,927.2429999999999,0.0,0.0,89.55475225,343.96819999999997,248.282,-1588.459,927.2429999999999,-89.55475225,95.68619999999996,-655.0845522500001,None,BE,2026-04-23
2026-01-04 16:00:00+00:00,0.0,2184.298,915.387,0.0,64.06053975,0.0,534.1546539999999,0.0,-2184.298,915.387,64.06053975,534.1546539999999,-670.6958062499998,None,BE,2026-04-23
2026-01-04 17:00:00+00:00,0.0,2915.988,1768.066,0.0,213.41827999999998,0.0,336.94196800000003,0.0,-2915.988,1768.066,213.41827999999998,336.94196800000003,-597.5617519999998,None,BE,2026-04-23
2026-01-04 18:00:00+00:00,0.0,3400.004,2819.049,0.0,83.32397,0.0,94.28010499999999,0.0,-3400.004,2819.049,83.32397,94.28010499999999,-403.3509249999999,None,BE,2026-04-23
2026-01-04 19:00:00+00:00,0.0,3382.284,3117.522,0.0,0.0,11.31012675,82.882572,7.342,-3382.284,3117.522,-11.31012675,75.540572,-200.53155475000017,None,BE,2026-04-23
2026-01-04 20:00:00+00:00,0.0,3007.859,3101.302,0.0,0.0,126.807136,82.142035,579.792,-3007.859,3101.302,-126.807136,-497.649965,-531.0141009999998,None,BE,2026-04-23
2026-01-04 21:00:00+00:00,0.0,2913.142,3207.242,0.0,0.0,276.16024000000004,92.89367,535.438,-2913.142,3207.242,-276.16024000000004,-442.54433,-424.6045699999997,None,BE,2026-04-23
2026-01-04 22:00:00+00:00,0.0,3259.901,3380.754,0.0,0.0,267.603356,78.839409,696.822,-3259.901,3380.754,-267.603356,-617.982591,-764.732947,None,BE,2026-04-23
2026-01-04 23:00:00+00:00,0.0,3244.477,2680.456,0.0,0.0,263.55474,299.177035,158.724,-3244.477,2680.456,-263.55474,140.453035,-687.1227049999998,None,BE,2026-04-23
2026-01-05 00:00:00+00:00,0.0,3211.447,2616.572,0.0,0.0,231.588308,235.58778,0.0,-3211.447,2616.572,-231.588308,235.58778,-590.875528,None,BE,2026-04-23
2026-01-05 01:00:00+00:00,0.0,2917.539,2448.818,0.0,0.0,248.237784,174.70295,0.0,-2917.539,2448.818,-248.237784,174.70295,-542.255834,None,BE,2026-04-23
2026-01-05 02:00:00+00:00,0.0,3010.292,2053.203,0.0,0.0,135.71455600000002,142.284976,2.906,-3010.292,2053.203,-135.71455600000002,139.378976,-953.4245799999999,None,BE,2026-04-23
2026-01-05 03:00:00+00:00,0.0,3066.893,2263.958,0.0,0.0,118.463828,191.68647199999998,0.0,-3066.893,2263.958,-118.463828,191.68647199999998,-729.712356,None,BE,2026-04-23
2026-01-05 04:00:00+00:00,0.0,2989.203,2174.257,0.0,0.0,130.653786,387.189631,0.0,-2989.203,2174.257,-130.653786,387.189631,-558.4101549999998,None,BE,2026-04-23
2026-01-05 05:00:00+00:00,0.0,2392.815,1981.373,0.0,0.0,886.303504,662.1014,0.0,-2392.815,1981.373,-886.303504,662.1014,-635.644104,None,BE,2026-04-23
2026-01-05 06:00:00+00:00,0.0,2512.29,1085.1580000000001,0.0,0.0,266.96727599999997,726.834206,0.0,-2512.29,1085.1580000000001,-266.96727599999997,726.834206,-967.2650699999999,None,BE,2026-04-23
2026-01-05 07:00:00+00:00,0.0,2169.215,461.781,0.0,0.0,161.48038,717.342174,0.0,-2169.215,461.781,-161.48038,717.342174,-1151.5722060000003,None,BE,2026-04-23
2026-01-05 08:00:00+00:00,0.0,2024.059,456.937,0.0,0.0,69.42078000000001,243.51681200000002,0.0,-2024.059,456.937,-69.42078000000001,243.51681200000002,-1393.0259679999997,None,BE,2026-04-23
2026-01-05 09:00:00+00:00,0.0,2216.073,86.326,118.203,0.0,1.936093,926.3936405,0.0,-2216.073,-31.87700000000001,-1.936093,926.3936405,-1323.4924524999997,None,BE,2026-04-23
2026-01-05 10:00:00+00:00,0.0,1799.36,0.0,1206.2930000000001,114.83307275,0.0,1004.219508,0.0,-1799.36,-1206.2930000000001,114.83307275,1004.219508,-1886.60041925,None,BE,2026-04-23
2026-01-05 11:00:00+00:00,0.0,1736.01,0.0,635.6510000000001,0.0,213.50418,994.7519239999999,0.0,-1736.01,-635.6510000000001,-213.50418,994.7519239999999,-1590.413256,None,BE,2026-04-23
2026-01-05 12:00:00+00:00,0.0,1404.977,0.0,1074.142,251.21853199999998,0.0,878.640596,0.0,-1404.977,-1074.142,251.21853199999998,878.640596,-1349.2598720000003,None,BE,2026-04-23
2026-01-05 13:00:00+00:00,0.0,1231.776,0.0,1121.346,352.854136,0.0,1012.109068,0.0,-1231.776,-1121.346,352.854136,1012.109068,-988.1587960000004,None,BE,2026-04-23
2026-01-05 14:00:00+00:00,0.0,1102.437,0.0,1550.149,196.483276,0.0,1186.007896,0.0,-1102.437,-1550.149,196.483276,1186.007896,-1270.0948279999998,None,BE,2026-04-23
2026-01-05 15:00:00+00:00,0.0,949.186,0.0,1234.6309999999999,0.0,30.694272500000004,1055.985228,0.0,-949.186,-1234.6309999999999,-30.694272500000004,1055.985228,-1158.5260445,None,BE,2026-04-23
2026-01-05 16:00:00+00:00,0.0,1145.529,0.0,646.9549999999999,236.53533199999998,0.0,648.166508,0.0,-1145.529,-646.9549999999999,236.53533199999998,648.166508,-907.78216,None,BE,2026-04-23
2026-01-05 17:00:00+00:00,0.0,2073.558,566.791,62.9,636.134256,0.0,407.404,0.0,-2073.558,503.8910000000001,636.134256,407.404,-526.1287439999999,None,BE,2026-04-23
2026-01-05 18:00:00+00:00,0.0,2593.47,1186.172,0.0,189.291404,0.0,710.18169,0.0,-2593.47,1186.172,189.291404,710.18169,-507.8249059999997,None,BE,2026-04-23
2026-01-05 19:00:00+00:00,0.0,2509.648,646.844,0.0,0.0,17.062691,978.17598,0.0,-2509.648,646.844,-17.062691,978.17598,-901.6907110000002,None,BE,2026-04-23
2026-01-05 20:00:00+00:00,0.0,2588.144,1182.601,0.0,306.185936,0.0,831.85628,0.0,-2588.144,1182.601,306.185936,831.85628,-267.5007839999996,None,BE,2026-04-23
2026-01-05 21:00:00+00:00,0.0,3273.34,2147.758,0.0,541.86232,0.0,486.738416,8.899,-3273.34,2147.758,541.86232,477.83941599999997,-105.88026400000041,None,BE,2026-04-23
2026-01-05 22:00:00+00:00,0.0,3484.605,2223.198,0.0,56.636529,0.0,620.285608,0.0,-3484.605,2223.198,56.636529,620.285608,-584.484863,None,BE,2026-04-23
2026-01-05 23:00:00+00:00,0.0,3164.789,2319.3630000000003,0.0,0.0,294.077224,563.674412,30.762,-3164.789,2319.3630000000003,-294.077224,532.9124119999999,-606.5908120000001,None,BE,2026-04-23
2026-01-06 00:00:00+00:00,0.0,3522.091,1582.489,0.0,0.0,248.52331999999998,794.727804,0.0,-3522.091,1582.489,-248.52331999999998,794.727804,-1393.3975159999995,None,BE,2026-04-23
2026-01-06 01:00:00+00:00,0.0,2711.517,1197.8310000000001,0.0,0.0,444.82088,490.394636,0.0,-2711.517,1197.8310000000001,-444.82088,490.394636,-1468.1122439999997,None,BE,2026-04-23
2026-01-06 02:00:00+00:00,0.0,2386.947,662.823,0.0,0.0,470.635456,350.294492,0.0,-2386.947,662.823,-470.635456,350.294492,-1844.4649640000002,None,BE,2026-04-23
2026-01-06 03:00:00+00:00,0.0,2277.82,495.027,0.0,0.0,497.23468,505.138964,0.0,-2277.82,495.027,-497.23468,505.138964,-1774.8887160000002,None,BE,2026-04-23
2026-01-06 04:00:00+00:00,0.0,2025.733,688.075,0.0,0.0,837.69456,832.208524,0.0,-2025.733,688.075,-837.69456,832.208524,-1343.1440359999997,None,BE,2026-04-23
2026-01-06 05:00:00+00:00,0.0,1695.816,273.98,0.0,0.0,538.916408,464.61306,0.0,-1695.816,273.98,-538.916408,464.61306,-1496.1393480000002,None,BE,2026-04-23
2026-01-06 06:00:00+00:00,0.0,1574.023,0.0,575.11,0.0,335.69859199999996,188.098514,76.547,-1574.023,-575.11,-335.69859199999996,111.551514,-2373.280078,None,BE,2026-04-23
2026-01-06 07:00:00+00:00,0.0,1798.663,70.803,33.098,77.274258,0.0,116.373974,583.533,-1798.663,37.705,77.274258,-467.15902600000004,-2150.8427680000004,None,BE,2026-04-23
2026-01-06 08:00:00+00:00,0.0,1736.523,75.1,99.022,222.460348,0.0,53.63044,593.691,-1736.523,-23.92200000000001,222.460348,-540.06056,-2078.045212,None,BE,2026-04-23
2026-01-06 09:00:00+00:00,0.0,1850.218,0.0,788.871,680.032976,0.0,10.00013425,500.26872,-1850.218,-788.871,680.032976,-490.26858575,-2449.32460975,None,BE,2026-04-23
2026-01-06 10:00:00+00:00,0.0,1649.924,0.0,728.735,512.391456,0.0,201.774115,119.819,-1649.924,-728.735,512.391456,81.95511499999999,-1784.3124290000003,None,BE,2026-04-23
2026-01-06 11:00:00+00:00,0.0,1665.719,0.0,619.798,116.068086,0.0,382.958598,0.0,-1665.719,-619.798,116.068086,382.958598,-1786.4903159999997,None,BE,2026-04-23
2026-01-06 12:00:00+00:00,0.0,1557.15,0.0,1055.629,209.153776,0.0,635.0641439999999,0.0,-1557.15,-1055.629,209.153776,635.0641439999999,-1768.56108,None,BE,2026-04-23
2026-01-06 13:00:00+00:00,0.0,1428.566,0.0,1226.8110000000001,291.300768,0.0,658.013192,0.0,-1428.566,-1226.8110000000001,291.300768,658.013192,-1706.0630400000005,None,BE,2026-04-23
2026-01-06 14:00:00+00:00,0.0,1416.311,0.0,1358.351,129.142516,0.0,938.013456,0.0,-1416.311,-1358.351,129.142516,938.013456,-1707.5060280000002,None,BE,2026-04-23
2026-01-06 15:00:00+00:00,0.0,759.877,0.0,1007.516,78.12159,0.0,380.403928,392.76,-759.877,-1007.516,78.12159,-12.356071999999983,-1701.627482,None,BE,2026-04-23
2026-01-06 16:00:00+00:00,0.0,1677.054,0.0,831.978,357.963656,0.0,370.621148,0.0,-1677.054,-831.978,357.963656,370.621148,-1780.4471960000003,None,BE,2026-04-23
