,NO_4_SE_2,SE_2_NO_4,NO_4_FI,FI_NO_4,NO_4_NO_3,NO_3_NO_4,NO_4_SE_1,SE_1_NO_4,NO_4_SE_2_net_export,NO_4_FI_net_export,NO_4_NO_3_net_export,NO_4_SE_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-05 07:00:00+00:00,11.42060575,0.0,22.2275,0.0,686.931558,0.0,2.37776175,5.449055749999999,11.42060575,22.2275,686.931558,-3.0712939999999995,717.50836975,None,NO_4,2026-04-23
2026-01-05 08:00:00+00:00,18.70560175,0.0,26.411250000000003,0.0,694.6095680000001,0.0,29.2308065,0.0,18.70560175,26.411250000000003,694.6095680000001,29.2308065,768.9572262500001,None,NO_4,2026-04-23
2026-01-05 09:00:00+00:00,9.406934,0.0,10.876975,0.0,710.0644595,0.0,8.7971505,2.13216775,9.406934,10.876975,710.0644595,6.664982750000001,737.01335125,None,NO_4,2026-04-23
2026-01-05 10:00:00+00:00,3.9920240000000002,0.0,17.5805,0.0,664.6640045,0.0,1.4390605,12.582979,3.9920240000000002,17.5805,664.6640045,-11.1439185,675.09261,None,NO_4,2026-04-23
2026-01-05 11:00:00+00:00,20.4606825,0.0,11.76075,0.0,615.703546,0.0,19.4119175,0.0,20.4606825,11.76075,615.703546,19.4119175,667.3368959999999,None,NO_4,2026-04-23
2026-01-05 12:00:00+00:00,12.255008499999999,0.0,12.5785,0.0,647.50032875,0.0,2.60687075,1.1927815,12.255008499999999,12.5785,647.50032875,1.4140892500000002,673.7479265,None,NO_4,2026-04-23
2026-01-05 13:00:00+00:00,3.0230915,0.0,28.15225,0.0,684.68680875,0.0,0.0,9.629589,3.0230915,28.15225,684.68680875,-9.629589,706.2325612499999,None,NO_4,2026-04-23
2026-01-05 14:00:00+00:00,2.015835,1.5373952499999999,7.0390250000000005,0.0,700.8791187500001,0.0,1.2913915,25.18364125,0.47843975000000016,7.0390250000000005,700.8791187500001,-23.89224975,684.5043337500001,None,NO_4,2026-04-23
2026-01-05 15:00:00+00:00,15.916891,0.0,2.81945,0.0,695.45484,0.0,41.80160925,0.0,15.916891,2.81945,695.45484,41.80160925,755.99279025,None,NO_4,2026-04-23
2026-01-05 16:00:00+00:00,10.4436205,0.0,6.8923250000000005,0.0,714.99849325,0.0,53.89736825,0.0,10.4436205,6.8923250000000005,714.99849325,53.89736825,786.231807,None,NO_4,2026-04-23
2026-01-05 17:00:00+00:00,14.6853885,0.0,0.0,2.20651925,743.78867825,0.0,53.7892995,0.0,14.6853885,-2.20651925,743.78867825,53.7892995,810.056847,None,NO_4,2026-04-23
2026-01-05 18:00:00+00:00,33.0544895,0.0,0.0,1.8673302500000002,688.45839925,0.0,101.22962575,0.0,33.0544895,-1.8673302500000002,688.45839925,101.22962575,820.87518425,None,NO_4,2026-04-23
2026-01-05 19:00:00+00:00,30.800255,0.0,0.0,5.23824825,709.23651875,0.0,82.01322325,0.0,30.800255,-5.23824825,709.23651875,82.01322325,816.81174875,None,NO_4,2026-04-23
2026-01-05 20:00:00+00:00,31.824626,0.0,0.0,3.1083065,692.5259225,0.0,80.92162925000001,0.0,31.824626,-3.1083065,692.5259225,80.92162925000001,802.16387125,None,NO_4,2026-04-23
2026-01-05 21:00:00+00:00,39.6586665,0.0,0.0,0.2103565,674.188489,0.0,93.38912375000001,0.0,39.6586665,-0.2103565,674.188489,93.38912375000001,807.0259227500001,None,NO_4,2026-04-23
2026-01-05 22:00:00+00:00,61.97832125,0.0,1.9329725,0.0,664.76606325,0.0,141.63451025,0.0,61.97832125,1.9329725,664.76606325,141.63451025,870.31186725,None,NO_4,2026-04-23
2026-01-05 23:00:00+00:00,88.55358525,0.0,7.790900000000001,0.0,672.993526,0.0,199.358807,0.0,88.55358525,7.790900000000001,672.993526,199.358807,968.69681825,None,NO_4,2026-04-23
2026-01-06 00:00:00+00:00,97.53215424999999,0.0,13.5515,0.0,669.15320575,0.0,236.8509745,0.0,97.53215424999999,13.5515,669.15320575,236.8509745,1017.0878345,None,NO_4,2026-04-23
2026-01-06 01:00:00+00:00,107.56270225,0.0,12.650500000000001,0.0,670.67066075,0.0,259.736657,0.0,107.56270225,12.650500000000001,670.67066075,259.736657,1050.62052,None,NO_4,2026-04-23
2026-01-06 02:00:00+00:00,99.153284,0.0,13.71425,0.0,658.87189925,0.0,267.1485625,0.0,99.153284,13.71425,658.87189925,267.1485625,1038.8879957499998,None,NO_4,2026-04-23
2026-01-06 03:00:00+00:00,84.89883825,0.0,12.022,0.0,673.6408135,0.0,266.17248225000003,0.0,84.89883825,12.022,673.6408135,266.17248225000003,1036.734134,None,NO_4,2026-04-23
2026-01-06 04:00:00+00:00,88.46085149999999,0.0,10.483550000000001,0.0,694.9509324999999,0.0,273.260422,0.0,88.46085149999999,10.483550000000001,694.9509324999999,273.260422,1067.1557559999999,None,NO_4,2026-04-23
2026-01-06 05:00:00+00:00,84.834692,0.0,2.71765,0.0,692.67690125,0.0,215.444596,0.0,84.834692,2.71765,692.67690125,215.444596,995.6738392500001,None,NO_4,2026-04-23
2026-01-06 06:00:00+00:00,73.81048775000001,0.0,0.0,5.2954425,688.2536995,0.0,153.79640425,0.0,73.81048775000001,-5.2954425,688.2536995,153.79640425,910.565149,None,NO_4,2026-04-23
2026-01-06 07:00:00+00:00,51.34700075,0.0,0.0,7.795360499999999,711.23175125,0.0,98.8181055,0.0,51.34700075,-7.795360499999999,711.23175125,98.8181055,853.601497,None,NO_4,2026-04-23
2026-01-06 08:00:00+00:00,51.30642125,0.0,0.0,4.88490625,742.75493725,0.0,84.47814925,0.0,51.30642125,-4.88490625,742.75493725,84.47814925,873.6546015,None,NO_4,2026-04-23
