,Biomass,Fossil Coal-derived gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-03-30 09:00:00+00:00,54.0,165.5,273.75,9.0,0.0,3.25,42.5,24.75,872.5,99.25,1544.5,0.0,116.0,909.25,1544.5,1025.25,519.25,None,IT_SARD,2026-04-23
2026-03-30 10:00:00+00:00,54.0,165.5,273.75,9.25,0.0,9.25,42.0,24.0,922.5,197.0,1697.25,0.0,625.0,867.75,1697.25,1492.75,204.5,None,IT_SARD,2026-04-23
2026-03-30 11:00:00+00:00,53.25,164.5,264.0,9.0,0.0,19.0,42.0,24.0,885.5,349.0,1810.25,0.0,660.75,857.25,1810.25,1518.0,292.25,None,IT_SARD,2026-04-23
2026-03-30 12:00:00+00:00,58.25,166.5,226.5,8.0,0.0,18.0,42.0,24.0,916.0,379.75,1839.0,0.0,169.0,879.25,1839.0,1048.25,790.75,None,IT_SARD,2026-04-23
2026-03-30 13:00:00+00:00,58.0,168.75,217.5,8.0,0.0,21.5,65.5,24.0,834.0,451.0,1848.25,0.0,423.25,883.75,1848.25,1307.0,541.25,None,IT_SARD,2026-04-23
2026-03-30 14:00:00+00:00,58.75,167.75,249.25,8.0,0.0,23.0,76.0,24.5,840.5,541.5,1989.25,0.0,213.0,865.5,1989.25,1078.5,910.75,None,IT_SARD,2026-04-23
2026-03-30 15:00:00+00:00,59.0,167.5,171.25,8.0,0.0,22.0,82.0,24.0,651.0,585.5,1770.25,0.0,50.25,902.75,1770.25,953.0,817.25,None,IT_SARD,2026-04-23
2026-03-30 16:00:00+00:00,59.0,167.5,167.75,8.0,0.0,22.0,82.0,24.5,267.5,567.25,1365.5,453.25,0.0,932.5,1818.75,932.5,886.25,None,IT_SARD,2026-04-23
2026-03-30 17:00:00+00:00,59.0,167.5,206.0,8.0,0.0,22.0,82.0,25.0,27.75,541.75,1139.0,834.75,0.0,1029.0,1973.75,1029.0,944.75,None,IT_SARD,2026-04-23
2026-03-30 18:00:00+00:00,59.0,167.25,267.0,8.0,0.0,22.0,82.0,25.0,0.0,489.25,1119.5,826.0,0.0,1101.5,1945.5,1101.5,844.0,None,IT_SARD,2026-04-23
2026-03-30 19:00:00+00:00,59.0,167.75,267.0,8.0,0.0,24.0,82.0,25.0,0.0,560.75,1193.5,377.0,0.0,1023.5,1570.5,1023.5,547.0,None,IT_SARD,2026-04-23
2026-03-30 20:00:00+00:00,59.0,167.5,267.0,8.0,0.0,21.75,52.0,25.0,0.0,627.5,1227.75,78.0,0.0,889.0,1305.75,889.0,416.75,None,IT_SARD,2026-04-23
2026-03-30 21:00:00+00:00,58.75,167.5,267.0,8.0,0.0,20.75,42.25,25.0,0.0,536.0,1125.25,2.5,0.0,814.25,1127.75,814.25,313.5,None,IT_SARD,2026-04-23
2026-03-30 22:00:00+00:00,44.0,165.5,273.75,9.0,0.0,21.75,40.0,25.0,0.0,426.25,1005.25,62.5,0.0,774.75,1067.75,774.75,293.0,None,IT_SARD,2026-04-23
2026-03-30 23:00:00+00:00,33.75,166.0,272.25,9.0,0.0,21.5,40.0,25.0,0.0,369.25,936.75,0.0,121.75,732.5,936.75,854.25,82.5,None,IT_SARD,2026-04-23
2026-03-31 00:00:00+00:00,51.0,165.5,274.75,9.0,0.0,22.0,40.0,25.0,0.0,379.0,966.25,0.0,661.25,724.0,966.25,1385.25,-419.0,None,IT_SARD,2026-04-23
2026-03-31 01:00:00+00:00,51.0,165.5,272.5,9.0,0.0,22.0,46.0,25.0,0.0,381.75,972.75,0.0,362.25,719.75,972.75,1082.0,-109.25,None,IT_SARD,2026-04-23
2026-03-31 02:00:00+00:00,50.75,165.75,272.5,9.0,0.0,21.75,40.0,24.25,0.0,388.0,972.0,0.0,662.25,723.75,972.0,1386.0,-414.0,None,IT_SARD,2026-04-23
2026-03-31 03:00:00+00:00,53.25,165.5,274.0,9.0,0.0,22.0,45.0,24.0,0.0,462.0,1054.75,0.0,297.5,768.0,1054.75,1065.5,-10.75,None,IT_SARD,2026-04-23
2026-03-31 04:00:00+00:00,54.0,165.5,273.0,9.25,0.0,22.0,44.75,24.0,0.0,470.75,1063.25,3.0,0.0,846.75,1066.25,846.75,219.5,None,IT_SARD,2026-04-23
2026-03-31 05:00:00+00:00,54.0,166.0,273.75,9.25,0.0,23.75,61.5,23.25,15.25,474.0,1100.75,723.25,0.0,1025.0,1824.0,1025.0,799.0,None,IT_SARD,2026-04-23
2026-03-31 06:00:00+00:00,51.25,165.25,273.0,9.25,0.0,22.5,67.75,23.0,158.25,515.0,1285.25,765.25,0.0,1079.5,2050.5,1079.5,971.0,None,IT_SARD,2026-04-23
2026-03-31 07:00:00+00:00,51.0,165.75,203.25,9.25,0.0,23.0,82.0,23.25,431.5,581.5,1570.5,378.5,0.0,1042.25,1949.0,1042.25,906.75,None,IT_SARD,2026-04-23
2026-03-31 08:00:00+00:00,51.0,166.0,272.75,9.0,0.0,21.0,62.25,24.0,659.0,632.5,1897.5,0.0,7.25,1041.5,1897.5,1048.75,848.75,None,IT_SARD,2026-04-23
2026-03-31 09:00:00+00:00,51.0,165.75,241.25,9.0,0.0,19.0,42.0,24.0,696.25,741.75,1990.0,19.75,0.0,973.75,2009.75,973.75,1036.0,None,IT_SARD,2026-04-23
2026-03-31 10:00:00+00:00,52.5,165.0,167.75,9.0,0.0,19.0,42.0,24.0,802.5,743.25,2025.0,0.0,188.25,929.75,2025.0,1118.0,907.0,None,IT_SARD,2026-04-23
2026-03-31 11:00:00+00:00,54.0,165.0,208.75,9.0,0.0,19.0,42.0,24.0,794.0,823.25,2139.0,0.0,664.0,898.25,2139.0,1562.25,576.75,None,IT_SARD,2026-04-23
2026-03-31 12:00:00+00:00,53.0,164.75,210.0,8.0,0.0,19.0,42.0,24.0,594.25,836.0,1951.0,0.0,519.5,951.25,1951.0,1470.75,480.25,None,IT_SARD,2026-04-23
2026-03-31 13:00:00+00:00,51.0,165.25,211.0,8.0,0.0,19.25,45.0,24.0,594.5,823.5,1941.5,0.0,429.75,972.5,1941.5,1402.25,539.25,None,IT_SARD,2026-04-23
2026-03-31 14:00:00+00:00,51.0,166.0,261.0,8.0,0.0,21.0,42.0,24.0,522.25,714.0,1809.25,0.0,174.0,994.75,1809.25,1168.75,640.5,None,IT_SARD,2026-04-23
2026-03-31 15:00:00+00:00,51.0,167.5,274.25,8.0,0.0,22.0,42.25,24.0,372.5,780.75,1742.25,0.0,0.0,1023.0,1742.25,1023.0,719.25,None,IT_SARD,2026-04-23
2026-03-31 16:00:00+00:00,51.0,167.75,275.0,8.0,0.0,25.0,82.25,24.0,177.75,780.75,1591.5,163.25,0.0,1047.25,1754.75,1047.25,707.5,None,IT_SARD,2026-04-23
2026-03-31 17:00:00+00:00,51.0,167.5,272.5,8.0,0.0,25.0,82.0,24.0,22.25,707.25,1359.5,744.0,0.0,1140.5,2103.5,1140.5,963.0,None,IT_SARD,2026-04-23
2026-03-31 18:00:00+00:00,53.25,167.5,278.25,8.0,0.0,25.0,82.0,25.0,0.0,633.5,1272.5,776.25,0.0,1213.25,2048.75,1213.25,835.5,None,IT_SARD,2026-04-23
2026-03-31 19:00:00+00:00,54.0,167.5,277.5,8.0,0.0,25.0,82.0,25.0,0.0,650.0,1289.0,457.25,0.0,1131.5,1746.25,1131.5,614.75,None,IT_SARD,2026-04-23
2026-03-31 20:00:00+00:00,54.0,167.5,273.75,8.0,0.0,25.0,81.75,25.0,0.0,665.5,1300.5,94.25,0.0,1027.75,1394.75,1027.75,367.0,None,IT_SARD,2026-04-23
2026-03-31 21:00:00+00:00,54.0,167.5,273.5,8.0,0.0,25.0,82.0,25.0,0.0,606.5,1241.5,43.25,0.0,920.75,1284.75,920.75,364.0,None,IT_SARD,2026-04-23
2026-03-31 22:00:00+00:00,32.0,165.5,273.5,8.0,0.0,21.75,42.25,24.0,0.0,656.0,1223.0,0.0,26.75,787.5,1223.0,814.25,408.75,None,IT_SARD,2026-04-23
2026-03-31 23:00:00+00:00,31.5,165.5,274.25,8.0,0.0,21.0,40.5,24.0,0.0,640.5,1205.25,0.0,225.0,717.0,1205.25,942.0,263.25,None,IT_SARD,2026-04-23
2026-04-01 00:00:00+00:00,31.75,166.0,275.0,8.0,0.0,21.0,41.0,24.25,0.0,716.0,1283.0,0.0,596.0,711.5,1283.0,1307.5,-24.5,None,IT_SARD,2026-04-23
2026-04-01 01:00:00+00:00,32.0,165.25,216.75,8.0,0.0,21.25,42.0,24.0,0.0,750.0,1259.25,0.0,597.5,701.75,1259.25,1299.25,-40.0,None,IT_SARD,2026-04-23
2026-04-01 02:00:00+00:00,48.5,166.0,216.75,8.0,0.0,22.0,42.0,24.0,0.0,744.5,1271.75,0.0,522.75,721.5,1271.75,1244.25,27.5,None,IT_SARD,2026-04-23
2026-04-01 03:00:00+00:00,54.0,166.0,274.5,8.0,0.0,21.75,42.0,24.0,0.0,750.0,1340.25,0.0,8.0,762.75,1340.25,770.75,569.5,None,IT_SARD,2026-04-23
2026-04-01 04:00:00+00:00,54.0,165.75,274.0,8.0,0.0,23.25,61.75,24.0,0.0,710.25,1321.0,393.75,0.0,892.25,1714.75,892.25,822.5,None,IT_SARD,2026-04-23
2026-04-01 05:00:00+00:00,54.0,165.5,223.25,8.0,0.0,25.0,82.0,24.5,5.75,704.25,1292.25,752.0,0.0,1053.75,2044.25,1053.75,990.5,None,IT_SARD,2026-04-23
2026-04-01 06:00:00+00:00,54.0,165.5,227.75,8.0,0.0,24.5,74.5,25.0,57.0,755.0,1391.25,728.5,0.0,1159.0,2119.75,1159.0,960.75,None,IT_SARD,2026-04-23
2026-04-01 07:00:00+00:00,54.0,165.5,274.75,8.0,0.0,22.25,51.5,24.0,200.75,819.75,1620.5,378.0,0.0,1147.5,1998.5,1147.5,851.0,None,IT_SARD,2026-04-23
2026-04-01 08:00:00+00:00,54.0,166.0,273.5,8.0,0.0,21.25,42.0,24.0,390.75,802.5,1782.0,0.0,395.25,1107.5,1782.0,1502.75,279.25,None,IT_SARD,2026-04-23
2026-04-01 09:00:00+00:00,54.0,165.5,273.25,8.0,0.0,21.0,42.0,24.0,475.75,809.5,1873.0,0.0,16.25,1103.75,1873.0,1120.0,753.0,None,IT_SARD,2026-04-23
2026-04-01 10:00:00+00:00,54.0,165.5,273.5,8.0,0.0,21.5,42.0,24.0,560.5,779.75,1928.75,0.0,348.75,1088.0,1928.75,1436.75,492.0,None,IT_SARD,2026-04-23
2026-04-01 11:00:00+00:00,54.0,165.0,272.25,8.0,0.0,21.25,42.0,24.0,426.0,730.25,1742.75,0.0,443.5,1122.5,1742.75,1566.0,176.75,None,IT_SARD,2026-04-23
2026-04-01 12:00:00+00:00,54.0,165.5,272.5,8.0,0.0,21.5,42.0,23.25,423.0,689.0,1698.75,0.0,153.5,1120.5,1698.75,1274.0,424.75,None,IT_SARD,2026-04-23
2026-04-01 13:00:00+00:00,54.0,166.0,273.5,8.0,0.0,21.25,42.0,24.0,381.75,639.75,1610.25,0.0,90.0,1075.5,1610.25,1165.5,444.75,None,IT_SARD,2026-04-23
2026-04-01 14:00:00+00:00,54.0,165.5,274.0,8.0,0.0,21.5,42.0,25.0,394.25,568.0,1552.25,0.25,0.0,1065.75,1552.5,1065.75,486.75,None,IT_SARD,2026-04-23
2026-04-01 15:00:00+00:00,54.0,165.5,274.0,8.0,0.0,21.25,42.0,24.0,258.75,572.25,1419.75,38.25,0.0,1108.0,1458.0,1108.0,350.0,None,IT_SARD,2026-04-23
2026-04-01 16:00:00+00:00,54.0,165.5,273.75,8.0,0.0,22.0,51.75,24.75,98.75,529.0,1227.5,427.0,0.0,1139.75,1654.5,1139.75,514.75,None,IT_SARD,2026-04-23
2026-04-01 17:00:00+00:00,54.0,166.0,275.25,8.0,0.0,25.0,81.75,25.0,10.5,500.5,1146.0,760.5,0.0,1206.75,1906.5,1206.75,699.75,None,IT_SARD,2026-04-23
2026-04-01 18:00:00+00:00,54.0,165.5,276.25,8.0,0.0,25.0,81.75,24.25,0.0,437.75,1072.5,757.25,0.0,1261.5,1829.75,1261.5,568.25,None,IT_SARD,2026-04-23
2026-04-01 19:00:00+00:00,54.0,165.5,275.25,8.0,0.0,23.25,62.0,25.0,0.0,473.75,1086.75,401.0,0.0,1181.25,1487.75,1181.25,306.5,None,IT_SARD,2026-04-23
2026-04-01 20:00:00+00:00,54.0,165.75,260.25,8.0,0.0,21.0,42.0,25.0,0.0,542.25,1118.25,0.0,22.0,1084.0,1118.25,1106.0,12.25,None,IT_SARD,2026-04-23
2026-04-01 21:00:00+00:00,54.0,165.75,170.25,8.0,0.0,21.25,42.0,25.0,0.0,558.75,1045.0,0.0,38.75,961.25,1045.0,1000.0,45.0,None,IT_SARD,2026-04-23
2026-04-01 22:00:00+00:00,32.0,165.5,167.0,8.0,0.0,20.25,42.0,24.0,0.0,487.25,946.0,0.0,41.75,829.5,946.0,871.25,74.75,None,IT_SARD,2026-04-23
2026-04-01 23:00:00+00:00,32.0,166.0,166.75,8.0,0.0,19.75,42.0,24.0,0.0,477.25,935.75,0.0,86.25,770.25,935.75,856.5,79.25,None,IT_SARD,2026-04-23
2026-04-02 00:00:00+00:00,31.75,165.25,250.5,8.0,0.0,19.0,42.0,24.0,0.0,532.5,1073.0,0.0,582.0,762.0,1073.0,1344.0,-271.0,None,IT_SARD,2026-04-23
2026-04-02 01:00:00+00:00,32.0,165.75,274.0,8.0,0.0,19.25,42.0,24.0,0.0,503.75,1068.75,0.0,540.75,757.0,1068.75,1297.75,-229.0,None,IT_SARD,2026-04-23
2026-04-02 02:00:00+00:00,32.0,166.0,252.75,8.0,0.0,19.0,42.0,24.0,0.0,494.25,1038.0,0.0,460.75,763.5,1038.0,1224.25,-186.25,None,IT_SARD,2026-04-23
2026-04-02 03:00:00+00:00,32.0,165.0,177.25,8.0,0.0,19.5,42.0,24.0,0.0,504.5,972.25,0.0,158.0,797.25,972.25,955.25,17.0,None,IT_SARD,2026-04-23
2026-04-02 04:00:00+00:00,31.5,166.0,226.25,8.0,0.0,20.75,49.25,24.0,0.0,430.75,956.5,187.0,0.0,884.5,1143.5,884.5,259.0,None,IT_SARD,2026-04-23
2026-04-02 05:00:00+00:00,54.0,165.5,273.75,8.0,0.0,24.25,73.75,24.0,15.25,444.5,1083.0,389.0,0.0,1029.5,1472.0,1029.5,442.5,None,IT_SARD,2026-04-23
2026-04-02 06:00:00+00:00,54.0,164.5,224.0,8.0,0.0,25.0,81.0,24.0,106.25,448.5,1135.25,596.0,0.0,1152.25,1731.25,1152.25,579.0,None,IT_SARD,2026-04-23
2026-04-02 07:00:00+00:00,53.75,164.75,213.0,8.0,0.0,24.25,71.5,24.0,181.75,448.25,1189.25,458.0,0.0,1182.25,1647.25,1182.25,465.0,None,IT_SARD,2026-04-23
2026-04-02 08:00:00+00:00,54.0,166.0,272.5,8.0,0.0,21.0,41.25,24.0,411.0,393.5,1391.25,98.5,0.0,1157.5,1489.75,1157.5,332.25,None,IT_SARD,2026-04-23
2026-04-02 09:00:00+00:00,54.0,164.0,272.5,8.0,0.0,21.0,42.0,24.0,467.0,366.25,1418.75,88.5,0.0,1129.25,1507.25,1129.25,378.0,None,IT_SARD,2026-04-23
2026-04-02 10:00:00+00:00,54.0,163.75,219.75,8.0,0.0,19.5,42.0,19.0,330.5,419.75,1276.25,0.0,535.75,1041.0,1276.25,1576.75,-300.5,None,IT_SARD,2026-04-23
2026-04-02 11:00:00+00:00,54.0,164.0,263.5,8.0,0.0,19.0,42.0,19.0,391.5,490.25,1451.25,0.0,761.75,1027.75,1451.25,1789.5,-338.25,None,IT_SARD,2026-04-23
2026-04-02 12:00:00+00:00,54.0,164.0,273.5,8.0,0.0,19.0,42.0,19.0,273.25,466.0,1318.75,0.0,533.0,1064.75,1318.75,1597.75,-279.0,None,IT_SARD,2026-04-23
2026-04-02 13:00:00+00:00,54.0,165.0,234.5,8.0,0.0,19.25,42.0,19.0,298.75,449.75,1290.25,0.0,345.0,1100.5,1290.25,1445.5,-155.25,None,IT_SARD,2026-04-23
2026-04-02 14:00:00+00:00,54.0,164.0,166.0,8.0,0.0,21.0,41.75,19.0,207.25,490.5,1171.5,0.0,251.0,1077.0,1171.5,1328.0,-156.5,None,IT_SARD,2026-04-23
2026-04-02 15:00:00+00:00,54.0,164.75,167.0,8.0,0.0,21.0,42.0,19.0,164.75,535.5,1176.0,0.0,210.25,1078.75,1176.0,1289.0,-113.0,None,IT_SARD,2026-04-23
2026-04-02 16:00:00+00:00,54.0,164.25,167.25,8.0,0.0,22.0,50.25,19.0,98.75,466.25,1049.75,0.0,40.0,1083.25,1049.75,1123.25,-73.5,None,IT_SARD,2026-04-23
2026-04-02 17:00:00+00:00,54.0,164.25,166.0,8.0,0.0,24.25,73.25,19.0,20.0,343.75,872.5,308.25,0.0,1136.25,1180.75,1136.25,44.5,None,IT_SARD,2026-04-23
2026-04-02 18:00:00+00:00,54.0,164.25,166.0,8.0,0.0,25.0,81.0,18.0,0.0,257.0,773.25,528.25,0.0,1211.5,1301.5,1211.5,90.0,None,IT_SARD,2026-04-23
2026-04-02 19:00:00+00:00,54.0,165.5,208.75,8.0,0.0,24.0,71.0,19.0,0.0,216.5,766.75,341.75,0.0,1147.5,1108.5,1147.5,-39.0,None,IT_SARD,2026-04-23
2026-04-02 20:00:00+00:00,54.0,167.0,275.0,8.0,0.0,21.0,41.0,19.0,0.0,209.0,794.0,0.0,31.0,1043.0,794.0,1074.0,-280.0,None,IT_SARD,2026-04-23
2026-04-02 21:00:00+00:00,54.0,167.0,275.25,8.0,0.0,21.0,41.0,19.0,0.0,178.5,763.75,0.0,161.25,930.75,763.75,1092.0,-328.25,None,IT_SARD,2026-04-23
2026-04-02 22:00:00+00:00,32.0,165.5,249.5,8.0,0.0,21.0,40.5,18.0,0.0,142.75,677.25,182.0,0.0,820.75,859.25,820.75,38.5,None,IT_SARD,2026-04-23
2026-04-02 23:00:00+00:00,32.0,166.5,210.5,8.0,0.0,21.0,40.5,18.0,0.0,138.25,634.75,9.75,0.0,716.0,644.5,716.0,-71.5,None,IT_SARD,2026-04-23
2026-04-03 00:00:00+00:00,32.0,166.5,210.25,8.0,0.0,21.0,40.25,18.0,0.0,142.75,638.75,0.0,418.0,679.5,638.75,1097.5,-458.75,None,IT_SARD,2026-04-23
2026-04-03 01:00:00+00:00,32.0,167.5,210.75,8.0,0.0,21.0,40.25,18.0,0.0,152.0,649.5,0.0,426.75,674.25,649.5,1101.0,-451.5,None,IT_SARD,2026-04-23
2026-04-03 02:00:00+00:00,32.0,167.5,208.25,8.0,0.0,21.0,40.0,18.0,0.0,149.0,643.75,0.0,372.5,684.0,643.75,1056.5,-412.75,None,IT_SARD,2026-04-23
2026-04-03 03:00:00+00:00,32.0,168.0,210.5,8.0,0.0,21.0,40.25,18.0,0.0,166.25,664.0,0.0,36.25,751.5,664.0,787.75,-123.75,None,IT_SARD,2026-04-23
2026-04-03 04:00:00+00:00,54.0,167.5,264.75,8.25,0.0,22.0,49.5,18.0,0.0,151.0,735.0,331.0,0.0,880.75,1066.0,880.75,185.25,None,IT_SARD,2026-04-23
2026-04-03 05:00:00+00:00,54.0,168.0,274.25,8.25,0.0,22.0,46.0,18.0,15.25,173.5,779.25,737.75,0.0,998.5,1517.0,998.5,518.5,None,IT_SARD,2026-04-23
2026-04-03 06:00:00+00:00,54.0,168.0,274.0,8.0,0.0,22.5,52.75,18.0,135.75,219.5,952.5,650.0,0.0,1101.75,1602.5,1101.75,500.75,None,IT_SARD,2026-04-23
2026-04-03 07:00:00+00:00,54.0,167.75,273.5,8.0,0.0,24.75,76.75,18.0,241.5,225.0,1089.25,418.5,0.0,1113.75,1507.75,1113.75,394.0,None,IT_SARD,2026-04-23
2026-04-03 08:00:00+00:00,54.0,167.25,273.5,8.0,0.0,22.0,62.5,22.0,362.0,237.5,1208.75,90.5,0.0,1075.25,1299.25,1075.25,224.0,None,IT_SARD,2026-04-23
2026-04-03 09:00:00+00:00,54.0,166.75,254.5,8.0,0.0,19.0,40.5,22.0,553.25,278.0,1396.0,0.0,20.75,1049.25,1396.0,1070.0,326.0,None,IT_SARD,2026-04-23
2026-04-03 10:00:00+00:00,54.0,164.5,186.25,8.0,0.0,19.0,40.75,22.0,654.25,268.5,1417.25,0.0,371.5,1019.75,1417.25,1391.25,26.0,None,IT_SARD,2026-04-23
2026-04-03 11:00:00+00:00,54.0,164.0,201.0,8.0,0.0,19.0,41.0,22.0,679.75,238.0,1426.75,0.0,737.75,968.25,1426.75,1706.0,-279.25,None,IT_SARD,2026-04-23
2026-04-03 12:00:00+00:00,54.0,163.75,196.0,8.0,0.0,19.0,41.0,22.0,614.75,212.5,1331.0,0.0,686.5,939.5,1331.0,1626.0,-295.0,None,IT_SARD,2026-04-23
2026-04-03 13:00:00+00:00,54.0,163.5,166.75,8.0,0.0,19.0,41.0,22.0,411.0,198.75,1084.0,0.0,567.25,892.0,1084.0,1459.25,-375.25,None,IT_SARD,2026-04-23
2026-04-03 14:00:00+00:00,52.25,169.5,165.5,8.0,0.0,19.5,41.0,21.5,401.25,193.0,1071.5,0.0,390.0,923.25,1071.5,1313.25,-241.75,None,IT_SARD,2026-04-23
2026-04-03 15:00:00+00:00,54.0,191.25,215.0,8.0,0.0,19.75,41.0,21.25,316.5,203.75,1070.5,0.0,185.0,969.5,1070.5,1154.5,-84.0,None,IT_SARD,2026-04-23
2026-04-03 16:00:00+00:00,54.0,218.75,273.75,8.0,0.0,20.0,41.25,22.0,155.75,216.75,1010.25,261.5,0.0,995.5,1271.75,995.5,276.25,None,IT_SARD,2026-04-23
2026-04-03 17:00:00+00:00,54.0,235.75,274.25,8.0,0.0,23.25,71.0,22.0,24.0,186.5,898.75,682.5,0.0,1067.0,1581.25,1067.0,514.25,None,IT_SARD,2026-04-23
2026-04-03 18:00:00+00:00,54.0,231.75,274.0,8.0,0.0,25.0,81.0,22.0,0.0,199.75,895.5,693.5,0.0,1159.5,1589.0,1159.5,429.5,None,IT_SARD,2026-04-23
2026-04-03 19:00:00+00:00,54.0,231.0,274.5,8.0,0.0,24.25,71.5,21.0,0.0,248.75,933.0,584.5,0.0,1105.0,1517.5,1105.0,412.5,None,IT_SARD,2026-04-23
2026-04-03 20:00:00+00:00,54.0,230.5,270.75,8.75,0.0,21.25,41.0,21.0,0.0,232.5,879.75,39.25,0.0,1011.5,919.0,1011.5,-92.5,None,IT_SARD,2026-04-23
2026-04-03 21:00:00+00:00,54.0,227.0,267.0,9.0,0.0,19.0,41.0,21.75,0.0,193.75,832.5,1.0,0.0,905.0,833.5,905.0,-71.5,None,IT_SARD,2026-04-23
2026-04-03 22:00:00+00:00,32.0,226.25,237.0,9.0,0.0,20.0,23.25,22.0,0.0,147.5,717.0,0.0,57.0,799.75,717.0,856.75,-139.75,None,IT_SARD,2026-04-23
2026-04-03 23:00:00+00:00,32.0,229.75,206.0,8.75,0.0,20.0,23.0,22.0,0.0,114.5,656.0,0.0,269.75,711.0,656.0,980.75,-324.75,None,IT_SARD,2026-04-23
2026-04-04 00:00:00+00:00,32.0,230.75,204.5,8.0,0.0,20.0,23.0,22.0,0.0,97.75,638.0,0.0,252.0,690.75,638.0,942.75,-304.75,None,IT_SARD,2026-04-23
2026-04-04 01:00:00+00:00,32.0,230.75,210.25,8.0,0.0,20.0,23.0,22.0,0.0,80.75,626.75,0.0,413.5,682.75,626.75,1096.25,-469.5,None,IT_SARD,2026-04-23
2026-04-04 02:00:00+00:00,32.0,230.75,212.5,8.0,0.0,20.0,23.0,22.0,0.0,68.75,617.0,0.0,432.0,685.5,617.0,1117.5,-500.5,None,IT_SARD,2026-04-23
2026-04-04 03:00:00+00:00,32.0,231.25,219.75,8.0,0.0,20.0,23.0,22.0,0.0,68.5,624.5,0.0,194.25,759.0,624.5,953.25,-328.75,None,IT_SARD,2026-04-23
2026-04-04 04:00:00+00:00,32.0,230.75,272.25,8.0,0.0,20.0,23.0,22.0,0.0,73.25,681.25,409.5,0.0,832.0,1090.75,832.0,258.75,None,IT_SARD,2026-04-23
2026-04-04 05:00:00+00:00,54.0,230.5,274.0,8.0,0.0,23.0,62.75,22.0,36.25,65.25,775.75,644.0,0.0,927.25,1419.75,927.25,492.5,None,IT_SARD,2026-04-23
2026-04-04 06:00:00+00:00,54.0,230.75,273.75,8.0,0.0,19.75,33.25,22.0,274.75,50.25,966.5,561.0,0.0,962.5,1527.5,962.5,565.0,None,IT_SARD,2026-04-23
2026-04-04 07:00:00+00:00,54.0,230.5,247.0,8.0,0.0,16.0,3.0,22.0,580.25,39.25,1200.0,44.5,0.0,905.75,1244.5,905.75,338.75,None,IT_SARD,2026-04-23
2026-04-04 08:00:00+00:00,54.0,230.25,211.0,8.0,0.0,16.0,3.0,22.0,773.0,55.75,1373.0,0.0,20.25,847.0,1373.0,867.25,505.75,None,IT_SARD,2026-04-23
2026-04-04 09:00:00+00:00,54.0,230.5,213.5,8.0,0.0,16.0,3.0,22.0,860.25,75.0,1482.25,0.0,159.25,783.5,1482.25,942.75,539.5,None,IT_SARD,2026-04-23
2026-04-04 10:00:00+00:00,54.0,230.75,239.5,8.0,0.0,16.0,3.0,24.0,901.25,123.75,1600.25,0.0,650.75,740.25,1600.25,1391.0,209.25,None,IT_SARD,2026-04-23
2026-04-04 11:00:00+00:00,54.0,217.25,268.25,8.0,0.0,16.0,3.0,24.0,908.0,140.0,1638.5,0.0,796.0,688.75,1638.5,1484.75,153.75,None,IT_SARD,2026-04-23
2026-04-04 12:00:00+00:00,54.0,162.0,274.0,8.0,0.0,16.0,3.0,24.0,895.25,168.75,1605.0,0.0,796.75,647.25,1605.0,1444.0,161.0,None,IT_SARD,2026-04-23
2026-04-04 13:00:00+00:00,54.0,170.0,233.0,8.0,0.0,16.0,3.0,24.0,849.75,227.75,1585.5,0.0,559.0,685.75,1585.5,1244.75,340.75,None,IT_SARD,2026-04-23
2026-04-04 14:00:00+00:00,54.0,227.75,166.5,8.0,0.0,16.0,3.0,24.0,749.5,272.0,1520.75,0.0,195.25,739.5,1520.75,934.75,586.0,None,IT_SARD,2026-04-23
2026-04-04 15:00:00+00:00,54.0,308.5,167.5,8.0,0.0,17.0,23.0,24.0,547.25,242.25,1391.5,0.0,2.0,818.75,1391.5,820.75,570.75,None,IT_SARD,2026-04-23
2026-04-04 16:00:00+00:00,52.5,316.5,178.75,8.0,0.0,20.5,42.75,24.0,241.0,174.5,1058.5,181.0,0.0,919.5,1239.5,919.5,320.0,None,IT_SARD,2026-04-23
2026-04-04 17:00:00+00:00,53.75,328.0,256.5,8.0,0.0,23.0,63.0,24.0,27.5,87.25,871.0,695.75,0.0,1038.0,1566.75,1038.0,528.75,None,IT_SARD,2026-04-23
2026-04-04 18:00:00+00:00,54.0,333.5,274.0,8.0,0.0,23.0,63.0,24.0,0.0,60.75,840.25,751.25,0.0,1134.5,1591.5,1134.5,457.0,None,IT_SARD,2026-04-23
2026-04-04 19:00:00+00:00,54.0,333.75,274.25,8.0,0.0,23.0,63.0,24.0,0.0,36.25,816.25,716.75,0.0,1079.75,1533.0,1079.75,453.25,None,IT_SARD,2026-04-23
2026-04-04 20:00:00+00:00,54.0,334.25,274.75,8.0,0.0,20.0,23.25,24.0,0.0,28.75,767.0,175.75,0.0,979.25,942.75,979.25,-36.5,None,IT_SARD,2026-04-23
2026-04-04 21:00:00+00:00,54.0,334.25,274.0,8.0,0.0,20.0,23.0,24.0,0.0,24.0,761.25,154.5,0.0,903.5,915.75,903.5,12.25,None,IT_SARD,2026-04-23
