,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-02-24 20:00:00+00:00,15.42744,931.15691,324.094125,63.5334,303.779995,787.17136,1905.0768,9.611014,2.839,479.120964,4821.811008,0.0,0.0,5325.42344,4821.811008,5325.42344,-503.6124319999999,None,BG,2026-04-23
2026-02-24 21:00:00+00:00,15.437824,837.95222,324.810435,63.5859,273.680064,500.9673,1902.6144,5.297197,2.889,488.961554,4416.195894,0.0,0.0,4936.05319,4416.195894,4936.05319,-519.8572959999992,None,BG,2026-04-23
2026-02-24 22:00:00+00:00,15.332768,823.85318,324.093195,63.6235,266.885902,485.58072,1903.0248,4.617746,3.074,477.897928,4367.983738999999,0.0,0.0,4585.55551,4367.983738999999,4585.55551,-217.5717710000008,None,BG,2026-04-23
2026-02-24 23:00:00+00:00,14.248288,821.42594,326.435525,64.9339,201.834963,357.67862,1903.9824,0.221195,3.108,444.490506,4138.359337000001,0.0,0.0,4580.2525,4138.359337000001,4580.2525,-441.8931629999988,None,BG,2026-04-23
2026-02-25 00:00:00+00:00,13.808032,821.23823,326.00159,65.0032,200.139706,331.55037,1903.572,0.844163,2.968,403.08636,4068.2116509999996,0.0,0.0,4591.84011,4068.2116509999996,4591.84011,-523.6284590000005,None,BG,2026-04-23
2026-02-25 01:00:00+00:00,13.671712,823.46435,327.397065,64.9164,198.356409,299.67422,1903.4352,0.393059,2.961,459.521944,4093.791359,0.0,0.0,4652.31368,4093.791359,4652.31368,-558.5223210000004,None,BG,2026-04-23
2026-02-25 02:00:00+00:00,13.682992,823.77927,327.181015,64.7409,201.294403,382.75195,1904.5296,1.603562,3.014,472.285202,4194.862894,0.0,0.0,4795.20096,4194.862894,4795.20096,-600.3380660000003,None,BG,2026-04-23
2026-02-25 03:00:00+00:00,14.15592,825.76782,326.63006,65.1866,208.656449,395.15657,1902.4776,3.108352,3.003,429.362247,4173.504618000001,0.0,0.0,4690.89506,4173.504618000001,4690.89506,-517.390441999999,None,BG,2026-04-23
2026-02-25 04:00:00+00:00,14.827472,822.4238,329.011645,65.2399,296.764974,572.73876,1902.888,107.570162,3.04,362.165314,4476.670027,0.0,0.0,4835.71408,4476.670027,4835.71408,-359.0440529999996,None,BG,2026-04-23
2026-02-25 05:00:00+00:00,14.828992,823.34238,328.481645,65.493,343.241593,727.97868,1903.1616,389.735984,3.081,360.698768,4960.043642,0.0,0.0,5113.66049,4960.043642,5113.66049,-153.61684800000057,None,BG,2026-04-23
2026-02-25 06:00:00+00:00,14.428048,825.99734,327.499955,65.2636,345.814989,719.3845,1903.0248,1001.724192,2.913,361.343406,5567.393829999999,0.0,0.0,5452.44512,5567.393829999999,5452.44512,114.94870999999875,None,BG,2026-04-23
2026-02-25 07:00:00+00:00,13.641056,828.01408,325.16415,65.18,323.659908,658.03519,1904.1192,1477.367115,2.947,281.019271,5879.146970000001,0.0,0.0,5555.14599,5879.146970000001,5555.14599,324.0009800000007,None,BG,2026-04-23
2026-02-25 08:00:00+00:00,13.736752,827.70732,327.16769,65.1239,290.504748,430.93316,1903.1616,1658.888742,2.893,222.22034,5742.337252,0.0,0.0,5458.50275,5742.337252,5458.50275,283.8345020000006,None,BG,2026-04-23
2026-02-25 09:00:00+00:00,13.966848,827.19553,318.001315,65.2125,177.929244,421.99936,1902.7512,1522.647624,2.456,218.783941,5470.9435619999995,0.0,0.0,5594.85096,5470.9435619999995,5594.85096,-123.90739800000028,None,BG,2026-04-23
2026-02-25 10:00:00+00:00,14.15344,833.52355,319.01086,65.1501,174.091955,420.86687,1903.0248,1538.036756,2.26,172.933536,5443.051867,0.0,0.0,5691.91345,5443.051867,5691.91345,-248.86158299999988,None,BG,2026-04-23
2026-02-25 11:00:00+00:00,14.475872,824.85317,321.341615,64.9523,178.225116,420.17594,1903.572,1750.817448,2.898,122.20659,5603.518051,0.0,0.0,5613.59314,5603.518051,5613.59314,-10.075088999999934,None,BG,2026-04-23
2026-02-25 12:00:00+00:00,14.395312,830.24167,322.974825,65.0126,174.882034,423.57848,1903.572,1707.503845,2.789,98.931115,5543.880881,0.0,0.0,5130.00464,5543.880881,5130.00464,413.87624099999994,None,BG,2026-04-23
2026-02-25 13:00:00+00:00,14.61368,828.72953,321.88042,65.0702,197.409118,421.8944,1903.572,1614.532297,2.405,83.694639,5453.801284,0.0,0.0,5044.65814,5453.801284,5044.65814,409.1431440000006,None,BG,2026-04-23
2026-02-25 14:00:00+00:00,14.77664,821.86383,325.063545,65.2086,296.207376,519.44301,1904.6664,996.558789,2.196,51.773069,4997.757259,0.0,0.0,5039.70933,4997.757259,5039.70933,-41.952070999999705,None,BG,2026-04-23
2026-02-25 15:00:00+00:00,13.88592,874.06717,326.814115,65.225,347.630174,1009.26135,1904.8032,367.001815,3.773,34.757375,4947.219119,0.0,0.0,5277.13375,4947.219119,5277.13375,-329.91463099999964,None,BG,2026-04-23
2026-02-25 16:00:00+00:00,13.60872,952.86047,327.51657,65.0976,355.534829,1284.56649,1905.0768,546.521683,3.75,32.138528,5486.67169,0.0,0.0,5544.93361,5486.67169,5544.93361,-58.26191999999992,None,BG,2026-04-23
2026-02-25 17:00:00+00:00,14.392752,968.44241,327.631475,65.0549,367.288326,1379.34909,1905.4872,620.405997,3.694,76.110041,5727.856191,0.0,0.0,5621.75361,5727.856191,5621.75361,106.1025810000001,None,BG,2026-04-23
2026-02-25 18:00:00+00:00,14.10392,965.31027,328.005525,64.8257,346.944955,1315.77822,1905.0768,466.361572,3.534,64.243555,5474.184517,0.0,0.0,5522.17932,5474.184517,5522.17932,-47.9948030000005,None,BG,2026-04-23
2026-02-25 19:00:00+00:00,13.694912,895.5032,322.38212,65.1204,315.418247,1124.03602,1904.94,182.195377,3.49,41.453557,4868.233832999999,0.0,0.0,5499.53361,4868.233832999999,5499.53361,-631.2997770000011,None,BG,2026-04-23
2026-02-25 20:00:00+00:00,13.994736,875.53619,322.144835,61.7364,284.736513,860.85145,1905.624,19.907776,3.274,24.291441,4372.097341000001,0.0,0.0,5260.21303,4372.097341000001,5260.21303,-888.1156889999993,None,BG,2026-04-23
2026-02-25 21:00:00+00:00,14.780784,902.94633,321.32658,61.8577,268.712512,624.12165,1905.0768,6.331689,2.939,23.928765,4132.021809999999,0.0,0.0,4927.09176,4132.021809999999,4927.09176,-795.069950000001,None,BG,2026-04-23
2026-02-25 22:00:00+00:00,14.749008,833.99176,323.762935,61.6471,255.612307,453.08034,1905.4872,1.226451,3.056,37.453175,3890.066276,0.0,0.0,4578.64142,3890.066276,4578.64142,-688.5751439999999,None,BG,2026-04-23
2026-02-25 23:00:00+00:00,13.219264,826.72352,325.150045,46.7056,204.295905,384.76828,1903.8456,0.822363,3.193,125.081302,3833.8048790000007,0.0,0.0,4391.76206,3833.8048790000007,4391.76206,-557.9571809999993,None,BG,2026-04-23
2026-02-26 00:00:00+00:00,13.304288,827.81511,325.809905,46.5692,199.915689,383.48109,1902.3408,0.162162,3.049,160.039459,3862.486703,0.0,0.0,4302.92276,3862.486703,4302.92276,-440.43605700000035,None,BG,2026-04-23
2026-02-26 01:00:00+00:00,13.47736,828.42919,326.00475,46.7056,199.983356,383.10568,1903.8456,0.150895,2.947,184.499964,3889.1493950000004,0.0,0.0,4478.47011,3889.1493950000004,4478.47011,-589.3207149999998,None,BG,2026-04-23
2026-02-26 02:00:00+00:00,13.035616,830.71291,325.970545,46.4856,203.751405,383.08669,1904.3928,0.953637,2.95,180.993532,3892.332735,0.0,0.0,4566.9151,3892.332735,4566.9151,-674.5823650000002,None,BG,2026-04-23
2026-02-26 03:00:00+00:00,12.872384,829.03253,324.7399,46.4291,209.199998,458.977,1903.2984,2.333776,2.985,198.29889,3988.166978,0.0,0.0,4685.26907,3988.166978,4685.26907,-697.1020920000001,None,BG,2026-04-23
2026-02-26 04:00:00+00:00,13.863952,831.3654,326.952405,46.5602,298.45824,630.21631,1903.1616,19.076032,3.001,242.401905,4315.057044,0.0,0.0,4929.96158,4315.057044,4929.96158,-614.904536,None,BG,2026-04-23
2026-02-26 05:00:00+00:00,14.176032,824.51866,327.134425,46.258,344.012367,785.33149,1902.888,352.944264,3.156,341.422824,4941.842062,0.0,0.0,5165.8653,4941.842062,5165.8653,-224.02323800000067,None,BG,2026-04-23
2026-02-26 06:00:00+00:00,14.020384,818.79733,327.05722,46.4078,351.669285,734.87695,1903.2984,802.732242,3.14,353.412229,5355.411840000001,0.0,0.0,5510.28972,5355.411840000001,5510.28972,-154.8778799999991,None,BG,2026-04-23
2026-02-26 07:00:00+00:00,12.852656,829.5089,326.21635,46.3405,300.917479,643.42131,1903.2984,1256.109121,3.134,379.578959,5701.377675,0.0,0.0,5738.79861,5701.377675,5738.79861,-37.4209350000001,None,BG,2026-04-23
2026-02-26 08:00:00+00:00,12.665296,835.30496,321.809785,46.1951,255.773311,503.19609,1903.2984,1510.091174,3.841,340.587126,5732.762242000001,0.0,0.0,5636.30187,5732.762242000001,5636.30187,96.46037200000046,None,BG,2026-04-23
2026-02-26 09:00:00+00:00,13.648544,828.46722,313.16142,46.4231,208.475902,445.60779,1903.8456,1572.249725,3.765,266.442739,5602.08704,0.0,0.0,5616.81247,5602.08704,5616.81247,-14.725429999999506,None,BG,2026-04-23
2026-02-26 10:00:00+00:00,13.2308,833.85695,319.77626,46.2177,188.898583,454.84249,1905.3504,1401.027443,3.171,192.027993,5358.399619,0.0,0.0,5660.78116,5358.399619,5660.78116,-302.38154100000065,None,BG,2026-04-23
2026-02-26 11:00:00+00:00,13.13752,838.71601,319.835795,43.7568,167.958479,457.98075,1903.7088,1247.801447,2.958,190.180801,5186.034402,0.0,0.0,5671.61906,5186.034402,5671.61906,-485.58465799999976,None,BG,2026-04-23
2026-02-26 12:00:00+00:00,13.988784,821.25857,322.19369,43.164,170.468793,372.34672,1903.0248,1343.783378,2.962,198.498742,5191.689477,0.0,0.0,5516.94257,5191.689477,5516.94257,-325.25309300000026,None,BG,2026-04-23
2026-02-26 13:00:00+00:00,14.2568,833.73454,322.84603,49.2328,189.356567,408.53022,1903.1616,1236.031985,2.957,207.498347,5167.6058889999995,0.0,0.0,5255.25104,5167.6058889999995,5255.25104,-87.64515100000062,None,BG,2026-04-23
2026-02-26 14:00:00+00:00,15.283728,847.12761,325.437785,57.4249,289.466684,485.93536,1902.204,758.019635,3.29,187.617771,4871.807473,0.0,0.0,5209.78703,4871.807473,5209.78703,-337.97955700000057,None,BG,2026-04-23
2026-02-26 15:00:00+00:00,15.403824,847.53767,326.60261,62.3676,346.13365,966.06962,1902.0672,269.352578,3.665,171.057338,4910.257089999999,0.0,0.0,5315.68254,4910.257089999999,5315.68254,-405.42545000000064,None,BG,2026-04-23
2026-02-26 16:00:00+00:00,15.858496,881.54096,327.14095,63.8957,358.973198,1085.94197,1903.1616,365.182969,3.804,197.28224,5202.782083,53.46,0.0,5610.19899,5256.242083,5610.19899,-353.9569069999998,None,BG,2026-04-23
2026-02-26 17:00:00+00:00,15.483744,945.17729,326.773945,64.1032,363.707061,1201.36724,1902.4776,554.995242,3.417,198.397425,5575.899747,159.39,0.0,5772.58102,5735.289747000001,5772.58102,-37.29127299999891,None,BG,2026-04-23
2026-02-26 18:00:00+00:00,15.552544,987.22221,328.934295,64.1838,340.812321,1164.29955,1903.9824,536.566867,2.914,202.734516,5547.2025029999995,153.45,0.0,5650.77721,5700.652502999999,5650.77721,49.87529299999915,None,BG,2026-04-23
2026-02-26 19:00:00+00:00,15.353568,1009.11648,328.41856,64.3701,302.561414,1150.53775,1903.0248,329.31,2.847,226.060114,5331.599786000001,0.0,0.0,5583.6081,5331.599786000001,5583.6081,-252.0083139999997,None,BG,2026-04-23
2026-02-26 20:00:00+00:00,14.152352,986.20661,328.491895,64.2673,286.841214,974.71978,1901.9304,52.922731,3.047,165.701151,4778.280432999999,0.0,0.0,5474.01567,4778.280432999999,5474.01567,-695.7352370000008,None,BG,2026-04-23
2026-02-26 21:00:00+00:00,14.362912,894.30073,327.203885,64.2719,272.933001,688.67781,1901.2464,28.951883,2.79,163.944306,4358.6828270000005,0.0,0.0,5100.13069,4358.6828270000005,5100.13069,-741.4478629999994,None,BG,2026-04-23
2026-02-26 22:00:00+00:00,15.562288,739.8857,325.636765,64.4506,251.585145,461.48044,1903.0248,2.715985,3.044,136.616455,3904.0021779999993,0.0,0.0,4781.31813,3904.0021779999993,4781.31813,-877.3159520000004,None,BG,2026-04-23
2026-02-26 23:00:00+00:00,14.454976,720.45731,325.83523,63.5274,201.919885,459.80072,1901.9304,3.988571,3.106,113.213093,3808.233585,0.0,0.0,4641.81636,3808.233585,4641.81636,-833.5827749999999,None,BG,2026-04-23
2026-02-27 00:00:00+00:00,14.416848,710.0884,325.50345,63.4316,198.394802,420.95503,1901.1096,3.61647,3.001,83.82625,3724.3434500000003,0.0,0.0,4846.99443,3724.3434500000003,4846.99443,-1122.6509799999994,None,BG,2026-04-23
2026-02-27 01:00:00+00:00,14.74768,714.2129,326.070025,63.4001,198.159647,420.57575,1902.4776,0.204336,3.102,88.086982,3731.0370199999993,0.0,0.0,4743.99671,3731.0370199999993,4743.99671,-1012.959690000001,None,BG,2026-04-23
2026-02-27 02:00:00+00:00,14.600384,712.60926,325.54751,63.6789,244.298607,459.51438,1901.7936,0.189228,3.092,105.355344,3830.6792130000003,0.0,0.0,4842.00611,3830.6792130000003,4842.00611,-1011.3268969999999,None,BG,2026-04-23
2026-02-27 03:00:00+00:00,14.065744,717.34851,326.46653,63.4463,254.124535,460.46378,1902.204,0.454489,2.897,125.79328,3867.264168,0.0,0.0,4883.61167,3867.264168,4883.61167,-1016.3475020000001,None,BG,2026-04-23
2026-02-27 04:00:00+00:00,14.19832,723.03528,328.561925,63.6677,311.544931,579.9836,1902.0672,72.971672,2.909,130.213244,4129.152872,0.0,0.0,5220.25594,4129.152872,5220.25594,-1091.1030680000003,None,BG,2026-04-23
2026-02-27 05:00:00+00:00,13.924864,750.69172,329.181035,63.3747,341.990579,822.92484,1902.0672,684.441802,2.897,103.72725,5015.22099,0.0,0.0,5463.09122,5015.22099,5463.09122,-447.87023000000045,None,BG,2026-04-23
2026-02-27 06:00:00+00:00,14.033792,734.49766,327.01716,63.4352,345.179379,737.94782,1901.9304,1613.167544,2.754,84.166226,5824.129181,0.0,0.0,5686.42306,5824.129181,5686.42306,137.70612100000017,None,BG,2026-04-23
2026-02-27 07:00:00+00:00,13.586368,721.10395,326.465415,63.8906,256.899079,783.2661,1904.6664,2185.278691,2.314,86.001735,6343.472338,0.0,0.0,5701.38749,6343.472338,5701.38749,642.0848479999995,None,BG,2026-04-23
2026-02-27 08:00:00+00:00,13.746528,713.66046,323.57273,63.3187,217.776626,492.47152,1903.8456,2639.717249,2.243,90.529579,6460.8819920000005,0.0,0.0,5526.48425,6460.8819920000005,5526.48425,934.3977420000001,None,BG,2026-04-23
2026-02-27 09:00:00+00:00,14.183632,721.54431,321.08551,63.7153,164.483262,459.79066,1902.4776,2429.052792,2.273,119.479367,6198.085432999999,0.0,0.0,5380.48389,6198.085432999999,5380.48389,817.6015429999989,None,BG,2026-04-23
2026-02-27 10:00:00+00:00,14.882048,720.30306,323.898855,63.6624,148.98308,460.15392,1902.888,2042.95314,2.146,83.919231,5763.789733999999,0.0,0.0,5479.64751,5763.789733999999,5479.64751,284.14222399999926,None,BG,2026-04-23
2026-02-27 11:00:00+00:00,14.700624,714.93803,323.853925,63.8387,150.539697,420.75188,1902.7512,1928.256076,2.038,80.417511,5602.0856429999985,0.0,0.0,5565.08314,5602.0856429999985,5565.08314,37.002502999998796,None,BG,2026-04-23
2026-02-27 12:00:00+00:00,14.405744,713.09454,322.542825,63.9148,155.245345,420.8122,1903.572,1801.834211,2.458,74.293629,5472.173294,0.0,0.0,5390.84972,5472.173294,5390.84972,81.32357400000001,None,BG,2026-04-23
2026-02-27 13:00:00+00:00,14.839408,710.30704,321.89244,63.8947,176.748917,456.62251,1902.888,1771.96948,2.717,57.820563,5479.700057999999,0.0,0.0,5087.49899,5479.700057999999,5087.49899,392.2010679999994,None,BG,2026-04-23
2026-02-27 14:00:00+00:00,14.876656,712.1913,324.4959,63.948,238.53844,489.50045,1901.52,1370.268653,2.46,35.733852,5153.533251000001,0.0,0.0,4973.87935,5153.533251000001,4973.87935,179.6539010000006,None,BG,2026-04-23
2026-02-27 15:00:00+00:00,15.537312,735.08948,326.216805,64.049,329.899937,930.86721,1902.888,414.176998,2.475,36.443751,4757.643493,0.0,0.0,5241.28364,4757.643493,5241.28364,-483.64014700000007,None,BG,2026-04-23
2026-02-27 16:00:00+00:00,14.68696,842.7131,325.034855,63.6728,360.109589,1230.2581,1903.7088,512.786009,2.741,41.453438,5297.164651,110.88,0.0,5629.83516,5408.044651,5629.83516,-221.79050899999947,None,BG,2026-04-23
2026-02-27 17:00:00+00:00,15.063024,857.87852,323.799355,63.8549,361.505727,1293.1953,1904.256,701.767494,2.898,61.306472,5585.524792,158.4,0.0,5698.68552,5743.924792,5698.68552,45.2392719999998,None,BG,2026-04-23
2026-02-27 18:00:00+00:00,14.930848,856.14787,325.70719,63.8783,350.539833,1279.32052,1903.572,548.212445,2.421,63.648713,5408.378719,158.4,0.0,5529.11621,5566.778719,5529.11621,37.66250899999977,None,BG,2026-04-23
2026-02-27 19:00:00+00:00,15.221152,855.23569,326.229955,63.8869,321.707489,1180.59379,1902.3408,189.513002,2.425,44.49745,4901.651227999999,118.8,0.0,5530.85114,5020.451227999999,5530.85114,-510.39991200000077,None,BG,2026-04-23
2026-02-27 20:00:00+00:00,14.67632,800.40981,327.28929,63.9191,299.397888,891.13586,1903.2984,6.583653,2.838,27.513347,4337.061667999999,0.0,0.0,5424.91616,4337.061667999999,5424.91616,-1087.8544920000004,None,BG,2026-04-23
2026-02-27 21:00:00+00:00,14.399504,757.37201,327.460135,64.0218,278.611403,623.57551,1900.6992,4.076312,2.963,22.824885,3996.0037590000006,0.0,0.0,5131.23637,3996.0037590000006,5131.23637,-1135.232610999999,None,BG,2026-04-23
2026-02-27 22:00:00+00:00,15.720176,680.60994,326.138625,63.6509,247.732729,490.96797,1902.888,0.217562,2.584,21.104414,3751.6143159999997,0.0,0.0,4817.39015,3751.6143159999997,4817.39015,-1065.7758340000005,None,BG,2026-04-23
2026-02-27 23:00:00+00:00,14.833312,677.38718,326.993385,64.8765,200.162635,458.47221,1903.572,1.424283,2.558,22.008482,3672.287987,0.0,0.0,4582.67876,3672.287987,4582.67876,-910.3907729999996,None,BG,2026-04-23
2026-02-28 00:00:00+00:00,14.385184,664.37638,326.665855,64.6897,195.801041,347.65849,1903.1616,0.295109,2.658,19.092427,3538.783786,0.0,0.0,4449.43782,3538.783786,4449.43782,-910.6540340000001,None,BG,2026-04-23
2026-02-28 01:00:00+00:00,14.125248,661.95093,326.667275,64.7842,195.244453,420.36004,1903.572,0.564022,2.698,20.420175,3610.386343,0.0,0.0,4416.67404,3610.386343,4416.67404,-806.2876969999998,None,BG,2026-04-23
2026-02-28 02:00:00+00:00,14.125488,662.24712,326.321665,64.6831,195.147117,458.93651,1904.1192,0.235184,2.747,20.032263,3648.5946470000004,0.0,0.0,4432.44355,3648.5946470000004,4432.44355,-783.8489029999996,None,BG,2026-04-23
2026-02-28 03:00:00+00:00,14.20952,666.15402,321.70497,65.2015,235.958797,459.90173,1904.6664,5.797222,2.809,21.898849,3698.3020080000006,0.0,0.0,4495.51991,3698.3020080000006,4495.51991,-797.2179019999994,None,BG,2026-04-23
2026-02-28 04:00:00+00:00,13.727792,699.03023,323.41331,64.7848,292.828288,542.16381,1903.9824,11.654577,2.876,22.78484,3877.2460469999996,0.0,0.0,4661.10626,3877.2460469999996,4661.10626,-783.8602129999999,None,BG,2026-04-23
2026-02-28 05:00:00+00:00,13.6208,682.55336,324.54955,64.6155,295.393398,674.21792,1903.7088,113.135666,2.915,16.867461,4091.5774550000006,0.0,0.0,5084.74976,4091.5774550000006,5084.74976,-993.1723049999991,None,BG,2026-04-23
2026-02-28 06:00:00+00:00,14.098192,778.3134,324.322865,64.5805,256.649926,1050.28624,1902.4776,484.215512,2.925,8.24464,4886.113875,163.35,0.0,5506.30863,5049.463875,5506.30863,-456.8447550000001,None,BG,2026-04-23
2026-02-28 07:00:00+00:00,13.846864,837.0854,325.354585,65.7839,212.813884,1203.48182,1902.0672,827.585511,2.924,9.118117,5400.061281,207.9,0.0,5702.95394,5607.961281,5702.95394,-94.99265900000046,None,BG,2026-04-23
2026-02-28 08:00:00+00:00,13.461616,836.53504,323.24431,66.4912,167.545243,1011.53269,1902.3408,1282.983005,3.086,6.945632,5614.165536,158.4,0.0,5646.17595,5772.565536,5646.17595,126.38958600000024,None,BG,2026-04-23
2026-02-28 09:00:00+00:00,14.074256,690.51734,314.177555,66.8327,145.492587,539.85313,1903.7088,1415.709583,3.196,6.914387,5100.4763379999995,0.0,0.0,5518.20966,5100.4763379999995,5518.20966,-417.73332200000095,None,BG,2026-04-23
2026-02-28 10:00:00+00:00,14.470528,661.46207,310.7113,66.8841,143.336476,458.76025,1903.0248,1434.156977,3.267,3.02742,4999.100921,0.0,0.0,5582.69617,4999.100921,5582.69617,-583.595249,None,BG,2026-04-23
2026-02-28 11:00:00+00:00,14.759152,662.02908,309.77742,67.1513,138.703484,419.07012,1901.7936,1521.367436,3.201,5.829248,5043.68184,0.0,0.0,5585.32856,5043.68184,5585.32856,-541.6467199999997,None,BG,2026-04-23
2026-02-28 12:00:00+00:00,14.980288,662.17909,308.914975,66.8983,138.888495,347.00594,1902.3408,1509.306742,3.127,9.667439,4963.309069,0.0,0.0,5416.47089,4963.309069,5416.47089,-453.1618209999997,None,BG,2026-04-23
2026-02-28 13:00:00+00:00,14.865104,663.64335,308.71088,66.315,167.405723,442.11123,1901.7936,1380.719732,3.131,13.254615,4961.950234000001,0.0,0.0,5081.40115,4961.950234000001,5081.40115,-119.45091599999887,None,BG,2026-04-23
2026-02-28 14:00:00+00:00,14.53176,676.17749,318.827565,66.8244,205.768886,433.34571,1902.6144,964.155295,3.082,14.707459,4600.034965,0.0,0.0,4975.09797,4600.034965,4975.09797,-375.063005,None,BG,2026-04-23
2026-02-28 15:00:00+00:00,15.182064,724.71449,319.71631,66.0577,315.002001,909.79208,1901.52,437.579039,3.099,16.000815,4708.663499000001,0.0,0.0,5138.10702,4708.663499000001,5138.10702,-429.44352099999924,None,BG,2026-04-23
2026-02-28 16:00:00+00:00,15.049392,778.42141,319.784475,65.1975,352.454087,1152.00746,1902.3408,527.192173,3.091,19.269468,5134.807765000001,104.94,0.0,5417.86903,5239.747765000001,5417.86903,-178.12126499999886,None,BG,2026-04-23
2026-02-28 17:00:00+00:00,14.738512,807.85496,320.22139,65.1762,356.018562,1220.19471,1902.3408,691.320717,3.257,29.615265,5410.7381159999995,158.4,0.0,5492.68406,5569.138115999999,5492.68406,76.45405599999958,None,BG,2026-04-23
2026-02-28 18:00:00+00:00,14.525936,790.10395,321.94898,64.8083,351.934209,1168.12862,1902.4776,444.022726,3.351,23.456416,5084.757737,158.4,0.0,5360.81085,5243.1577369999995,5360.81085,-117.6531130000003,None,BG,2026-04-23
2026-02-28 19:00:00+00:00,14.930096,755.60611,318.09733,64.9222,321.714251,998.12213,1904.1192,154.612621,3.722,1.112136,4536.958074,40.59,0.0,5281.39421,4577.548074,5281.39421,-703.8461360000001,None,BG,2026-04-23
2026-02-28 20:00:00+00:00,15.068,755.00483,318.85675,65.2283,297.099891,874.9372,1903.9824,9.863889,3.91,1.330876,4245.282136,0.0,0.0,5288.55028,4245.282136,5288.55028,-1043.2681440000006,None,BG,2026-04-23
2026-02-28 21:00:00+00:00,15.500576,760.3655,319.6595,65.1206,233.85278,608.67671,1902.204,4.930273,3.882,3.924429,3918.116368,0.0,0.0,5057.93634,3918.116368,5057.93634,-1139.8199720000002,None,BG,2026-04-23
2026-02-28 22:00:00+00:00,14.533792,762.17125,318.6501,65.5044,210.786186,462.32305,1903.7088,0.654497,3.711,4.967889,3747.0109639999996,0.0,0.0,4789.65168,3747.0109639999996,4789.65168,-1042.6407160000003,None,BG,2026-04-23
2026-02-28 23:00:00+00:00,13.522336,670.24156,322.226005,65.6607,199.027887,447.92649,1903.4352,2.344419,3.327,5.357375,3633.0689720000005,0.0,0.0,4617.56712,3633.0689720000005,4617.56712,-984.4981479999992,None,BG,2026-04-23
2026-03-01 00:00:00+00:00,13.545088,664.66421,322.58714,65.1384,194.386292,346.0515,1903.7088,2.110274,2.903,2.844953,3517.939657,0.0,0.0,4486.28495,3517.939657,4486.28495,-968.3452930000003,None,BG,2026-04-23
2026-03-01 01:00:00+00:00,14.09576,662.58697,321.63666,65.5682,193.980114,419.73416,1902.6144,0.746083,2.389,0.951182,3584.3025289999996,0.0,0.0,4433.0445,3584.3025289999996,4433.0445,-848.7419710000004,None,BG,2026-04-23
2026-03-01 02:00:00+00:00,13.679184,672.43073,322.96193,64.9116,196.859242,458.90754,1902.888,0.228105,2.094,0.270448,3635.2307790000004,0.0,0.0,4456.73953,3635.2307790000004,4456.73953,-821.5087509999994,None,BG,2026-04-23
2026-03-01 03:00:00+00:00,14.044048,667.60512,321.7249,64.6522,244.655601,459.52234,1902.0672,1.23348,2.448,0.370576,3678.3234649999995,0.0,0.0,4489.84839,3678.3234649999995,4489.84839,-811.5249250000006,None,BG,2026-04-23
2026-03-01 04:00:00+00:00,13.507872,661.3234,324.21509,65.169,285.149422,542.67332,1901.9304,21.225085,2.485,1.143291,3818.8218800000004,0.0,0.0,4592.90598,3818.8218800000004,4592.90598,-774.0841,None,BG,2026-04-23
2026-03-01 05:00:00+00:00,13.348592,667.43729,324.28415,64.8961,282.400806,856.57374,1902.4776,198.085961,2.632,3.391601,4315.52784,0.0,0.0,4956.00497,4315.52784,4956.00497,-640.4771300000002,None,BG,2026-04-23
2026-03-01 06:00:00+00:00,13.340624,726.83623,324.305195,64.9038,233.243821,950.47325,1903.572,733.563778,2.531,13.557119,4966.326817,0.0,0.0,5409.8761,4966.326817,5409.8761,-443.5492830000003,None,BG,2026-04-23
2026-03-01 07:00:00+00:00,14.162592,751.2818,313.957655,66.3658,181.816836,919.85257,1903.1616,1207.195499,2.794,18.344828,5378.933179999999,0.0,0.0,5555.6133,5378.933179999999,5555.6133,-176.6801200000009,None,BG,2026-04-23
2026-03-01 08:00:00+00:00,14.67672,834.59547,294.759585,66.7764,194.090579,852.80879,1902.0672,1613.466922,2.937,2.448636,5778.627302,0.0,0.0,5478.8479,5778.627302,5478.8479,299.7794020000001,None,BG,2026-04-23
2026-03-01 09:00:00+00:00,14.72296,675.79859,293.021675,67.4892,157.897782,462.84682,1902.204,1763.682076,2.939,5.461661,5346.063764,0.0,0.0,5445.85553,5346.063764,5445.85553,-99.79176599999937,None,BG,2026-04-23
2026-03-01 10:00:00+00:00,14.362496,688.95241,287.70532,67.6861,157.494209,460.53024,1903.0248,1785.705048,2.934,13.533874,5381.928497,0.0,0.0,5386.61565,5381.928497,5386.61565,-4.687152999999853,None,BG,2026-04-23
2026-03-01 11:00:00+00:00,14.68872,706.49592,287.36632,67.601,147.306574,421.27968,1903.0248,1722.054802,2.88,6.919941,5279.617757000001,0.0,0.0,5336.4328,5279.617757000001,5336.4328,-56.815042999998695,None,BG,2026-04-23
2026-03-01 12:00:00+00:00,14.95496,754.31269,287.838305,67.1971,137.075449,349.13336,1902.3408,1527.799787,2.914,6.831811,5050.398262,0.0,0.0,5219.85058,5050.398262,5219.85058,-169.45231800000056,None,BG,2026-04-23
