,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-24 14:00:00+00:00,1702.55,1023.975,278.8425,0.0,518.945,2021.625,4234.200000000001,386.77750000000003,66.5765,1.2,77.97175,172.49,10485.153250000001,18.286875000000002,0.0,12818.5,10503.440125000001,12818.5,-2315.059874999999,None,FI,2026-04-23
2026-01-24 15:00:00+00:00,1718.05,1031.975,280.6975,0.0,522.0325,2115.725,4233.675,383.435,71.445,1.2,78.61850000000001,209.4225,10646.276,11.0975,0.0,13070.5,10657.3735,13070.5,-2413.1265000000003,None,FI,2026-04-23
2026-01-24 16:00:00+00:00,1703.075,1025.675,279.505,0.0,521.2875,2125.7,4233.4,370.0125,73.8625,1.2,76.3,258.365,10668.3825,0.0,14.57075,13144.25,10668.3825,13158.82075,-2490.438250000001,None,FI,2026-04-23
2026-01-24 17:00:00+00:00,1686.1,1001.1,270.4575,0.0,532.16,1991.35,4233.3,370.32,74.2,1.2,76.3,314.5475,10551.035,0.0,4.136000000000001,13048.5,10551.035,13052.636,-2501.6010000000006,None,FI,2026-04-23
2026-01-24 18:00:00+00:00,1568.325,982.735,248.9625,0.0,516.9475,1915.875,4233.175,375.18,74.2,1.2,78.21925,382.1625,10376.981750000003,4.126250000000001,0.0,12849.0,10381.108000000002,12849.0,-2467.891999999998,None,FI,2026-04-23
2026-01-24 19:00:00+00:00,1480.4,926.5825,242.54749999999999,0.0,499.0825,1807.875,4233.0,377.9825,74.2,1.2,73.277,475.4925,10191.639500000001,19.868650000000002,0.0,12510.5,10211.508150000001,12510.5,-2298.9918499999985,None,FI,2026-04-23
2026-01-24 20:00:00+00:00,1483.025,922.5450000000001,225.295,0.0,485.4575,1739.65,4233.525,377.53499999999997,74.2,1.2,66.2975,564.255,10172.985,22.91605,0.0,12641.0,10195.90105,12641.0,-2445.0989499999996,None,FI,2026-04-23
2026-01-24 21:00:00+00:00,1482.675,916.9449999999999,191.855,0.0,475.0125,1736.925,4232.95,388.2275,69.19875,1.2,65.6335,618.855,10179.47725,17.942875,0.0,12451.25,10197.420125,12451.25,-2253.8298749999994,None,FI,2026-04-23
2026-01-24 22:00:00+00:00,1455.175,877.4575,183.8175,0.0,445.005,1635.375,4233.0,388.6,54.732749999999996,1.2,58.862,706.69,10039.91475,9.309,0.0,12258.0,10049.22375,12258.0,-2208.776250000001,None,FI,2026-04-23
2026-01-24 23:00:00+00:00,1501.8,811.42,183.6225,0.0,428.4125,1687.4,4232.975,386.21500000000003,58.936499999999995,1.2,48.64175,734.855,10075.478250000002,54.627900000000004,0.0,12213.75,10130.106150000001,12213.75,-2083.6438499999986,None,FI,2026-04-23
2026-01-25 00:00:00+00:00,1482.725,722.0325,166.82,0.0,402.1325,1659.375,4232.85,384.6775,60.7,1.2,43.04675,804.345,9959.904250000001,0.0,2.0401749999999996,11990.5,9959.904250000001,11992.540175,-2032.6359249999987,None,FI,2026-04-23
2026-01-25 01:00:00+00:00,1446.825,582.9300000000001,168.64499999999998,0.0,391.3775,1553.625,4233.775,391.0875,59.807500000000005,1.2,40.9875,961.3625,9831.6225,13.5074,0.0,11864.25,9845.1299,11864.25,-2019.1201,None,FI,2026-04-23
2026-01-25 02:00:00+00:00,1439.7250000000001,578.1575,168.01500000000001,0.0,376.4225,1450.9,4234.125,397.0375,52.31225,1.2,40.0565,994.3525,9732.303750000003,15.239474999999999,0.0,11793.5,9747.543225000003,11793.5,-2045.956774999997,None,FI,2026-04-23
2026-01-25 03:00:00+00:00,1484.625,638.555,163.775,0.0,392.385,1532.35,4233.775,389.4,52.85,1.2,39.8,1051.1100000000001,9979.825,0.0,6.459250000000001,11910.75,9979.825,11917.20925,-1937.3842499999992,None,FI,2026-04-23
2026-01-25 04:00:00+00:00,1457.325,670.795,162.64,0.0,392.1775,1575.3,4232.85,391.6275,53.0235,1.2,39.8,1240.575,10217.313500000002,0.0,38.25925,12035.0,10217.313500000002,12073.25925,-1855.9457499999971,None,FI,2026-04-23
2026-01-25 05:00:00+00:00,1451.95,671.7275,162.7325,0.0,399.14,1579.7,4234.275,404.54499999999996,53.835,1.2,39.8,1330.8,10329.704999999998,0.0,31.8575,12093.25,10329.704999999998,12125.1075,-1795.402500000002,None,FI,2026-04-23
2026-01-25 06:00:00+00:00,1477.8,692.025,166.2,0.0,427.89750000000004,1662.6,4233.825,423.805,54.574749999999995,1.2,39.8,1489.475,10669.20225,0.0,28.81225,12202.75,10669.20225,12231.56225,-1562.3600000000006,None,FI,2026-04-23
2026-01-25 07:00:00+00:00,1455.875,701.8325,143.22750000000002,0.0,424.85,1575.7,4234.375,415.9925,61.22475,11.5986,39.8,1730.85,10795.32585,9.1365,0.0,12284.5,10804.46235,12284.5,-1480.0376500000002,None,FI,2026-04-23
2026-01-25 08:00:00+00:00,1478.325,694.045,140.35250000000002,0.0,422.1325,1562.375,4234.025,417.7225,61.4,59.9385,39.8,1999.475,11109.590999999999,41.999775,0.0,12512.75,11151.590774999999,12512.75,-1361.1592250000012,None,FI,2026-04-23
2026-01-25 09:00:00+00:00,1500.175,719.5475,146.1275,0.0,442.45,1595.325,4233.925,403.425,65.44800000000001,100.36375,39.8,2070.55,11317.136749999998,2.9404249999999994,0.0,12655.5,11320.077174999999,12655.5,-1335.4228250000015,None,FI,2026-04-23
2026-01-25 10:00:00+00:00,1516.1,772.8,160.82,0.0,468.7875,1727.325,4234.725,395.4375,66.0,122.3525,39.8,1922.2,11426.3475,37.50025,0.0,12477.0,11463.847749999999,12477.0,-1013.152250000001,None,FI,2026-04-23
2026-01-25 11:00:00+00:00,1508.875,776.7125,162.1775,0.0,461.605,1695.075,4234.1,395.555,66.43975,107.04175000000001,38.120000000000005,1968.2,11413.901500000004,7.34225,0.0,12424.25,11421.243750000003,12424.25,-1003.0062499999967,None,FI,2026-04-23
2026-01-25 12:00:00+00:00,1499.5500000000002,777.1825,158.1525,0.0,456.94,1615.9,4234.125,381.1575,66.99025,66.09425,38.5925,1842.45,11137.134500000002,1.4212500000000006,0.0,12430.75,11138.555750000001,12430.75,-1292.1942499999986,None,FI,2026-04-23
2026-01-25 13:00:00+00:00,1506.8,777.925,158.44,0.0,457.8325,1769.325,4234.3,386.215,66.0,11.93715,39.8,1792.425,11200.99965,14.897000000000002,0.0,12346.5,11215.89665,12346.5,-1130.6033499999994,None,FI,2026-04-23
2026-01-25 14:00:00+00:00,1540.8,778.6275,160.7875,0.0,464.255,1816.275,4234.2,384.9175,66.0,1.4,45.24375,1816.0749999999998,11308.58125,0.0,13.5085,12502.75,11308.58125,12516.2585,-1207.6772500000006,None,FI,2026-04-23
2026-01-25 15:00:00+00:00,1560.0,778.1325,166.0375,0.0,480.16,1909.225,4234.45,390.615,66.0,1.4,56.41725,1828.675,11471.11225,2.3792500000000025,0.0,12686.5,11473.4915,12686.5,-1213.0085,None,FI,2026-04-23
2026-01-25 16:00:00+00:00,1603.775,779.95,213.75,0.0,500.02750000000003,1984.175,4234.3,382.42,66.0,1.4,57.8975,1824.2,11647.895,16.204,0.0,12695.0,11664.099,12695.0,-1030.9009999999998,None,FI,2026-04-23
2026-01-25 17:00:00+00:00,1593.125,778.9825000000001,234.15,0.0,526.7325,2024.975,4234.025000000001,375.59000000000003,66.0,1.4,61.33975,1843.325,11739.644750000001,48.456,0.0,12653.75,11788.100750000001,12653.75,-865.6492499999986,None,FI,2026-04-23
2026-01-25 18:00:00+00:00,1557.125,777.37,214.325,0.0,523.1700000000001,1981.85,4234.275,370.4,66.0,1.4,57.46925,1826.275,11609.659249999999,38.989225000000005,0.0,12476.5,11648.648474999998,12476.5,-827.8515250000019,None,FI,2026-04-23
2026-01-25 19:00:00+00:00,1492.0,789.3625,186.045,0.0,503.4325,1763.075,4234.7,377.31,66.0,1.4,50.99,1778.125,11242.439999999999,35.05375,0.0,12104.5,11277.493749999998,12104.5,-827.0062500000022,None,FI,2026-04-23
2026-01-25 20:00:00+00:00,1448.8,806.8125,178.44,0.0,478.3375,1671.025,4234.4,379.865,66.0,1.4,49.7885,1743.05,11057.9185,5.167299999999999,0.0,12294.0,11063.085799999999,12294.0,-1230.914200000001,None,FI,2026-04-23
2026-01-25 21:00:00+00:00,1439.9,776.5,179.28,0.0,460.175,1571.25,4234.525,376.7025,66.0,1.4,40.942750000000004,1685.175,10831.85025,0.0,52.634249999999994,12252.75,10831.85025,12305.38425,-1473.5339999999997,None,FI,2026-04-23
2026-01-25 22:00:00+00:00,1442.8,756.0475,177.0,0.0,465.77,1493.675,4234.225,374.1125,69.3275,1.4,39.5,1494.425,10548.282499999998,0.0,32.8,12030.25,10548.282499999998,12063.05,-1514.7675000000017,None,FI,2026-04-23
2026-01-25 23:00:00+00:00,1445.5,739.9425,166.9725,0.0,441.1,1395.5,4233.675,378.1975,70.9,1.4,39.5,1379.9,10292.587499999998,15.2045,0.0,11851.5,10307.791999999998,11851.5,-1543.7080000000024,None,FI,2026-04-23
2026-01-26 00:00:00+00:00,1430.225,689.7075,160.01,0.0,413.8,1355.775,4234.55,376.0775,70.9,1.4,39.5,1305.8,10077.744999999999,5.494,0.0,11861.5,10083.239,11861.5,-1778.2610000000004,None,FI,2026-04-23
2026-01-26 01:00:00+00:00,1426.45,674.655,158.095,0.0,409.04,1323.075,4234.3,375.745,69.71000000000001,1.4,39.5,1125.75,9837.72,0.0,21.435499999999998,11833.0,9837.72,11854.4355,-2016.7155000000002,None,FI,2026-04-23
2026-01-26 02:00:00+00:00,1399.75,670.9725,155.515,0.0,424.5025,1298.725,4235.1,376.305,70.82225,1.328425,39.820750000000004,965.235,9638.076425000001,0.0,49.869,11960.75,9638.076425000001,12010.619,-2372.5425749999995,None,FI,2026-04-23
2026-01-26 03:00:00+00:00,1415.925,712.8575000000001,168.405,0.0,461.3025,1333.9,4235.025,386.94,79.43625,1.2,40.75,846.2925,9682.033750000002,30.311950000000003,0.0,12128.5,9712.345700000002,12128.5,-2416.1542999999983,None,FI,2026-04-23
2026-01-26 04:00:00+00:00,1517.375,761.7775,221.655,0.0,536.895,1626.625,4234.85,384.0325,86.65525,1.2,45.4705,707.81,10124.34575,51.183725,0.0,12496.75,10175.529475000001,12496.75,-2321.220524999999,None,FI,2026-04-23
2026-01-26 05:00:00+00:00,1658.775,814.7,256.0675,0.0,578.6225,1886.4,4234.9,387.46500000000003,88.7,1.2,68.29275,617.4975,10592.620250000002,28.262475000000002,0.0,12829.25,10620.882725000001,12829.25,-2208.3672749999987,None,FI,2026-04-23
2026-01-26 06:00:00+00:00,1736.0,846.0125,279.265,0.0,584.865,2092.325,4237.4,386.6625,89.96000000000001,1.2,75.89525,563.635,10893.22025,14.00215,0.0,13047.5,10907.2224,13047.5,-2140.2775999999994,None,FI,2026-04-23
2026-01-26 07:00:00+00:00,1735.225,854.6775,280.07,0.0,595.26,2242.3,4241.275,393.02,90.81825,10.393,71.5275,586.4375,11101.00375,53.923249999999996,0.0,12936.25,11154.927,12936.25,-1781.3230000000003,None,FI,2026-04-23
2026-01-26 08:00:00+00:00,1744.575,856.6325,277.4375,0.0,598.765,2212.325,4238.375,394.92,94.9425,64.755,63.42999999999999,811.685,11357.842499999999,0.0,10.33975,13067.5,11357.842499999999,13077.83975,-1719.9972500000003,None,FI,2026-04-23
2026-01-26 09:00:00+00:00,1744.125,857.06,280.195,3.023925,598.69,2031.125,4236.725,376.53,95.1,101.03450000000001,68.149,956.2325,11347.989925,0.0,25.204,13174.5,11347.989925,13199.704,-1851.7140749999999,None,FI,2026-04-23
2026-01-26 10:00:00+00:00,1766.6,855.9225,280.78,4.9,587.11,1885.675,4236.7,346.6175,95.55499999999999,121.72,76.81175,904.36,11162.751750000001,0.0,40.304500000000004,13052.5,11162.751750000001,13092.8045,-1930.052749999999,None,FI,2026-04-23
2026-01-26 11:00:00+00:00,1765.525,854.78,280.705,4.9,557.885,1857.4250000000002,4232.5,359.885,96.6685,110.24000000000001,74.8685,933.4225,11128.804500000002,33.42425,0.0,12840.75,11162.228750000002,12840.75,-1678.521249999998,None,FI,2026-04-23
2026-01-26 12:00:00+00:00,1722.575,845.5775,277.90999999999997,3.1729000000000003,573.3625,1853.625,4226.525,343.2925,94.3,67.01675,75.6675,931.8325,11014.857149999998,80.138825,0.0,12642.75,11094.995974999998,12642.75,-1547.754025000002,None,FI,2026-04-23
2026-01-26 13:00:00+00:00,1727.25,832.31,277.5125,2.3,567.53,1876.575,4214.55,370.9425,96.09675,13.42095,76.01025,1023.5725,11078.07045,30.96825,0.0,12594.5,11109.0387,12594.5,-1485.4613000000008,None,FI,2026-04-23
2026-01-26 14:00:00+00:00,1707.225,833.8725,274.6225,3.7996749999999997,558.1025,1920.975,4217.15,382.01,90.7735,1.2,72.64775,1067.275,11129.653425,0.0,50.042500000000004,12827.5,11129.653425,12877.5425,-1747.8890749999991,None,FI,2026-04-23
2026-01-26 15:00:00+00:00,1686.575,834.0625,270.995,5.107575,558.0275,2111.325,4215.825,376.695,89.5,1.2,68.1525,1121.85,11339.315075,0.0,48.092,12967.75,11339.315075,13015.842,-1676.5269250000001,None,FI,2026-04-23
2026-01-26 16:00:00+00:00,1676.8,834.0025,269.8925,0.293375,549.4300000000001,2105.925,4218.6,368.315,89.5,1.2,65.91175,1206.425,11386.295125,17.85825,0.0,12863.5,11404.153375,12863.5,-1459.3466250000001,None,FI,2026-04-23
2026-01-26 17:00:00+00:00,1675.45,834.1949999999999,271.745,0.0,547.6025,2099.15,4218.725,370.8525,89.5,1.2,65.20125,1205.675,11379.296250000001,30.405425,0.0,12807.75,11409.701675000002,12807.75,-1398.048324999998,None,FI,2026-04-23
2026-01-26 18:00:00+00:00,1646.125,834.64,270.22,0.0,545.51,2038.9,4219.75,377.83,89.5,1.2,65.3,1097.1775,11186.1525,36.2622,0.0,12604.25,11222.4147,12604.25,-1381.8353000000006,None,FI,2026-04-23
2026-01-26 19:00:00+00:00,1594.4,828.7425000000001,265.7175,0.0,548.915,1859.8,4234.025,368.2025,89.5,1.2,65.3,848.86,10704.662499999999,25.729225,0.0,12195.25,10730.391724999998,12195.25,-1464.8582750000023,None,FI,2026-04-23
2026-01-26 20:00:00+00:00,1520.425,817.71,240.835,0.0,545.5,1792.15,4233.975,364.3725,78.84125,1.2,66.33225,707.375,10368.716,11.418825,0.0,12232.0,10380.134825000001,12232.0,-1851.865174999999,None,FI,2026-04-23
2026-01-26 21:00:00+00:00,1472.875,834.1,224.9375,0.0,542.335,1658.375,4233.625,363.7925,65.8,1.2,65.40675,759.5,10221.94675,0.0,45.63675,12100.5,10221.94675,12146.13675,-1924.1900000000005,None,FI,2026-04-23
2026-01-26 22:00:00+00:00,1458.2,832.9325,198.375,0.0,531.9875,1511.825,4234.175,369.4425,65.8,1.2,56.02825,735.365,9995.330749999997,0.0,19.9525,11871.25,9995.330749999997,11891.2025,-1895.871750000002,None,FI,2026-04-23
2026-01-26 23:00:00+00:00,1432.45,820.415,190.2775,0.0,517.24,1417.25,4233.8,360.02,65.8,0.9000279999999999,50.65975,769.0475,9857.859778,0.0,20.6185,11679.0,9857.859778,11699.6185,-1841.7587220000005,None,FI,2026-04-23
2026-01-27 00:00:00+00:00,1399.275,806.62,176.4425,0.0,470.0375,1386.425,4234.175,364.35749999999996,65.8,0.0,53.788250000000005,843.005,9799.925749999999,0.0,5.969000000000001,11513.75,9799.925749999999,11519.719,-1719.7932500000006,None,FI,2026-04-23
2026-01-27 01:00:00+00:00,1388.425,804.4425,176.415,0.0,466.4825,1363.8,4234.275,362.35,65.8,0.0,53.7485,905.2475,9820.985999999999,0.0,8.24275,11466.75,9820.985999999999,11474.99275,-1654.0067500000005,None,FI,2026-04-23
2026-01-27 02:00:00+00:00,1381.575,798.9125,177.385,0.0,493.6975,1366.0,4234.875,363.435,65.8,0.0,53.93825,900.0825,9835.700749999998,0.0,17.73275,11430.5,9835.700749999998,11448.23275,-1612.532000000001,None,FI,2026-04-23
2026-01-27 03:00:00+00:00,1441.425,803.725,204.1825,0.0,531.62,1391.025,4235.0,367.4625,66.1865,0.0,54.2,879.55,9974.3765,0.0,3.777499999999999,11664.0,9974.3765,11667.7775,-1693.4009999999998,None,FI,2026-04-23
2026-01-27 04:00:00+00:00,1504.875,886.235,236.085,0.0,561.9425,1544.15,4234.625,366.7925,80.9905,0.0,60.29,841.4275,10317.413,6.855599999999999,0.0,12284.75,10324.268600000001,12284.75,-1960.4813999999988,None,FI,2026-04-23
2026-01-27 05:00:00+00:00,1617.275,933.6575,249.685,0.0,582.1475,1768.625,4234.625,368.3025,88.70475,0.0,64.43675,793.0174999999999,10700.4765,0.0,2.0579999999999994,12689.5,10700.4765,12691.558,-1991.0815000000002,None,FI,2026-04-23
2026-01-27 06:00:00+00:00,1682.875,938.2775,273.915,2.2344,594.415,1998.975,4234.2,380.0425,93.13,0.0,59.991749999999996,756.55,11014.606149999996,39.467225,0.0,12726.5,11054.073374999996,12726.5,-1672.4266250000037,None,FI,2026-04-23
2026-01-27 07:00:00+00:00,1688.625,956.0325,257.375,92.65725,600.8625,2056.925,4233.075,374.5575,94.6,16.977275,61.29825,742.23,11175.215275,0.0,22.3415,12808.25,11175.215275,12830.5915,-1655.376225,None,FI,2026-04-23
2026-01-27 08:00:00+00:00,1700.75,947.0925,266.65,4.7517,611.8875,2125.4,4233.475,365.6775,92.52825,77.267,65.21825,720.53,11211.2277,24.778625,0.0,12813.0,11236.006325,12813.0,-1576.9936749999997,None,FI,2026-04-23
2026-01-27 09:00:00+00:00,1712.55,958.38,269.535,2.9248,614.0525,2062.0,4233.775,351.3775,92.4,125.65,64.87174999999999,633.4525,11120.96905,41.234375,0.0,12823.75,11162.203425,12823.75,-1661.5465750000003,None,FI,2026-04-23
2026-01-27 10:00:00+00:00,1688.4,953.95,283.29499999999996,3.8977250000000003,615.6275,1973.275,4233.45,361.4375,92.4,141.45499999999998,66.1,473.83500000000004,10887.122725000001,22.544800000000002,0.0,12852.25,10909.667525,12852.25,-1942.5824749999992,None,FI,2026-04-23
2026-01-27 11:00:00+00:00,1683.95,988.6625,274.9675,29.825000000000003,611.1175000000001,1942.9,4234.35,354.1825,93.7015,119.5775,64.21575,293.695,10691.14475,0.0,0.19449999999999967,12778.5,10691.14475,12778.6945,-2087.54975,None,FI,2026-04-23
2026-01-27 12:00:00+00:00,1713.125,1021.37,255.95999999999998,6.10055,609.145,1975.725,4234.275,348.1875,93.88,74.75,64.1225,182.35250000000002,10578.99305,0.0,13.248249999999999,12705.75,10578.99305,12718.99825,-2140.0052000000014,None,FI,2026-04-23
2026-01-27 13:00:00+00:00,1705.8,1037.175,275.83500000000004,2.720025,610.9525,2046.25,4232.7,342.3725,90.72,18.4852,66.1615,96.67475,10525.846474999998,9.511999999999999,0.0,12590.0,10535.358474999999,12590.0,-2054.641525000001,None,FI,2026-04-23
2026-01-27 14:00:00+00:00,1695.05,1049.45,276.665,0.7,605.345,2061.4,4234.5,333.2925,90.78999999999999,0.0584175,66.2,91.95825,10505.409167500002,0.0,19.4225,12740.75,10505.409167500002,12760.1725,-2254.763332499999,None,FI,2026-04-23
2026-01-27 15:00:00+00:00,1705.375,1048.275,286.0825,2.23815,609.51,2208.475,4234.75,338.97,91.7,0.0,66.2,38.985,10630.560650000001,3.7609999999999992,0.0,12904.0,10634.321650000002,12904.0,-2269.6783499999983,None,FI,2026-04-23
2026-01-27 16:00:00+00:00,1711.975,1049.375,287.6725,5.7,611.09,2197.45,4234.225,338.27250000000004,93.0125,0.0,66.2,19.367,10614.3395,16.32875,0.0,12916.5,10630.66825,12916.5,-2285.8317499999994,None,FI,2026-04-23
2026-01-27 17:00:00+00:00,1716.25,1033.55,275.69,1.9435,605.31,2152.45,4234.25,347.685,93.8,0.0,65.745,8.867125,10535.540625,11.86725,0.0,12905.75,10547.407874999999,12905.75,-2358.342125000001,None,FI,2026-04-23
2026-01-27 18:00:00+00:00,1726.4,1046.7,275.84749999999997,0.3,603.29,2144.35,4234.225,359.3825,93.8,0.0,65.8775,0.0,10550.1725,54.863125,0.0,12776.75,10605.035625,12776.75,-2171.7143749999996,None,FI,2026-04-23
2026-01-27 19:00:00+00:00,1711.1,1047.6,281.915,0.3,597.115,1916.075,4234.65,361.8925,93.8,0.0,65.03399999999999,2.724125,10312.205624999999,90.4011,0.0,12477.0,10402.606724999998,12477.0,-2074.393275000002,None,FI,2026-04-23
2026-01-27 20:00:00+00:00,1645.35,1051.625,273.7825,0.3,585.8125,1783.775,4234.575,367.7575,93.8,0.0,66.315,0.0,10103.0925,11.2695,0.0,12713.75,10114.362000000001,12713.75,-2599.387999999999,None,FI,2026-04-23
2026-01-27 21:00:00+00:00,1652.525,1048.85,276.4725,0.3,570.7325,1706.6,4233.775,371.0425,92.99924999999999,0.0,64.6,0.0,10017.89675,0.0,22.810750000000002,12531.25,10017.89675,12554.06075,-2536.1640000000007,None,FI,2026-04-23
2026-01-27 22:00:00+00:00,1561.5,1048.25,256.2375,0.3,527.9449999999999,1527.85,4234.45,373.065,76.03225,0.0,64.46,0.0,9670.089750000001,0.0,27.566,12259.25,9670.089750000001,12286.816,-2616.7262499999997,None,FI,2026-04-23
2026-01-27 23:00:00+00:00,1501.075,1058.625,196.7375,0.3,486.59499999999997,1517.35,4234.65,377.765,63.4,0.0,63.1475,1.633,9501.277999999998,102.065725,0.0,11929.75,9603.343724999999,11929.75,-2326.406275000001,None,FI,2026-04-23
2026-01-28 00:00:00+00:00,1490.0,1060.2,202.51500000000001,0.3,481.725,1572.55,4234.275,393.1925,63.364999999999995,0.0,69.31125,4.34162,9571.775369999998,19.444,0.0,11938.75,9591.219369999997,11938.75,-2347.530630000003,None,FI,2026-04-23
2026-01-28 01:00:00+00:00,1436.025,1060.825,188.715,0.3,478.1575,1491.025,4234.525,396.005,61.3,0.0,67.679,12.699225,9427.255724999999,0.0,23.95075,11944.0,9427.255724999999,11967.95075,-2540.695025000001,None,FI,2026-04-23
2026-01-28 02:00:00+00:00,1483.125,1061.225,188.815,0.19236,503.375,1573.675,4234.15,397.31,61.70925,0.0,74.682,25.05025,9603.30886,0.0,39.48625,12009.0,9603.30886,12048.48625,-2445.1773900000007,None,FI,2026-04-23
2026-01-28 03:00:00+00:00,1505.5,1061.375,218.2775,0.0,542.5875000000001,1575.775,4234.025,395.2525,76.7615,0.0,75.7,39.28275,9724.536750000003,0.0,58.497,12289.5,9724.536750000003,12347.997,-2623.4602499999964,None,FI,2026-04-23
2026-01-28 04:00:00+00:00,1600.425,1070.65,259.5775,0.0,577.2375,1822.2,4234.15,403.4425,84.71,0.0,75.7,43.12575,10171.218249999996,0.0,58.116,12869.5,10171.218249999996,12927.616,-2756.3977500000037,None,FI,2026-04-23
2026-01-28 05:00:00+00:00,1687.7,1079.35,285.135,3.3148500000000003,588.2275,1995.6000000000001,4233.65,431.2225,87.24,0.0,73.50425,26.742250000000002,10491.68635,35.15975,0.0,13165.5,10526.8461,13165.5,-2638.6538999999993,None,FI,2026-04-23
2026-01-28 06:00:00+00:00,1629.825,1063.175,285.35,3.9834,601.5025,2180.525,4232.125,442.35,90.51425,0.0,72.1975,31.24175,10632.7894,86.88974999999999,0.0,13259.75,10719.67915,13259.75,-2540.07085,None,FI,2026-04-23
2026-01-28 07:00:00+00:00,1634.275,1056.8,284.3675,5.338275,603.2,2245.5,4232.725,434.1675,93.33000000000001,17.927999999999997,75.05000000000001,47.216499999999996,10729.897775,19.369749999999996,0.0,13400.75,10749.267525,13400.75,-2651.4824750000007,None,FI,2026-04-23
2026-01-28 08:00:00+00:00,1645.575,1038.95,285.7875,6.031675,612.23,2226.05,4234.325,408.675,92.06425,79.71225,74.921,63.733000000000004,10768.054675000001,22.05125,0.0,13414.5,10790.105925000002,13414.5,-2624.3940749999983,None,FI,2026-04-23
2026-01-28 09:00:00+00:00,1640.25,1035.55,286.72749999999996,4.789175,610.7775,2102.875,4235.225,411.1475,92.10075,116.415,74.2,85.767,10695.824425,1.8221500000000006,0.0,13384.5,10697.646575,13384.5,-2686.8534249999993,None,FI,2026-04-23
2026-01-28 10:00:00+00:00,1691.2,1034.725,286.4975,5.2,601.1949999999999,2069.15,4232.1,427.17,92.2535,135.235,74.2,113.68825,10762.614250000002,0.0,13.227249999999998,13367.25,10762.614250000002,13380.47725,-2617.8629999999976,None,FI,2026-04-23
2026-01-28 11:00:00+00:00,1681.5,1037.625,287.4075,5.2,606.47,2015.575,4232.35,425.695,92.32075,117.8875,74.00325000000001,152.305,10728.339000000002,0.0,19.100500000000004,13309.0,10728.339000000002,13328.1005,-2599.7614999999987,None,FI,2026-04-23
2026-01-28 12:00:00+00:00,1628.975,1038.175,286.1875,2.701,602.1475,1993.15,4234.075,418.6775,93.3,76.8605,75.6725,151.08249999999998,10601.004,0.0,25.7705,13180.0,10601.004,13205.7705,-2604.7664999999997,None,FI,2026-04-23
2026-01-28 13:00:00+00:00,1666.25,1049.525,285.38,0.4,599.14,1974.0,4235.35,422.4625,93.615,18.2649,75.9,137.115,10557.402399999999,59.749275000000004,0.0,13047.5,10617.151675,13047.5,-2430.348325000001,None,FI,2026-04-23
2026-01-28 14:00:00+00:00,1685.35,1033.525,285.8275,0.4,601.28,1997.275,4235.55,388.9375,95.4,0.15172,74.32275,154.21,10552.229469999998,10.0046,0.0,13173.5,10562.234069999999,13173.5,-2611.2659300000014,None,FI,2026-04-23
2026-01-28 15:00:00+00:00,1709.2250000000001,1051.625,285.6025,0.4,596.1475,2130.275,4234.6,380.225,93.3875,0.1,74.1525,173.2625,10729.002500000002,4.393250000000002,0.0,13452.25,10733.395750000001,13452.25,-2718.8542499999985,None,FI,2026-04-23
2026-01-28 16:00:00+00:00,1700.925,1051.8,286.0325,0.4,584.355,2141.35,4233.05,393.18,93.3,0.1,75.5,168.51749999999998,10728.509999999998,0.0,8.270000000000001,13470.75,10728.509999999998,13479.02,-2750.510000000002,None,FI,2026-04-23
2026-01-28 17:00:00+00:00,1679.1,1051.675,287.09749999999997,0.4,577.29,2096.925,4232.625,427.32500000000005,93.3,0.1,75.5,140.975,10662.3125,0.0,21.629,13510.5,10662.3125,13532.129,-2869.816500000001,None,FI,2026-04-23
2026-01-28 18:00:00+00:00,1662.975,1051.15,280.10249999999996,0.4,562.9625,1995.725,4233.575,409.5525,93.3,0.1,75.5,164.16500000000002,10529.5075,6.91725,0.0,13306.5,10536.42475,13306.5,-2770.07525,None,FI,2026-04-23
2026-01-28 19:00:00+00:00,1646.2,1051.875,253.5575,0.4,554.875,1744.325,4233.625,402.935,84.9405,0.1,75.5,211.2725,10259.6055,0.0,14.522999999999998,12991.25,10259.6055,13005.773,-2746.1674999999996,None,FI,2026-04-23
2026-01-28 20:00:00+00:00,1606.8,1052.65,233.9075,0.4,553.3,1666.975,4233.875,401.9925,73.60175000000001,0.1,75.5,315.805,10214.90675,0.0,37.878249999999994,13057.0,10214.90675,13094.87825,-2879.9714999999997,None,FI,2026-04-23
2026-01-28 21:00:00+00:00,1572.525,1055.325,226.425,0.4,553.7975,1578.9,4233.75,415.8875,68.141,0.1,69.3525,451.7125,10226.316000000003,36.619275,0.0,12762.5,10262.935275000002,12762.5,-2499.5647249999984,None,FI,2026-04-23
2026-01-28 22:00:00+00:00,1523.675,1031.325,189.375,0.4,539.5975,1463.55,4233.025,413.35749999999996,64.1,0.1,57.9835,554.9649999999999,10071.4535,6.69275,0.0,12569.75,10078.14625,12569.75,-2491.60375,None,FI,2026-04-23
