,Biomass,Fossil Gas,Geothermal,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-03-30 23:00:00+00:00,134.0,643.75,0.0,68.0,40.0,0.0,2.75,283.0,1171.5,0.0,0.0,671.5,1171.5,671.5,500.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 00:00:00+00:00,134.5,746.5,0.0,68.0,40.0,0.0,2.5,173.25,1164.75,0.0,0.0,666.0,1164.75,666.0,498.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 01:00:00+00:00,134.5,724.75,0.0,67.0,40.0,0.0,2.0,78.5,1046.75,0.0,0.0,641.0,1046.75,641.0,405.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 02:00:00+00:00,134.5,764.0,0.0,67.0,40.0,0.0,2.75,71.0,1079.25,0.0,0.0,665.25,1079.25,665.25,414.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 03:00:00+00:00,135.0,1206.0,0.0,68.25,40.0,0.0,2.25,75.25,1526.75,0.0,0.0,723.5,1526.75,723.5,803.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 04:00:00+00:00,132.75,1560.25,0.0,71.0,40.0,0.25,2.0,63.0,1869.25,0.0,0.0,784.75,1869.25,784.75,1084.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 05:00:00+00:00,132.25,1558.25,0.0,68.5,40.0,18.75,1.5,28.5,1847.75,0.0,0.0,873.0,1847.75,873.0,974.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 06:00:00+00:00,132.25,1552.75,0.0,63.0,40.0,53.75,0.0,16.5,1858.25,0.0,0.0,894.75,1858.25,894.75,963.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 07:00:00+00:00,124.25,1536.0,0.0,62.5,39.0,111.5,2.5,55.75,1931.5,0.0,0.0,918.75,1931.5,918.75,1012.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 08:00:00+00:00,125.5,1471.25,0.0,71.0,40.5,144.5,2.25,91.75,1946.75,0.0,0.0,950.75,1946.75,950.75,996.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 09:00:00+00:00,125.25,948.25,0.0,71.0,40.0,215.25,2.25,164.75,1566.75,0.0,0.0,882.0,1566.75,882.0,684.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 10:00:00+00:00,133.25,643.25,0.0,62.5,40.0,193.25,2.0,268.75,1343.0,0.0,0.0,880.25,1343.0,880.25,462.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 11:00:00+00:00,134.25,669.75,0.0,66.75,40.0,186.75,2.0,288.25,1387.75,0.0,0.0,982.5,1387.75,982.5,405.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 12:00:00+00:00,135.0,638.5,0.0,68.5,40.0,183.5,3.0,448.25,1516.75,0.0,0.0,1103.75,1516.75,1103.75,413.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 13:00:00+00:00,133.5,605.25,0.0,70.0,40.0,106.75,3.0,400.5,1359.0,0.0,0.0,1046.75,1359.0,1046.75,312.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 14:00:00+00:00,133.75,737.0,0.0,71.0,40.0,122.25,2.5,406.0,1512.5,0.0,0.0,1060.25,1512.5,1060.25,452.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 15:00:00+00:00,134.0,1306.25,0.0,117.5,40.0,45.0,2.25,353.5,1998.5,0.0,0.0,1067.75,1998.5,1067.75,930.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 16:00:00+00:00,125.5,1721.5,0.0,119.5,40.0,11.25,2.25,370.75,2390.75,0.0,0.0,1077.25,2390.75,1077.25,1313.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 17:00:00+00:00,125.25,1811.75,0.0,121.0,40.0,0.0,2.0,360.75,2460.75,0.0,0.0,1094.5,2460.75,1094.5,1366.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 18:00:00+00:00,125.0,1833.0,0.0,90.0,40.0,0.0,1.75,543.75,2633.5,0.0,0.0,1122.25,2633.5,1122.25,1511.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 19:00:00+00:00,133.0,1780.5,0.0,80.25,39.5,0.0,3.0,697.25,2733.5,0.0,0.0,1148.25,2733.5,1148.25,1585.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 20:00:00+00:00,132.5,1692.75,0.0,80.25,39.0,0.0,2.25,625.0,2571.75,0.0,0.0,1062.75,2571.75,1062.75,1509.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 21:00:00+00:00,131.5,1089.0,0.0,84.75,40.25,0.0,2.0,536.5,1884.0,0.0,0.0,875.25,1884.0,875.25,1008.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 22:00:00+00:00,132.75,1116.75,0.0,93.0,40.5,0.0,2.25,424.5,1809.75,0.0,0.0,822.25,1809.75,822.25,987.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-03-31 23:00:00+00:00,133.25,649.75,0.0,86.25,41.0,0.0,3.0,421.75,1335.0,0.0,0.0,685.5,1335.0,685.5,649.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 00:00:00+00:00,133.5,646.25,0.0,86.0,40.75,0.0,3.0,456.5,1366.0,0.0,0.0,657.0,1366.0,657.0,709.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 01:00:00+00:00,134.25,648.25,0.0,79.25,40.0,0.0,3.0,418.0,1322.75,0.0,0.0,566.25,1322.75,566.25,756.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 02:00:00+00:00,133.75,734.25,0.0,75.0,40.0,0.0,2.75,324.75,1310.5,0.0,0.0,539.25,1310.5,539.25,771.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 03:00:00+00:00,130.0,1066.25,0.0,75.5,40.0,0.0,3.0,284.0,1598.75,0.0,0.0,584.5,1598.75,584.5,1014.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 04:00:00+00:00,128.25,1220.75,0.0,82.25,40.0,0.0,2.75,279.25,1753.25,0.0,0.0,750.25,1753.25,750.25,1003.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 05:00:00+00:00,121.0,1558.75,0.0,126.5,40.0,20.5,2.0,292.25,2161.0,0.0,0.0,891.5,2161.0,891.5,1269.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 06:00:00+00:00,122.25,1916.75,0.0,129.0,40.0,67.0,2.25,275.75,2553.0,0.0,0.0,1077.25,2553.0,1077.25,1475.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 07:00:00+00:00,121.25,1535.25,0.0,79.75,40.0,123.75,3.0,294.0,2197.0,0.0,0.0,1040.5,2197.0,1040.5,1156.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 08:00:00+00:00,120.25,1537.75,0.0,76.0,40.25,160.0,2.0,481.0,2417.25,0.0,0.0,1118.0,2417.25,1118.0,1299.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 09:00:00+00:00,121.25,925.25,0.0,74.0,41.0,226.25,2.5,513.0,1903.25,0.0,0.0,1073.5,1903.25,1073.5,829.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 10:00:00+00:00,124.5,771.75,0.0,74.0,40.5,191.5,3.0,464.25,1669.5,0.0,0.0,1024.25,1669.5,1024.25,645.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 11:00:00+00:00,123.0,794.25,0.0,73.75,41.0,190.5,3.0,464.25,1689.75,0.0,0.0,972.25,1689.75,972.25,717.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 12:00:00+00:00,122.25,1087.75,0.0,77.0,40.0,201.75,2.75,467.75,1999.25,0.0,0.0,1009.5,1999.25,1009.5,989.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 13:00:00+00:00,122.5,1353.0,0.0,78.0,40.25,196.25,2.0,359.75,2151.75,0.0,0.0,1067.75,2151.75,1067.75,1084.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 14:00:00+00:00,130.5,1447.5,0.0,83.25,41.0,117.5,2.5,353.0,2175.25,0.0,0.0,1017.25,2175.25,1017.25,1158.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 15:00:00+00:00,133.25,1827.25,0.0,127.25,41.0,83.0,2.25,331.5,2545.5,0.0,0.0,1082.75,2545.5,1082.75,1462.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 16:00:00+00:00,124.5,2228.5,0.0,133.5,40.5,23.25,3.0,284.75,2838.0,0.0,0.0,1112.25,2838.0,1112.25,1725.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 17:00:00+00:00,123.25,2257.5,0.0,136.25,40.0,0.25,3.0,233.0,2793.25,0.0,0.0,1109.75,2793.25,1109.75,1683.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 18:00:00+00:00,123.75,2252.5,0.0,135.75,40.0,0.0,3.0,229.0,2784.0,0.0,0.0,1106.25,2784.0,1106.25,1677.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 19:00:00+00:00,133.75,2249.75,0.0,131.25,40.0,0.0,2.75,230.5,2788.0,0.0,0.0,1045.0,2788.0,1045.0,1743.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 20:00:00+00:00,133.75,1966.25,0.0,123.0,40.0,0.0,2.75,280.75,2546.5,0.0,0.0,919.0,2546.5,919.0,1627.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 21:00:00+00:00,131.5,1634.75,0.0,117.75,40.0,0.0,3.0,274.5,2201.5,0.0,0.0,791.25,2201.5,791.25,1410.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 22:00:00+00:00,131.5,1528.75,0.0,79.75,40.0,0.0,3.0,263.75,2046.75,0.0,0.0,759.0,2046.75,759.0,1287.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-01 23:00:00+00:00,133.0,1530.0,0.0,85.0,40.0,0.0,2.0,201.75,1991.75,0.0,0.0,731.25,1991.75,731.25,1260.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 00:00:00+00:00,132.25,1271.75,0.0,86.5,40.0,0.0,3.25,180.5,1714.25,0.0,0.0,684.0,1714.25,684.0,1030.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 01:00:00+00:00,132.0,1153.75,0.0,84.75,40.0,0.0,3.25,168.0,1581.75,0.0,0.0,654.5,1581.75,654.5,927.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 02:00:00+00:00,132.5,1145.25,0.0,82.0,40.0,0.0,3.5,87.5,1490.75,0.0,0.0,636.0,1490.75,636.0,854.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 03:00:00+00:00,132.75,1371.5,0.0,79.75,40.0,0.0,3.75,99.75,1727.5,0.0,0.0,683.25,1727.5,683.25,1044.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 04:00:00+00:00,123.25,1526.5,0.0,76.0,40.0,0.0,3.25,194.5,1963.5,0.0,0.0,792.75,1963.5,792.75,1170.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 05:00:00+00:00,120.5,1217.0,0.0,122.0,40.0,14.0,2.75,303.75,1820.0,0.0,0.0,880.25,1820.0,880.25,939.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 06:00:00+00:00,127.5,1255.25,0.0,102.25,40.0,36.0,2.75,362.0,1925.75,0.0,0.0,1102.0,1925.75,1102.0,823.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 07:00:00+00:00,122.25,1421.75,0.0,78.25,40.0,63.25,2.5,417.0,2145.0,0.0,0.0,1248.25,2145.0,1248.25,896.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 08:00:00+00:00,122.5,1013.5,0.0,78.5,40.0,83.0,2.25,441.75,1781.5,0.0,0.0,1250.75,1781.5,1250.75,530.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 09:00:00+00:00,122.25,1329.0,0.0,79.25,40.0,99.75,3.0,405.75,2079.0,0.0,0.0,1314.0,2079.0,1314.0,765.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 10:00:00+00:00,121.0,1418.5,0.0,77.75,40.0,105.0,3.0,378.75,2144.0,0.0,0.0,1240.0,2144.0,1240.0,904.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 11:00:00+00:00,122.75,1350.25,0.0,78.5,40.0,112.25,2.75,428.25,2134.75,0.0,0.0,1238.5,2134.75,1238.5,896.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 12:00:00+00:00,129.5,1231.5,0.0,85.25,40.0,112.75,3.0,541.25,2143.25,0.0,0.0,1333.5,2143.25,1333.5,809.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 13:00:00+00:00,130.5,1037.0,0.0,88.5,40.0,110.5,3.0,584.0,1993.5,0.0,0.0,1274.5,1993.5,1274.5,719.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 14:00:00+00:00,130.75,953.75,0.0,89.25,40.0,80.5,2.75,521.25,1818.25,0.0,0.0,1131.75,1818.25,1131.75,686.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 15:00:00+00:00,132.75,1277.5,0.0,111.0,40.0,46.25,2.5,445.5,2055.5,0.0,0.0,1134.75,2055.5,1134.75,920.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 16:00:00+00:00,123.25,1807.0,0.0,123.5,40.0,13.0,3.0,382.0,2491.75,0.0,0.0,1196.5,2491.75,1196.5,1295.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 17:00:00+00:00,124.75,1675.5,0.0,132.25,40.5,0.25,2.25,355.0,2330.5,0.0,0.0,1202.25,2330.5,1202.25,1128.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 18:00:00+00:00,123.75,1823.5,0.0,135.75,41.0,0.0,2.75,282.75,2409.5,0.0,0.0,1240.5,2409.5,1240.5,1169.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 19:00:00+00:00,133.0,1918.75,0.0,93.75,40.5,0.0,3.0,258.25,2447.25,0.0,0.0,1173.5,2447.25,1173.5,1273.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 20:00:00+00:00,132.0,1733.5,0.0,90.25,40.0,0.0,3.0,327.75,2326.5,0.0,0.0,992.5,2326.5,992.5,1334.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 21:00:00+00:00,132.0,1539.0,0.0,88.75,40.0,0.0,3.0,344.5,2147.25,0.0,0.0,918.25,2147.25,918.25,1229.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 22:00:00+00:00,131.75,1538.25,0.0,89.0,40.0,0.0,3.25,387.5,2189.75,0.0,0.0,946.0,2189.75,946.0,1243.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-02 23:00:00+00:00,130.75,1541.5,0.0,87.5,40.0,0.0,3.0,394.25,2197.0,0.0,0.0,936.0,2197.0,936.0,1261.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 00:00:00+00:00,131.75,1461.25,0.0,86.5,40.0,0.0,3.0,351.0,2073.5,0.0,0.0,897.25,2073.5,897.25,1176.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 01:00:00+00:00,132.25,1479.5,0.0,85.5,40.0,0.0,3.0,350.75,2091.0,0.0,0.0,886.25,2091.0,886.25,1204.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 02:00:00+00:00,132.5,1420.5,0.0,83.75,40.75,0.0,3.0,321.5,2002.0,0.0,0.0,832.75,2002.0,832.75,1169.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 03:00:00+00:00,132.0,1824.75,0.0,83.25,40.0,0.0,3.0,325.75,2408.75,0.0,0.0,893.25,2408.75,893.25,1515.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 04:00:00+00:00,130.0,1588.25,0.0,83.5,40.0,0.5,4.0,320.0,2166.25,0.0,0.0,875.0,2166.25,875.0,1291.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 05:00:00+00:00,126.75,1766.5,0.0,116.0,40.0,31.0,3.0,251.25,2334.5,0.0,0.0,991.0,2334.5,991.0,1343.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 06:00:00+00:00,123.25,1904.75,0.0,105.0,40.0,114.25,3.0,213.5,2503.75,0.0,0.0,1121.0,2503.75,1121.0,1382.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 07:00:00+00:00,122.0,750.5,0.0,85.25,40.0,235.0,3.0,180.5,1416.25,0.0,0.0,881.25,1416.25,881.25,535.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 08:00:00+00:00,122.25,109.75,0.0,73.0,40.0,290.0,3.25,164.25,802.5,0.0,0.0,756.5,802.5,756.5,46.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 09:00:00+00:00,122.0,0.0,0.0,71.0,40.5,317.25,3.0,160.75,714.5,0.0,0.0,730.0,714.5,730.0,-15.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 10:00:00+00:00,122.25,0.0,0.0,72.5,41.0,309.5,3.0,173.25,721.5,0.0,0.0,692.0,721.5,692.0,29.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 11:00:00+00:00,123.5,0.0,0.0,72.25,41.0,229.25,3.0,125.25,594.25,0.0,0.0,599.75,594.25,599.75,-5.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 12:00:00+00:00,122.0,0.0,0.0,72.5,41.0,229.75,2.75,78.75,546.75,0.0,0.0,607.75,546.75,607.75,-61.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 13:00:00+00:00,123.0,3.0,0.0,73.0,41.0,172.5,3.0,78.0,493.5,0.0,0.0,551.5,493.5,551.5,-58.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 14:00:00+00:00,128.75,121.25,0.0,69.0,41.0,117.75,3.0,86.25,567.0,0.0,0.0,589.5,567.0,589.5,-22.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 15:00:00+00:00,131.5,603.75,0.0,75.75,41.0,71.25,3.0,120.5,1046.75,0.0,0.0,729.75,1046.75,729.75,317.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 16:00:00+00:00,123.5,1464.0,0.0,108.25,41.0,22.25,3.0,164.5,1926.5,0.0,0.0,915.75,1926.5,915.75,1010.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 17:00:00+00:00,122.75,1903.0,0.0,129.75,41.0,0.25,2.75,175.75,2375.25,0.0,0.0,1066.5,2375.25,1066.5,1308.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 18:00:00+00:00,122.75,1918.25,0.0,130.25,41.0,0.0,3.0,189.5,2404.75,0.0,0.0,1074.5,2404.75,1074.5,1330.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 19:00:00+00:00,133.25,1915.5,0.0,100.25,41.5,0.0,2.5,222.75,2415.75,0.0,0.0,1041.0,2415.75,1041.0,1374.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 20:00:00+00:00,132.75,1457.25,0.0,84.75,41.75,0.0,2.75,245.75,1965.0,0.0,0.0,840.25,1965.0,840.25,1124.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 21:00:00+00:00,131.25,1120.25,0.0,85.0,42.0,0.0,3.0,302.5,1684.0,0.0,0.0,746.25,1684.0,746.25,937.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 22:00:00+00:00,131.75,804.25,0.0,87.0,41.75,0.0,3.0,309.75,1377.5,0.0,0.0,733.0,1377.5,733.0,644.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-03 23:00:00+00:00,132.0,783.75,0.0,82.5,41.0,0.0,2.25,293.5,1335.0,0.0,0.0,763.25,1335.0,763.25,571.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 00:00:00+00:00,133.25,602.75,0.0,82.0,41.0,0.0,2.75,324.0,1185.75,0.0,0.0,741.5,1185.75,741.5,444.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 01:00:00+00:00,133.25,683.0,0.0,82.0,41.0,0.0,2.0,317.25,1258.5,0.0,0.0,731.25,1258.5,731.25,527.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 02:00:00+00:00,133.25,789.5,0.0,81.0,41.0,0.0,2.0,320.75,1367.5,0.0,0.0,767.25,1367.5,767.25,600.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 03:00:00+00:00,131.5,978.25,0.0,81.0,41.0,0.0,2.0,340.0,1573.75,0.0,0.0,827.75,1573.75,827.75,746.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 04:00:00+00:00,127.75,962.5,0.0,83.75,41.0,0.5,5.75,341.25,1562.5,0.0,0.0,745.0,1562.5,745.0,817.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 05:00:00+00:00,122.25,1177.0,0.0,82.5,41.0,36.75,6.75,302.25,1768.5,0.0,0.0,871.25,1768.5,871.25,897.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 06:00:00+00:00,123.5,1117.75,0.0,76.25,41.0,144.5,6.75,269.0,1778.75,0.0,0.0,976.5,1778.75,976.5,802.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 07:00:00+00:00,122.25,456.5,0.0,71.75,41.0,251.5,6.25,318.5,1267.75,0.0,0.0,816.5,1267.75,816.5,451.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 08:00:00+00:00,121.75,22.0,0.0,66.0,41.0,319.75,7.75,350.0,928.25,0.0,0.0,767.5,928.25,767.5,160.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 09:00:00+00:00,121.25,0.0,0.0,63.75,41.0,387.75,8.0,369.25,991.0,0.0,0.0,784.25,991.0,784.25,206.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 10:00:00+00:00,124.75,0.0,0.0,62.0,41.5,407.25,8.0,245.5,889.0,0.0,0.0,683.0,889.0,683.0,206.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 11:00:00+00:00,123.75,0.0,0.0,65.0,41.0,407.5,7.75,181.75,826.75,0.0,0.0,621.75,826.75,621.75,205.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 12:00:00+00:00,125.5,0.0,0.0,65.75,41.75,358.0,7.5,390.25,988.75,0.0,0.0,729.25,988.75,729.25,259.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 13:00:00+00:00,124.25,8.0,0.0,64.5,41.25,275.25,8.0,464.5,985.75,0.0,0.0,731.25,985.75,731.25,254.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 14:00:00+00:00,130.75,179.5,0.0,64.5,41.0,181.75,8.0,461.0,1066.5,0.0,0.0,795.25,1066.5,795.25,271.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 15:00:00+00:00,133.25,671.0,0.0,75.0,41.0,115.75,8.25,447.25,1491.5,0.0,0.0,930.5,1491.5,930.5,561.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 16:00:00+00:00,123.5,1340.75,0.0,78.75,41.0,26.5,8.5,431.0,2050.0,0.0,0.0,918.75,2050.0,918.75,1131.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 17:00:00+00:00,123.75,2088.75,0.0,122.0,41.0,0.5,8.5,400.5,2785.0,0.0,0.0,1059.25,2785.0,1059.25,1725.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 18:00:00+00:00,123.5,2277.5,0.0,121.25,41.0,0.0,8.0,360.75,2932.0,0.0,0.0,1109.5,2932.0,1109.5,1822.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 19:00:00+00:00,133.25,2292.25,0.0,120.25,41.0,0.0,8.5,402.0,2997.25,0.0,0.0,1078.25,2997.25,1078.25,1919.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 20:00:00+00:00,133.0,2302.75,0.0,75.25,42.0,0.0,9.0,417.25,2979.25,0.0,0.0,987.25,2979.25,987.25,1992.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 21:00:00+00:00,131.25,2226.75,0.0,75.0,41.25,0.0,9.0,387.5,2870.75,0.0,0.0,897.75,2870.75,897.75,1973.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 22:00:00+00:00,132.0,993.25,0.0,75.0,41.0,0.0,9.0,338.0,1588.25,0.0,0.0,680.0,1588.25,680.0,908.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-04 23:00:00+00:00,132.5,788.0,0.0,70.75,41.0,0.0,9.0,331.0,1372.25,0.0,0.0,607.0,1372.25,607.0,765.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 00:00:00+00:00,133.25,787.5,0.0,71.25,41.0,0.0,8.25,319.0,1360.25,0.0,0.0,601.75,1360.25,601.75,758.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 01:00:00+00:00,133.0,788.0,0.0,72.0,41.0,0.0,8.75,340.0,1382.75,0.0,0.0,634.75,1382.75,634.75,748.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 02:00:00+00:00,133.0,785.5,0.0,73.0,41.0,0.0,8.5,348.75,1389.75,0.0,0.0,599.0,1389.75,599.0,790.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 03:00:00+00:00,128.25,891.75,0.0,77.0,41.0,0.0,8.0,354.5,1500.5,0.0,0.0,649.0,1500.5,649.0,851.5,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 04:00:00+00:00,127.75,1198.75,0.0,77.0,41.0,0.75,8.0,363.75,1817.0,0.0,0.0,795.0,1817.0,795.0,1022.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 05:00:00+00:00,122.5,1199.25,0.0,80.75,41.0,47.5,8.75,346.5,1846.25,0.0,0.0,902.5,1846.25,902.5,943.75,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 06:00:00+00:00,117.5,1063.25,0.0,78.25,41.0,167.75,8.0,289.25,1765.0,0.0,0.0,955.75,1765.0,955.75,809.25,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 07:00:00+00:00,112.25,892.0,0.0,74.0,41.0,278.0,7.0,300.5,1704.75,0.0,0.0,959.75,1704.75,959.75,745.0,[Geothermal] ZERO,IT_CALA,2026-04-23
2026-04-05 08:00:00+00:00,111.0,165.75,0.0,62.0,41.0,354.0,8.0,311.75,1053.5,0.0,0.0,812.0,1053.5,812.0,241.5,[Geothermal] ZERO,IT_CALA,2026-04-23
