,DK_2_DE_LU,DE_LU_DK_2,DK_2_DK_1,DK_1_DK_2,DK_2_SE_4,SE_4_DK_2,DK_2_DE_LU_net_export,DK_2_DK_1_net_export,DK_2_SE_4_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 18:00:00+00:00,0.0,729.025,600.0,0.0,0.0,250.25,-729.025,600.0,-250.25,-379.275,None,DK_2,2026-04-23
2026-01-01 19:00:00+00:00,0.0,739.25,540.0,0.0,0.0,147.5,-739.25,540.0,-147.5,-346.75,None,DK_2,2026-04-23
2026-01-01 20:00:00+00:00,0.0,741.25,550.0,0.0,0.0,132.75,-741.25,550.0,-132.75,-324.0,None,DK_2,2026-04-23
2026-01-01 21:00:00+00:00,0.0,743.5,600.0,0.0,0.0,206.0,-743.5,600.0,-206.0,-349.5,None,DK_2,2026-04-23
2026-01-01 22:00:00+00:00,0.0,742.75,600.0,0.0,0.0,223.5,-742.75,600.0,-223.5,-366.25,None,DK_2,2026-04-23
2026-01-01 23:00:00+00:00,0.0,737.75,600.0,0.0,0.0,17.25,-737.75,600.0,-17.25,-155.0,None,DK_2,2026-04-23
2026-01-02 00:00:00+00:00,0.0,752.5,600.0,0.0,55.5,0.0,-752.5,600.0,55.5,-97.0,None,DK_2,2026-04-23
2026-01-02 01:00:00+00:00,0.0,772.0,600.0,0.0,50.0,0.0,-772.0,600.0,50.0,-122.0,None,DK_2,2026-04-23
2026-01-02 02:00:00+00:00,0.0,778.75,600.0,0.0,34.25,0.0,-778.75,600.0,34.25,-144.5,None,DK_2,2026-04-23
2026-01-02 03:00:00+00:00,0.0,761.5,600.0,0.0,26.75,0.0,-761.5,600.0,26.75,-134.75,None,DK_2,2026-04-23
2026-01-02 04:00:00+00:00,0.0,725.625,600.0,0.0,80.25,13.75,-725.625,600.0,66.5,-59.125,None,DK_2,2026-04-23
2026-01-02 05:00:00+00:00,5.075,405.85,600.0,0.0,15.75,393.5,-400.77500000000003,600.0,-377.75,-178.52500000000003,None,DK_2,2026-04-23
2026-01-02 06:00:00+00:00,302.45,0.0,600.0,0.0,0.0,1141.25,302.45,600.0,-1141.25,-238.79999999999995,None,DK_2,2026-04-23
2026-01-02 07:00:00+00:00,278.05,0.0,585.0,0.0,0.0,1152.0,278.05,585.0,-1152.0,-288.95000000000005,None,DK_2,2026-04-23
2026-01-02 08:00:00+00:00,190.675,0.0,585.0,0.0,0.0,1152.0,190.675,585.0,-1152.0,-376.32500000000005,None,DK_2,2026-04-23
2026-01-02 09:00:00+00:00,0.0,25.125,589.0,0.0,0.0,1021.0,-25.125,589.0,-1021.0,-457.125,None,DK_2,2026-04-23
2026-01-02 10:00:00+00:00,96.8,9.275,589.0,0.0,0.0,1107.25,87.52499999999999,589.0,-1107.25,-430.725,None,DK_2,2026-04-23
2026-01-02 11:00:00+00:00,200.825,0.0,589.0,0.0,0.0,1152.0,200.825,589.0,-1152.0,-362.17499999999995,None,DK_2,2026-04-23
2026-01-02 12:00:00+00:00,345.475,0.0,589.0,0.0,0.0,1152.0,345.475,589.0,-1152.0,-217.52499999999998,None,DK_2,2026-04-23
2026-01-02 13:00:00+00:00,315.575,0.0,593.75,0.0,0.0,1152.0,315.575,593.75,-1152.0,-242.67499999999995,None,DK_2,2026-04-23
2026-01-02 14:00:00+00:00,666.925,0.0,500.75,0.0,0.0,1279.0,666.925,500.75,-1279.0,-111.32500000000005,None,DK_2,2026-04-23
2026-01-02 15:00:00+00:00,666.4,0.0,412.5,0.0,0.0,1230.5,666.4,412.5,-1230.5,-151.5999999999999,None,DK_2,2026-04-23
2026-01-02 16:00:00+00:00,689.75,0.0,368.25,0.0,0.0,1282.0,689.75,368.25,-1282.0,-224.0,None,DK_2,2026-04-23
2026-01-02 17:00:00+00:00,701.5,0.0,326.5,0.0,0.0,1247.0,701.5,326.5,-1247.0,-219.0,None,DK_2,2026-04-23
2026-01-02 18:00:00+00:00,709.5,0.0,379.75,0.0,0.0,1177.25,709.5,379.75,-1177.25,-88.0,None,DK_2,2026-04-23
2026-01-02 19:00:00+00:00,709.0,0.0,593.75,0.0,0.0,1253.25,709.0,593.75,-1253.25,49.5,None,DK_2,2026-04-23
2026-01-02 20:00:00+00:00,695.75,0.0,594.0,0.0,0.0,1246.5,695.75,594.0,-1246.5,43.25,None,DK_2,2026-04-23
2026-01-02 21:00:00+00:00,687.75,0.0,588.75,0.0,0.0,1148.5,687.75,588.75,-1148.5,128.0,None,DK_2,2026-04-23
2026-01-02 22:00:00+00:00,688.75,0.0,600.0,0.0,0.0,1152.0,688.75,600.0,-1152.0,136.75,None,DK_2,2026-04-23
2026-01-02 23:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1275.25,663.0,600.0,-1275.25,-12.25,None,DK_2,2026-04-23
2026-01-03 00:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1150.5,663.0,600.0,-1150.5,112.5,None,DK_2,2026-04-23
2026-01-03 01:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1148.0,663.0,600.0,-1148.0,115.0,None,DK_2,2026-04-23
2026-01-03 02:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1151.75,663.0,600.0,-1151.75,111.25,None,DK_2,2026-04-23
2026-01-03 03:00:00+00:00,663.0,0.0,598.5,0.0,0.0,1152.0,663.0,598.5,-1152.0,109.5,None,DK_2,2026-04-23
2026-01-03 04:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1221.5,663.0,600.0,-1221.5,41.5,None,DK_2,2026-04-23
2026-01-03 05:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1232.0,663.0,600.0,-1232.0,31.0,None,DK_2,2026-04-23
2026-01-03 06:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1248.75,663.0,600.0,-1248.75,14.25,None,DK_2,2026-04-23
2026-01-03 07:00:00+00:00,663.0,0.0,597.75,0.0,0.0,1263.25,663.0,597.75,-1263.25,-2.5,None,DK_2,2026-04-23
2026-01-03 08:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1241.0,663.0,600.0,-1241.0,22.0,None,DK_2,2026-04-23
2026-01-03 09:00:00+00:00,663.0,0.0,600.0,0.0,0.0,1252.0,663.0,600.0,-1252.0,11.0,None,DK_2,2026-04-23
2026-01-03 10:00:00+00:00,663.0,0.0,588.0,0.0,0.0,1282.0,663.0,588.0,-1282.0,-31.0,None,DK_2,2026-04-23
2026-01-03 11:00:00+00:00,664.75,0.0,541.25,0.0,0.0,1282.0,664.75,541.25,-1282.0,-76.0,None,DK_2,2026-04-23
2026-01-03 12:00:00+00:00,671.25,0.0,470.0,0.0,0.0,1282.0,671.25,470.0,-1282.0,-140.75,None,DK_2,2026-04-23
2026-01-03 13:00:00+00:00,682.75,0.0,314.0,0.0,0.0,1282.0,682.75,314.0,-1282.0,-285.25,None,DK_2,2026-04-23
2026-01-03 14:00:00+00:00,695.25,0.0,195.25,0.0,0.0,1282.0,695.25,195.25,-1282.0,-391.5,None,DK_2,2026-04-23
2026-01-03 15:00:00+00:00,646.3,0.0,3.5,0.0,0.0,1282.0,646.3,3.5,-1282.0,-632.2,None,DK_2,2026-04-23
2026-01-03 16:00:00+00:00,489.85,0.0,0.0,0.0,0.0,1282.0,489.85,0.0,-1282.0,-792.15,None,DK_2,2026-04-23
2026-01-03 17:00:00+00:00,524.625,0.0,0.0,0.0,0.0,1282.0,524.625,0.0,-1282.0,-757.375,None,DK_2,2026-04-23
2026-01-03 18:00:00+00:00,489.875,0.0,0.0,0.0,0.0,1185.0,489.875,0.0,-1185.0,-695.125,None,DK_2,2026-04-23
2026-01-03 19:00:00+00:00,594.7,0.0,0.0,0.0,0.0,1282.0,594.7,0.0,-1282.0,-687.3,None,DK_2,2026-04-23
2026-01-03 20:00:00+00:00,638.35,0.0,0.0,0.0,0.0,1282.0,638.35,0.0,-1282.0,-643.65,None,DK_2,2026-04-23
2026-01-03 21:00:00+00:00,790.35,0.0,0.0,42.25,0.0,1282.0,790.35,-42.25,-1282.0,-533.9,None,DK_2,2026-04-23
2026-01-03 22:00:00+00:00,823.6,0.0,16.25,0.0,0.0,1282.0,823.6,16.25,-1282.0,-442.15,None,DK_2,2026-04-23
2026-01-03 23:00:00+00:00,844.5,0.0,69.0,0.0,0.0,1282.0,844.5,69.0,-1282.0,-368.5,None,DK_2,2026-04-23
2026-01-04 00:00:00+00:00,793.0,0.0,240.0,0.0,0.0,1282.0,793.0,240.0,-1282.0,-249.0,None,DK_2,2026-04-23
2026-01-04 01:00:00+00:00,770.5,0.0,400.25,0.0,0.0,1282.0,770.5,400.25,-1282.0,-111.25,None,DK_2,2026-04-23
2026-01-04 02:00:00+00:00,748.25,0.0,562.5,0.0,0.0,1272.5,748.25,562.5,-1272.5,38.25,None,DK_2,2026-04-23
2026-01-04 03:00:00+00:00,722.75,0.0,600.0,0.0,0.0,1128.25,722.75,600.0,-1128.25,194.5,None,DK_2,2026-04-23
2026-01-04 04:00:00+00:00,699.5,0.0,600.0,0.0,0.0,1007.75,699.5,600.0,-1007.75,291.75,None,DK_2,2026-04-23
2026-01-04 05:00:00+00:00,585.0,0.0,600.0,0.0,0.0,912.5,585.0,600.0,-912.5,272.5,None,DK_2,2026-04-23
2026-01-04 06:00:00+00:00,585.0,0.0,600.0,0.0,0.0,1034.5,585.0,600.0,-1034.5,150.5,None,DK_2,2026-04-23
2026-01-04 07:00:00+00:00,585.0,0.0,600.0,0.0,0.0,1188.25,585.0,600.0,-1188.25,-3.25,None,DK_2,2026-04-23
2026-01-04 08:00:00+00:00,577.425,0.0,597.0,0.0,0.0,1274.0,577.425,597.0,-1274.0,-99.57500000000005,None,DK_2,2026-04-23
2026-01-04 09:00:00+00:00,187.45,30.825,525.0,0.0,0.0,824.5,156.625,525.0,-824.5,-142.875,None,DK_2,2026-04-23
2026-01-04 10:00:00+00:00,0.0,44.875,242.0,0.0,0.0,378.25,-44.875,242.0,-378.25,-181.125,None,DK_2,2026-04-23
2026-01-04 11:00:00+00:00,0.0,58.9,253.0,0.0,0.0,392.75,-58.9,253.0,-392.75,-198.65,None,DK_2,2026-04-23
2026-01-04 12:00:00+00:00,0.0,650.675,0.0,0.0,365.5,0.0,-650.675,0.0,365.5,-285.17499999999995,None,DK_2,2026-04-23
2026-01-04 13:00:00+00:00,0.0,570.425,47.0,43.75,189.75,19.5,-570.425,3.25,170.25,-396.92499999999995,None,DK_2,2026-04-23
2026-01-04 14:00:00+00:00,0.0,597.7750000000001,10.0,39.25,116.75,38.0,-597.7750000000001,-29.25,78.75,-548.2750000000001,None,DK_2,2026-04-23
2026-01-04 15:00:00+00:00,0.0,848.25,0.0,165.5,277.25,0.0,-848.25,-165.5,277.25,-736.5,None,DK_2,2026-04-23
2026-01-04 16:00:00+00:00,0.0,789.025,0.0,0.0,0.0,114.25,-789.025,0.0,-114.25,-903.275,None,DK_2,2026-04-23
2026-01-04 17:00:00+00:00,0.0,299.825,42.75,0.0,0.0,688.75,-299.825,42.75,-688.75,-945.825,None,DK_2,2026-04-23
2026-01-04 18:00:00+00:00,0.0,99.8,23.75,0.0,0.0,850.75,-99.8,23.75,-850.75,-926.8,None,DK_2,2026-04-23
2026-01-04 19:00:00+00:00,0.0,2.35,145.75,0.0,0.0,1031.0,-2.35,145.75,-1031.0,-887.6,None,DK_2,2026-04-23
2026-01-04 20:00:00+00:00,2.225,0.0,63.0,0.0,0.0,981.25,2.225,63.0,-981.25,-916.025,None,DK_2,2026-04-23
2026-01-04 21:00:00+00:00,338.075,0.0,46.75,0.0,0.0,1268.5,338.075,46.75,-1268.5,-883.675,None,DK_2,2026-04-23
2026-01-04 22:00:00+00:00,132.15,0.0,224.0,0.0,0.0,1263.25,132.15,224.0,-1263.25,-907.1,None,DK_2,2026-04-23
2026-01-04 23:00:00+00:00,0.0,0.0,365.25,0.0,0.0,1282.0,0.0,365.25,-1282.0,-916.75,None,DK_2,2026-04-23
2026-01-05 00:00:00+00:00,0.0,0.0,318.5,0.0,0.0,1282.0,0.0,318.5,-1282.0,-963.5,None,DK_2,2026-04-23
2026-01-05 01:00:00+00:00,102.975,0.0,252.0,0.0,0.0,1282.0,102.975,252.0,-1282.0,-927.025,None,DK_2,2026-04-23
2026-01-05 02:00:00+00:00,410.475,0.0,18.25,0.0,0.0,1282.0,410.475,18.25,-1282.0,-853.275,None,DK_2,2026-04-23
2026-01-05 03:00:00+00:00,400.35,0.0,0.0,0.0,0.0,1148.75,400.35,0.0,-1148.75,-748.4,None,DK_2,2026-04-23
2026-01-05 04:00:00+00:00,309.8,0.0,0.0,0.0,0.0,1036.75,309.8,0.0,-1036.75,-726.95,None,DK_2,2026-04-23
2026-01-05 05:00:00+00:00,369.075,0.0,0.0,267.25,0.0,1009.75,369.075,-267.25,-1009.75,-907.925,None,DK_2,2026-04-23
2026-01-05 06:00:00+00:00,0.0,427.475,0.0,457.5,5.5,278.5,-427.475,-457.5,-273.0,-1157.975,None,DK_2,2026-04-23
2026-01-05 07:00:00+00:00,0.0,913.925,0.0,442.75,40.5,32.5,-913.925,-442.75,8.0,-1348.675,None,DK_2,2026-04-23
2026-01-05 08:00:00+00:00,0.0,1000.0,0.0,451.75,45.75,8.0,-1000.0,-451.75,37.75,-1414.0,None,DK_2,2026-04-23
2026-01-05 09:00:00+00:00,0.0,1000.0,0.0,457.0,41.0,0.0,-1000.0,-457.0,41.0,-1416.0,None,DK_2,2026-04-23
2026-01-05 10:00:00+00:00,0.0,1000.0,0.0,464.25,164.75,0.0,-1000.0,-464.25,164.75,-1299.5,None,DK_2,2026-04-23
2026-01-05 11:00:00+00:00,0.0,1000.0,0.0,439.75,149.0,0.0,-1000.0,-439.75,149.0,-1290.75,None,DK_2,2026-04-23
2026-01-05 12:00:00+00:00,0.0,1000.0,0.0,459.0,200.5,0.0,-1000.0,-459.0,200.5,-1258.5,None,DK_2,2026-04-23
2026-01-05 13:00:00+00:00,0.0,1000.0,0.0,498.0,394.75,0.0,-1000.0,-498.0,394.75,-1103.25,None,DK_2,2026-04-23
2026-01-05 14:00:00+00:00,0.0,1000.0,0.0,492.5,429.0,0.0,-1000.0,-492.5,429.0,-1063.5,None,DK_2,2026-04-23
2026-01-05 15:00:00+00:00,0.0,1000.0,0.0,358.25,221.0,0.0,-1000.0,-358.25,221.0,-1137.25,None,DK_2,2026-04-23
2026-01-05 16:00:00+00:00,0.0,1000.0,0.0,324.5,17.5,0.0,-1000.0,-324.5,17.5,-1307.0,None,DK_2,2026-04-23
2026-01-05 17:00:00+00:00,0.0,1000.0,0.0,441.75,237.0,0.0,-1000.0,-441.75,237.0,-1204.75,None,DK_2,2026-04-23
2026-01-05 18:00:00+00:00,0.0,1000.0,0.0,466.75,292.75,0.0,-1000.0,-466.75,292.75,-1174.0,None,DK_2,2026-04-23
2026-01-05 19:00:00+00:00,0.0,1000.0,0.0,437.5,352.75,0.0,-1000.0,-437.5,352.75,-1084.75,None,DK_2,2026-04-23
2026-01-05 20:00:00+00:00,0.0,997.15,0.0,368.25,463.75,0.0,-997.15,-368.25,463.75,-901.6500000000001,None,DK_2,2026-04-23
2026-01-05 21:00:00+00:00,0.0,541.825,0.0,462.5,252.75,0.0,-541.825,-462.5,252.75,-751.575,None,DK_2,2026-04-23
2026-01-05 22:00:00+00:00,0.0,766.45,34.75,268.75,306.0,0.0,-766.45,-234.0,306.0,-694.45,None,DK_2,2026-04-23
2026-01-05 23:00:00+00:00,0.0,301.575,157.75,56.25,0.0,732.5,-301.575,101.5,-732.5,-932.575,None,DK_2,2026-04-23
2026-01-06 00:00:00+00:00,166.1,0.0,0.0,0.0,0.0,1165.0,166.1,0.0,-1165.0,-998.9,None,DK_2,2026-04-23
2026-01-06 01:00:00+00:00,0.0,47.75,100.5,0.0,0.0,1070.0,-47.75,100.5,-1070.0,-1017.25,None,DK_2,2026-04-23
2026-01-06 02:00:00+00:00,0.0,267.475,518.75,0.0,0.0,1272.25,-267.475,518.75,-1272.25,-1020.975,None,DK_2,2026-04-23
2026-01-06 03:00:00+00:00,0.0,295.15,521.75,0.0,0.0,1247.75,-295.15,521.75,-1247.75,-1021.15,None,DK_2,2026-04-23
2026-01-06 04:00:00+00:00,62.85,9.95,57.0,0.0,0.0,1151.75,52.900000000000006,57.0,-1151.75,-1041.85,None,DK_2,2026-04-23
2026-01-06 05:00:00+00:00,60.9,0.0,0.0,118.0,0.0,1144.75,60.9,-118.0,-1144.75,-1201.85,None,DK_2,2026-04-23
2026-01-06 06:00:00+00:00,0.0,585.025,0.0,230.25,0.0,879.75,-585.025,-230.25,-879.75,-1695.025,None,DK_2,2026-04-23
2026-01-06 07:00:00+00:00,0.0,865.2,150.75,0.0,0.0,1113.0,-865.2,150.75,-1113.0,-1827.45,None,DK_2,2026-04-23
2026-01-06 08:00:00+00:00,0.0,756.025,114.25,35.75,0.0,1055.75,-756.025,78.5,-1055.75,-1733.275,None,DK_2,2026-04-23
2026-01-06 09:00:00+00:00,0.0,1000.0,0.0,273.75,0.0,554.75,-1000.0,-273.75,-554.75,-1828.5,None,DK_2,2026-04-23
2026-01-06 10:00:00+00:00,0.0,1000.0,0.0,423.0,0.0,348.25,-1000.0,-423.0,-348.25,-1771.25,None,DK_2,2026-04-23
2026-01-06 11:00:00+00:00,0.0,1000.0,0.0,463.0,0.0,347.0,-1000.0,-463.0,-347.0,-1810.0,None,DK_2,2026-04-23
2026-01-06 12:00:00+00:00,0.0,1000.0,0.0,418.0,0.0,404.5,-1000.0,-418.0,-404.5,-1822.5,None,DK_2,2026-04-23
2026-01-06 13:00:00+00:00,0.0,1000.0,0.0,195.75,0.0,653.25,-1000.0,-195.75,-653.25,-1849.0,None,DK_2,2026-04-23
2026-01-06 14:00:00+00:00,0.0,1000.0,0.0,184.5,0.0,691.25,-1000.0,-184.5,-691.25,-1875.75,None,DK_2,2026-04-23
2026-01-06 15:00:00+00:00,0.0,953.55,277.75,0.0,0.0,1254.75,-953.55,277.75,-1254.75,-1930.55,None,DK_2,2026-04-23
2026-01-06 16:00:00+00:00,0.0,899.275,303.0,0.0,0.0,1282.0,-899.275,303.0,-1282.0,-1878.275,None,DK_2,2026-04-23
2026-01-06 17:00:00+00:00,0.0,919.0,260.0,0.0,0.0,1162.0,-919.0,260.0,-1162.0,-1821.0,None,DK_2,2026-04-23
2026-01-06 18:00:00+00:00,0.0,966.3,274.75,0.0,0.0,1234.5,-966.3,274.75,-1234.5,-1926.05,None,DK_2,2026-04-23
2026-01-06 19:00:00+00:00,0.0,824.925,358.75,0.0,0.0,1282.0,-824.925,358.75,-1282.0,-1748.175,None,DK_2,2026-04-23
2026-01-06 20:00:00+00:00,109.8,173.2,79.75,190.5,0.0,1172.75,-63.39999999999999,-110.75,-1172.75,-1346.9,None,DK_2,2026-04-23
2026-01-06 21:00:00+00:00,62.6,109.225,208.75,49.0,0.0,1185.0,-46.62499999999999,159.75,-1185.0,-1071.875,None,DK_2,2026-04-23
2026-01-06 22:00:00+00:00,44.025,60.275,367.5,0.0,0.0,1282.0,-16.25,367.5,-1282.0,-930.75,None,DK_2,2026-04-23
2026-01-06 23:00:00+00:00,51.025,0.0,567.0,0.0,0.0,1207.0,51.025,567.0,-1207.0,-588.975,None,DK_2,2026-04-23
2026-01-07 00:00:00+00:00,108.075,0.0,493.75,0.0,0.0,1162.0,108.075,493.75,-1162.0,-560.175,None,DK_2,2026-04-23
2026-01-07 01:00:00+00:00,244.575,0.0,553.5,0.0,0.0,1282.0,244.575,553.5,-1282.0,-483.92499999999995,None,DK_2,2026-04-23
2026-01-07 02:00:00+00:00,329.475,0.0,564.0,0.0,0.0,1282.0,329.475,564.0,-1282.0,-388.525,None,DK_2,2026-04-23
2026-01-07 03:00:00+00:00,360.925,0.0,588.25,0.0,0.0,1282.0,360.925,588.25,-1282.0,-332.82500000000005,None,DK_2,2026-04-23
2026-01-07 04:00:00+00:00,448.9,0.0,529.25,0.0,0.0,1282.0,448.9,529.25,-1282.0,-303.85,None,DK_2,2026-04-23
2026-01-07 05:00:00+00:00,208.3,2.15,168.75,70.25,0.0,857.0,206.15,98.5,-857.0,-552.35,None,DK_2,2026-04-23
2026-01-07 06:00:00+00:00,0.0,687.7,0.0,498.75,334.25,0.0,-687.7,-498.75,334.25,-852.2,None,DK_2,2026-04-23
2026-01-07 07:00:00+00:00,0.0,924.75,0.0,238.0,168.0,0.0,-924.75,-238.0,168.0,-994.75,None,DK_2,2026-04-23
2026-01-07 08:00:00+00:00,0.0,858.125,0.0,212.75,78.0,0.0,-858.125,-212.75,78.0,-992.875,None,DK_2,2026-04-23
2026-01-07 09:00:00+00:00,0.0,891.5,0.0,561.0,548.75,0.0,-891.5,-561.0,548.75,-903.75,None,DK_2,2026-04-23
2026-01-07 10:00:00+00:00,0.0,866.75,0.0,561.0,626.0,0.0,-866.75,-561.0,626.0,-801.75,None,DK_2,2026-04-23
2026-01-07 11:00:00+00:00,0.0,850.0,0.0,562.0,669.0,0.0,-850.0,-562.0,669.0,-743.0,None,DK_2,2026-04-23
2026-01-07 12:00:00+00:00,0.0,831.0,0.0,552.0,638.5,0.0,-831.0,-552.0,638.5,-744.5,None,DK_2,2026-04-23
2026-01-07 13:00:00+00:00,0.0,804.8,0.0,561.0,629.5,0.0,-804.8,-561.0,629.5,-736.3,None,DK_2,2026-04-23
2026-01-07 14:00:00+00:00,0.0,711.65,0.0,490.0,582.0,0.0,-711.65,-490.0,582.0,-619.6500000000001,None,DK_2,2026-04-23
2026-01-07 15:00:00+00:00,0.0,612.325,2.5,365.5,346.25,0.0,-612.325,-363.0,346.25,-629.075,None,DK_2,2026-04-23
2026-01-07 16:00:00+00:00,37.525,201.475,0.0,231.25,31.75,158.25,-163.95,-231.25,-126.5,-521.7,None,DK_2,2026-04-23
2026-01-07 17:00:00+00:00,599.825,0.0,26.75,302.75,0.0,736.75,599.825,-276.0,-736.75,-412.92499999999995,None,DK_2,2026-04-23
2026-01-07 18:00:00+00:00,565.625,0.0,429.75,0.0,0.0,1207.5,565.625,429.75,-1207.5,-212.125,None,DK_2,2026-04-23
2026-01-07 19:00:00+00:00,663.0,0.0,555.75,0.0,0.0,1282.0,663.0,555.75,-1282.0,-63.25,None,DK_2,2026-04-23
2026-01-07 20:00:00+00:00,663.0,0.0,564.0,0.0,0.0,1226.25,663.0,564.0,-1226.25,0.75,None,DK_2,2026-04-23
2026-01-07 21:00:00+00:00,663.0,0.0,585.0,0.0,0.0,1117.25,663.0,585.0,-1117.25,130.75,None,DK_2,2026-04-23
2026-01-07 22:00:00+00:00,663.0,0.0,585.5,0.0,0.0,1173.25,663.0,585.5,-1173.25,75.25,None,DK_2,2026-04-23
2026-01-07 23:00:00+00:00,663.0,0.0,590.0,0.0,0.0,1257.5,663.0,590.0,-1257.5,-4.5,None,DK_2,2026-04-23
2026-01-08 00:00:00+00:00,668.0,0.0,594.75,0.0,0.0,1282.0,668.0,594.75,-1282.0,-19.25,None,DK_2,2026-04-23
2026-01-08 01:00:00+00:00,674.5,0.0,572.0,0.0,0.0,1282.0,674.5,572.0,-1282.0,-35.5,None,DK_2,2026-04-23
2026-01-08 02:00:00+00:00,679.625,0.0,600.0,0.0,0.0,1282.0,679.625,600.0,-1282.0,-2.375,None,DK_2,2026-04-23
2026-01-08 03:00:00+00:00,686.75,0.0,572.0,0.0,0.0,1282.0,686.75,572.0,-1282.0,-23.25,None,DK_2,2026-04-23
2026-01-08 04:00:00+00:00,645.975,0.0,584.0,0.0,0.0,1282.0,645.975,584.0,-1282.0,-52.02500000000009,None,DK_2,2026-04-23
2026-01-08 05:00:00+00:00,400.25,0.0,600.0,0.0,0.0,1282.0,400.25,600.0,-1282.0,-281.75,None,DK_2,2026-04-23
2026-01-08 06:00:00+00:00,111.575,0.0,579.75,0.0,0.0,1282.0,111.575,579.75,-1282.0,-590.675,None,DK_2,2026-04-23
2026-01-08 07:00:00+00:00,5.675,14.775,554.0,0.0,0.0,1282.0,-9.100000000000001,554.0,-1282.0,-737.1,None,DK_2,2026-04-23
2026-01-08 08:00:00+00:00,1.1,19.0,582.75,0.0,0.0,1282.0,-17.9,582.75,-1282.0,-717.15,None,DK_2,2026-04-23
2026-01-08 09:00:00+00:00,2.95,4.65,581.75,0.0,0.0,1282.0,-1.7000000000000002,581.75,-1282.0,-701.95,None,DK_2,2026-04-23
2026-01-08 10:00:00+00:00,0.0,29.075,584.0,0.0,0.0,1282.0,-29.075,584.0,-1282.0,-727.075,None,DK_2,2026-04-23
2026-01-08 11:00:00+00:00,0.0,91.55,527.5,0.0,0.0,1152.0,-91.55,527.5,-1152.0,-716.05,None,DK_2,2026-04-23
2026-01-08 12:00:00+00:00,0.0,78.5,497.25,0.0,0.0,1152.0,-78.5,497.25,-1152.0,-733.25,None,DK_2,2026-04-23
