,MK_BG,BG_MK,MK_GR,GR_MK,MK_RS,RS_MK,MK_BG_net_export,MK_GR_net_export,MK_RS_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 14:00:00+00:00,0.0,22.0,0.0,443.0,69.0,161.0,-22.0,-443.0,-92.0,-557.0,None,MK,2026-04-23
2026-01-01 15:00:00+00:00,0.0,30.0,0.0,402.0,65.0,195.0,-30.0,-402.0,-130.0,-562.0,None,MK,2026-04-23
2026-01-01 16:00:00+00:00,0.0,32.0,0.0,405.0,59.0,190.0,-32.0,-405.0,-131.0,-568.0,None,MK,2026-04-23
2026-01-01 17:00:00+00:00,0.0,35.0,0.0,394.0,63.0,201.0,-35.0,-394.0,-138.0,-567.0,None,MK,2026-04-23
2026-01-01 18:00:00+00:00,0.0,39.0,0.0,384.0,60.0,207.0,-39.0,-384.0,-147.0,-570.0,None,MK,2026-04-23
2026-01-01 19:00:00+00:00,0.0,37.0,0.0,411.0,67.0,192.0,-37.0,-411.0,-125.0,-573.0,None,MK,2026-04-23
2026-01-01 20:00:00+00:00,0.0,36.0,0.0,441.0,67.0,198.0,-36.0,-441.0,-131.0,-608.0,None,MK,2026-04-23
2026-01-01 21:00:00+00:00,0.0,36.0,0.0,470.0,67.0,215.0,-36.0,-470.0,-148.0,-654.0,None,MK,2026-04-23
2026-01-01 22:00:00+00:00,0.0,36.0,0.0,448.0,51.0,221.0,-36.0,-448.0,-170.0,-654.0,None,MK,2026-04-23
2026-01-01 23:00:00+00:00,0.0,99.0,80.0,300.0,47.0,417.0,-99.0,-220.0,-370.0,-689.0,None,MK,2026-04-23
2026-01-02 00:00:00+00:00,0.0,108.0,90.0,281.0,47.0,414.0,-108.0,-191.0,-367.0,-666.0,None,MK,2026-04-23
2026-01-02 01:00:00+00:00,0.0,116.0,90.0,202.0,47.0,452.0,-116.0,-112.0,-405.0,-633.0,None,MK,2026-04-23
2026-01-02 02:00:00+00:00,0.0,119.0,90.0,170.0,47.0,410.0,-119.0,-80.0,-363.0,-562.0,None,MK,2026-04-23
2026-01-02 03:00:00+00:00,0.0,104.0,90.0,146.0,44.0,385.0,-104.0,-56.0,-341.0,-501.0,None,MK,2026-04-23
2026-01-02 04:00:00+00:00,0.0,102.0,90.0,137.0,44.0,408.0,-102.0,-47.0,-364.0,-513.0,None,MK,2026-04-23
2026-01-02 05:00:00+00:00,20.0,95.0,0.0,120.0,47.0,229.0,-75.0,-120.0,-182.0,-377.0,None,MK,2026-04-23
2026-01-02 06:00:00+00:00,2.0,118.0,0.0,130.0,47.0,208.0,-116.0,-130.0,-161.0,-407.0,None,MK,2026-04-23
2026-01-02 07:00:00+00:00,9.0,95.0,0.0,354.0,141.0,138.0,-86.0,-354.0,3.0,-437.0,None,MK,2026-04-23
2026-01-02 08:00:00+00:00,23.0,85.0,0.0,397.0,173.0,124.0,-62.0,-397.0,49.0,-410.0,None,MK,2026-04-23
2026-01-02 09:00:00+00:00,36.0,100.0,0.0,439.0,176.0,174.0,-64.0,-439.0,2.0,-501.0,None,MK,2026-04-23
2026-01-02 10:00:00+00:00,35.0,88.0,0.0,433.0,176.0,134.0,-53.0,-433.0,42.0,-444.0,None,MK,2026-04-23
2026-01-02 11:00:00+00:00,34.0,89.0,0.0,425.0,175.0,144.0,-55.0,-425.0,31.0,-449.0,None,MK,2026-04-23
2026-01-02 12:00:00+00:00,10.0,55.0,0.0,418.0,158.0,226.0,-45.0,-418.0,-68.0,-531.0,None,MK,2026-04-23
2026-01-02 13:00:00+00:00,6.0,72.0,0.0,419.0,167.0,245.0,-66.0,-419.0,-78.0,-563.0,None,MK,2026-04-23
2026-01-02 14:00:00+00:00,2.0,77.0,0.0,407.0,119.0,153.0,-75.0,-407.0,-34.0,-516.0,None,MK,2026-04-23
2026-01-02 15:00:00+00:00,0.0,69.0,0.0,359.0,83.0,221.0,-69.0,-359.0,-138.0,-566.0,None,MK,2026-04-23
2026-01-02 16:00:00+00:00,0.0,67.0,0.0,347.0,94.0,251.0,-67.0,-347.0,-157.0,-571.0,None,MK,2026-04-23
2026-01-02 17:00:00+00:00,0.0,84.0,0.0,333.0,98.0,248.0,-84.0,-333.0,-150.0,-567.0,None,MK,2026-04-23
2026-01-02 18:00:00+00:00,11.0,86.0,0.0,343.0,94.0,237.0,-75.0,-343.0,-143.0,-561.0,None,MK,2026-04-23
2026-01-02 19:00:00+00:00,0.0,87.0,0.0,333.0,94.0,245.0,-87.0,-333.0,-151.0,-571.0,None,MK,2026-04-23
2026-01-02 20:00:00+00:00,0.0,82.0,0.0,348.0,114.0,243.0,-82.0,-348.0,-129.0,-559.0,None,MK,2026-04-23
2026-01-02 21:00:00+00:00,0.0,79.0,0.0,351.0,44.0,300.0,-79.0,-351.0,-256.0,-686.0,None,MK,2026-04-23
2026-01-02 22:00:00+00:00,0.0,100.0,0.0,374.0,75.0,257.0,-100.0,-374.0,-182.0,-656.0,None,MK,2026-04-23
2026-01-02 23:00:00+00:00,0.0,86.0,0.0,478.0,96.0,346.0,-86.0,-478.0,-250.0,-814.0,None,MK,2026-04-23
2026-01-03 00:00:00+00:00,0.0,83.0,1.0,333.0,64.0,317.0,-83.0,-332.0,-253.0,-668.0,None,MK,2026-04-23
2026-01-03 01:00:00+00:00,0.0,82.0,1.0,244.0,64.0,257.0,-82.0,-243.0,-193.0,-518.0,None,MK,2026-04-23
2026-01-03 02:00:00+00:00,0.0,81.0,0.0,241.0,64.0,210.0,-81.0,-241.0,-146.0,-468.0,None,MK,2026-04-23
2026-01-03 03:00:00+00:00,0.0,81.0,0.0,225.0,64.0,215.0,-81.0,-225.0,-151.0,-457.0,None,MK,2026-04-23
2026-01-03 04:00:00+00:00,0.0,82.0,0.0,215.0,64.0,228.0,-82.0,-215.0,-164.0,-461.0,None,MK,2026-04-23
2026-01-03 05:00:00+00:00,0.0,80.0,0.0,300.0,70.0,168.0,-80.0,-300.0,-98.0,-478.0,None,MK,2026-04-23
2026-01-03 06:00:00+00:00,1.0,85.0,0.0,279.0,87.0,136.0,-84.0,-279.0,-49.0,-412.0,None,MK,2026-04-23
2026-01-03 07:00:00+00:00,3.0,104.0,0.0,318.0,73.0,87.0,-101.0,-318.0,-14.0,-433.0,None,MK,2026-04-23
2026-01-03 08:00:00+00:00,37.0,212.0,0.0,370.0,218.0,93.0,-175.0,-370.0,125.0,-420.0,None,MK,2026-04-23
2026-01-03 09:00:00+00:00,39.0,215.0,0.0,449.0,243.0,92.0,-176.0,-449.0,151.0,-474.0,None,MK,2026-04-23
2026-01-03 10:00:00+00:00,40.0,199.0,0.0,454.0,192.0,117.0,-159.0,-454.0,75.0,-538.0,None,MK,2026-04-23
2026-01-03 11:00:00+00:00,40.0,236.0,0.0,448.0,209.0,142.0,-196.0,-448.0,67.0,-577.0,None,MK,2026-04-23
2026-01-03 12:00:00+00:00,39.0,226.0,0.0,423.0,170.0,142.0,-187.0,-423.0,28.0,-582.0,None,MK,2026-04-23
2026-01-03 13:00:00+00:00,5.0,224.0,0.0,422.0,248.0,171.0,-219.0,-422.0,77.0,-564.0,None,MK,2026-04-23
2026-01-03 14:00:00+00:00,2.0,60.0,0.0,400.0,216.0,250.0,-58.0,-400.0,-34.0,-492.0,None,MK,2026-04-23
2026-01-03 15:00:00+00:00,0.0,51.0,0.0,302.0,161.0,240.0,-51.0,-302.0,-79.0,-432.0,None,MK,2026-04-23
2026-01-03 16:00:00+00:00,0.0,47.0,0.0,355.0,173.0,265.0,-47.0,-355.0,-92.0,-494.0,None,MK,2026-04-23
2026-01-03 17:00:00+00:00,0.0,47.0,0.0,317.0,182.0,284.0,-47.0,-317.0,-102.0,-466.0,None,MK,2026-04-23
2026-01-03 18:00:00+00:00,0.0,47.0,0.0,306.0,189.0,269.0,-47.0,-306.0,-80.0,-433.0,None,MK,2026-04-23
2026-01-03 19:00:00+00:00,0.0,47.0,0.0,312.0,190.0,242.0,-47.0,-312.0,-52.0,-411.0,None,MK,2026-04-23
2026-01-03 20:00:00+00:00,0.0,42.0,0.0,319.0,111.0,245.0,-42.0,-319.0,-134.0,-495.0,None,MK,2026-04-23
2026-01-03 21:00:00+00:00,0.0,93.0,0.0,397.0,95.0,218.0,-93.0,-397.0,-123.0,-613.0,None,MK,2026-04-23
2026-01-03 22:00:00+00:00,0.0,87.0,0.0,410.0,107.0,204.0,-87.0,-410.0,-97.0,-594.0,None,MK,2026-04-23
2026-01-03 23:00:00+00:00,40.0,84.0,0.0,500.0,140.0,238.0,-44.0,-500.0,-98.0,-642.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 00:00:00+00:00,37.0,94.0,0.0,466.0,192.0,236.0,-57.0,-466.0,-44.0,-567.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 01:00:00+00:00,30.0,70.0,0.0,490.0,226.0,216.0,-40.0,-490.0,10.0,-520.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 02:00:00+00:00,30.0,70.0,0.0,470.0,202.0,177.0,-40.0,-470.0,25.0,-485.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 03:00:00+00:00,26.0,71.0,0.0,466.0,217.0,169.0,-45.0,-466.0,48.0,-463.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 04:00:00+00:00,35.0,66.0,0.0,449.0,202.0,177.0,-31.0,-449.0,25.0,-455.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 05:00:00+00:00,35.0,91.0,0.0,458.0,188.0,176.0,-56.0,-458.0,12.0,-502.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 06:00:00+00:00,31.0,84.0,0.0,500.0,242.0,99.0,-53.0,-500.0,143.0,-410.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 07:00:00+00:00,33.0,103.0,0.0,468.0,217.0,79.0,-70.0,-468.0,138.0,-400.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 08:00:00+00:00,37.0,160.0,0.0,500.0,358.0,79.0,-123.0,-500.0,279.0,-344.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 09:00:00+00:00,40.0,262.0,0.0,500.0,440.0,79.0,-222.0,-500.0,361.0,-361.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 10:00:00+00:00,32.0,249.0,0.0,500.0,440.0,89.0,-217.0,-500.0,351.0,-366.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 11:00:00+00:00,43.0,279.0,0.0,500.0,440.0,84.0,-236.0,-500.0,356.0,-380.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 12:00:00+00:00,53.0,249.0,0.0,500.0,388.0,89.0,-196.0,-500.0,299.0,-397.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 13:00:00+00:00,32.0,167.0,0.0,490.0,273.0,122.0,-135.0,-490.0,151.0,-474.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 14:00:00+00:00,37.0,70.0,0.0,479.0,143.0,116.0,-33.0,-479.0,27.0,-485.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 15:00:00+00:00,35.0,84.0,0.0,486.0,164.0,108.0,-49.0,-486.0,56.0,-479.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 16:00:00+00:00,40.0,86.0,0.0,496.0,189.0,134.0,-46.0,-496.0,55.0,-487.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 17:00:00+00:00,40.0,97.0,0.0,496.0,182.0,135.0,-57.0,-496.0,47.0,-506.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 18:00:00+00:00,40.0,95.0,0.0,496.0,199.0,135.0,-55.0,-496.0,64.0,-487.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 19:00:00+00:00,40.0,97.0,0.0,486.0,200.0,135.0,-57.0,-486.0,65.0,-478.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 20:00:00+00:00,40.0,97.0,0.0,478.0,204.0,136.0,-57.0,-478.0,68.0,-467.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 21:00:00+00:00,40.0,94.0,0.0,498.0,211.0,136.0,-54.0,-498.0,75.0,-477.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 22:00:00+00:00,30.0,101.0,0.0,482.0,245.0,140.0,-71.0,-482.0,105.0,-448.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-04 23:00:00+00:00,57.0,76.0,0.0,326.0,244.0,181.0,-19.0,-326.0,63.0,-282.0,None,MK,2026-04-23
2026-01-05 00:00:00+00:00,57.0,61.0,0.0,299.0,248.0,183.0,-4.0,-299.0,65.0,-238.0,None,MK,2026-04-23
2026-01-05 01:00:00+00:00,71.0,64.0,60.0,231.0,249.0,184.0,7.0,-171.0,65.0,-99.0,None,MK,2026-04-23
2026-01-05 02:00:00+00:00,94.0,54.0,62.0,229.0,314.0,171.0,40.0,-167.0,143.0,16.0,None,MK,2026-04-23
2026-01-05 03:00:00+00:00,70.0,54.0,62.0,210.0,314.0,177.0,16.0,-148.0,137.0,5.0,None,MK,2026-04-23
2026-01-05 04:00:00+00:00,65.0,58.0,62.0,181.0,288.0,184.0,7.0,-119.0,104.0,-8.0,None,MK,2026-04-23
2026-01-05 05:00:00+00:00,38.0,66.0,62.0,203.0,274.0,136.0,-28.0,-141.0,138.0,-31.0,None,MK,2026-04-23
2026-01-05 06:00:00+00:00,106.0,65.0,60.0,261.0,232.0,114.0,41.0,-201.0,118.0,-42.0,None,MK,2026-04-23
2026-01-05 07:00:00+00:00,95.0,80.0,0.0,324.0,290.0,112.0,15.0,-324.0,178.0,-131.0,None,MK,2026-04-23
2026-01-05 08:00:00+00:00,98.0,68.0,0.0,335.0,277.0,148.0,30.0,-335.0,129.0,-176.0,None,MK,2026-04-23
2026-01-05 09:00:00+00:00,109.0,75.0,0.0,387.0,272.0,153.0,34.0,-387.0,119.0,-234.0,None,MK,2026-04-23
2026-01-05 10:00:00+00:00,93.0,67.0,0.0,355.0,265.0,167.0,26.0,-355.0,98.0,-231.0,None,MK,2026-04-23
2026-01-05 11:00:00+00:00,92.0,72.0,0.0,353.0,266.0,157.0,20.0,-353.0,109.0,-224.0,None,MK,2026-04-23
2026-01-05 12:00:00+00:00,112.0,77.0,0.0,316.0,265.0,171.0,35.0,-316.0,94.0,-187.0,None,MK,2026-04-23
2026-01-05 13:00:00+00:00,122.0,68.0,0.0,307.0,250.0,139.0,54.0,-307.0,111.0,-142.0,None,MK,2026-04-23
2026-01-05 14:00:00+00:00,107.0,66.0,0.0,306.0,226.0,124.0,41.0,-306.0,102.0,-163.0,None,MK,2026-04-23
2026-01-05 15:00:00+00:00,104.0,61.0,0.0,296.0,255.0,174.0,43.0,-296.0,81.0,-172.0,None,MK,2026-04-23
2026-01-05 16:00:00+00:00,79.0,60.0,0.0,328.0,313.0,191.0,19.0,-328.0,122.0,-187.0,None,MK,2026-04-23
2026-01-05 17:00:00+00:00,104.0,61.0,0.0,307.0,279.0,189.0,43.0,-307.0,90.0,-174.0,None,MK,2026-04-23
2026-01-05 18:00:00+00:00,74.0,64.0,0.0,358.0,288.0,122.0,10.0,-358.0,166.0,-182.0,None,MK,2026-04-23
2026-01-05 19:00:00+00:00,76.0,63.0,0.0,391.0,317.0,107.0,13.0,-391.0,210.0,-168.0,None,MK,2026-04-23
2026-01-05 20:00:00+00:00,76.0,61.0,0.0,370.0,291.0,111.0,15.0,-370.0,180.0,-175.0,None,MK,2026-04-23
2026-01-05 21:00:00+00:00,45.0,68.0,0.0,319.0,291.0,151.0,-23.0,-319.0,140.0,-202.0,None,MK,2026-04-23
2026-01-05 22:00:00+00:00,45.0,91.0,0.0,374.0,310.0,128.0,-46.0,-374.0,182.0,-238.0,None,MK,2026-04-23
2026-01-05 23:00:00+00:00,184.0,50.0,0.0,350.0,116.0,231.0,134.0,-350.0,-115.0,-331.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 00:00:00+00:00,185.0,49.0,0.0,299.0,116.0,221.0,136.0,-299.0,-105.0,-268.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 01:00:00+00:00,201.0,30.0,0.0,288.0,124.0,158.0,171.0,-288.0,-34.0,-151.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 02:00:00+00:00,230.0,25.0,0.0,260.0,125.0,187.0,205.0,-260.0,-62.0,-117.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 03:00:00+00:00,230.0,28.0,0.0,277.0,132.0,156.0,202.0,-277.0,-24.0,-99.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 04:00:00+00:00,211.0,23.0,0.0,289.0,124.0,124.0,188.0,-289.0,0.0,-101.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 05:00:00+00:00,225.0,25.0,0.0,300.0,146.0,172.0,200.0,-300.0,-26.0,-126.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 06:00:00+00:00,190.0,25.0,0.0,304.0,133.0,131.0,165.0,-304.0,2.0,-137.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 07:00:00+00:00,178.0,21.0,0.0,297.0,144.0,166.0,157.0,-297.0,-22.0,-162.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 08:00:00+00:00,180.0,26.0,0.0,387.0,187.0,175.0,154.0,-387.0,12.0,-221.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 09:00:00+00:00,182.0,17.0,0.0,417.0,156.0,176.0,165.0,-417.0,-20.0,-272.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 10:00:00+00:00,183.0,14.0,0.0,402.0,167.0,179.0,169.0,-402.0,-12.0,-245.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 11:00:00+00:00,182.0,14.0,0.0,433.0,191.0,171.0,168.0,-433.0,20.0,-245.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 12:00:00+00:00,182.0,14.0,0.0,431.0,193.0,178.0,168.0,-431.0,15.0,-248.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 13:00:00+00:00,178.0,35.0,0.0,420.0,166.0,195.0,143.0,-420.0,-29.0,-306.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 14:00:00+00:00,211.0,31.0,0.0,313.0,147.0,156.0,180.0,-313.0,-9.0,-142.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 15:00:00+00:00,195.0,47.0,0.0,334.0,135.0,173.0,148.0,-334.0,-38.0,-224.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 16:00:00+00:00,183.0,51.0,0.0,365.0,158.0,182.0,132.0,-365.0,-24.0,-257.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 17:00:00+00:00,193.0,41.0,0.0,364.0,135.0,155.0,152.0,-364.0,-20.0,-232.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 18:00:00+00:00,195.0,36.0,0.0,320.0,130.0,192.0,159.0,-320.0,-62.0,-223.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 19:00:00+00:00,202.0,34.0,0.0,325.0,127.0,204.0,168.0,-325.0,-77.0,-234.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 20:00:00+00:00,145.0,44.0,0.0,260.0,117.0,218.0,101.0,-260.0,-101.0,-260.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 21:00:00+00:00,185.0,44.0,0.0,373.0,116.0,291.0,141.0,-373.0,-175.0,-407.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 22:00:00+00:00,185.0,51.0,0.0,388.0,116.0,231.0,134.0,-388.0,-115.0,-369.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-06 23:00:00+00:00,125.0,23.0,0.0,368.0,202.0,218.0,102.0,-368.0,-16.0,-282.0,None,MK,2026-04-23
2026-01-07 00:00:00+00:00,125.0,22.0,0.0,323.0,281.0,216.0,103.0,-323.0,65.0,-155.0,None,MK,2026-04-23
2026-01-07 01:00:00+00:00,125.0,25.0,0.0,302.0,289.0,173.0,100.0,-302.0,116.0,-86.0,None,MK,2026-04-23
2026-01-07 02:00:00+00:00,129.0,26.0,20.0,255.0,245.0,147.0,103.0,-235.0,98.0,-34.0,None,MK,2026-04-23
2026-01-07 03:00:00+00:00,165.0,25.0,24.0,255.0,245.0,187.0,140.0,-231.0,58.0,-33.0,None,MK,2026-04-23
2026-01-07 04:00:00+00:00,154.0,21.0,24.0,255.0,235.0,193.0,133.0,-231.0,42.0,-56.0,None,MK,2026-04-23
2026-01-07 05:00:00+00:00,154.0,21.0,12.0,259.0,258.0,223.0,133.0,-247.0,35.0,-79.0,None,MK,2026-04-23
2026-01-07 06:00:00+00:00,125.0,21.0,27.0,256.0,256.0,152.0,104.0,-229.0,104.0,-21.0,None,MK,2026-04-23
2026-01-07 07:00:00+00:00,128.0,17.0,3.0,280.0,293.0,153.0,111.0,-277.0,140.0,-26.0,None,MK,2026-04-23
2026-01-07 08:00:00+00:00,131.0,17.0,0.0,351.0,317.0,166.0,114.0,-351.0,151.0,-86.0,None,MK,2026-04-23
2026-01-07 09:00:00+00:00,132.0,16.0,0.0,389.0,331.0,180.0,116.0,-389.0,151.0,-122.0,None,MK,2026-04-23
2026-01-07 10:00:00+00:00,136.0,12.0,0.0,393.0,323.0,141.0,124.0,-393.0,182.0,-87.0,None,MK,2026-04-23
2026-01-07 11:00:00+00:00,135.0,13.0,0.0,386.0,305.0,156.0,122.0,-386.0,149.0,-115.0,None,MK,2026-04-23
2026-01-07 12:00:00+00:00,136.0,13.0,0.0,343.0,303.0,197.0,123.0,-343.0,106.0,-114.0,None,MK,2026-04-23
2026-01-07 13:00:00+00:00,128.0,19.0,0.0,325.0,287.0,255.0,109.0,-325.0,32.0,-184.0,None,MK,2026-04-23
2026-01-07 14:00:00+00:00,126.0,26.0,0.0,344.0,232.0,244.0,100.0,-344.0,-12.0,-256.0,None,MK,2026-04-23
2026-01-07 15:00:00+00:00,125.0,22.0,0.0,416.0,281.0,234.0,103.0,-416.0,47.0,-266.0,None,MK,2026-04-23
2026-01-07 16:00:00+00:00,125.0,21.0,0.0,429.0,269.0,254.0,104.0,-429.0,15.0,-310.0,None,MK,2026-04-23
2026-01-07 17:00:00+00:00,125.0,25.0,0.0,422.0,245.0,209.0,100.0,-422.0,36.0,-286.0,None,MK,2026-04-23
2026-01-07 18:00:00+00:00,125.0,29.0,0.0,373.0,241.0,232.0,96.0,-373.0,9.0,-268.0,None,MK,2026-04-23
2026-01-07 19:00:00+00:00,125.0,29.0,0.0,418.0,278.0,206.0,96.0,-418.0,72.0,-250.0,None,MK,2026-04-23
2026-01-07 20:00:00+00:00,125.0,27.0,0.0,419.0,249.0,172.0,98.0,-419.0,77.0,-244.0,None,MK,2026-04-23
2026-01-07 21:00:00+00:00,125.0,27.0,0.0,453.0,191.0,239.0,98.0,-453.0,-48.0,-403.0,None,MK,2026-04-23
2026-01-07 22:00:00+00:00,125.0,38.0,0.0,490.0,215.0,222.0,87.0,-490.0,-7.0,-410.0,None,MK,2026-04-23
2026-01-07 23:00:00+00:00,233.0,31.0,0.0,483.0,241.0,202.0,202.0,-483.0,39.0,-242.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 00:00:00+00:00,273.0,31.0,0.0,482.0,245.0,191.0,242.0,-482.0,54.0,-186.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 01:00:00+00:00,275.0,26.0,0.0,477.0,251.0,120.0,249.0,-477.0,131.0,-97.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 02:00:00+00:00,351.0,23.0,0.0,459.0,253.0,168.0,328.0,-459.0,85.0,-46.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 03:00:00+00:00,336.0,22.0,0.0,445.0,258.0,168.0,314.0,-445.0,90.0,-41.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 04:00:00+00:00,357.0,20.0,0.0,430.0,239.0,168.0,337.0,-430.0,71.0,-22.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 05:00:00+00:00,308.0,27.0,0.0,430.0,183.0,172.0,281.0,-430.0,11.0,-138.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 06:00:00+00:00,344.0,34.0,0.0,498.0,195.0,223.0,310.0,-498.0,-28.0,-216.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 07:00:00+00:00,284.0,36.0,0.0,500.0,301.0,157.0,248.0,-500.0,144.0,-108.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 08:00:00+00:00,306.0,37.0,0.0,500.0,215.0,169.0,269.0,-500.0,46.0,-185.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 09:00:00+00:00,321.0,47.0,0.0,500.0,231.0,127.0,274.0,-500.0,104.0,-122.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 10:00:00+00:00,320.0,26.0,0.0,500.0,210.0,150.0,294.0,-500.0,60.0,-146.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 11:00:00+00:00,325.0,30.0,0.0,500.0,208.0,128.0,295.0,-500.0,80.0,-125.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 12:00:00+00:00,335.0,33.0,0.0,500.0,200.0,165.0,302.0,-500.0,35.0,-163.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 13:00:00+00:00,337.0,43.0,0.0,500.0,194.0,231.0,294.0,-500.0,-37.0,-243.0,[MK_GR] ZERO,MK,2026-04-23
2026-01-08 14:00:00+00:00,356.0,48.0,0.0,500.0,193.0,229.0,308.0,-500.0,-36.0,-228.0,[MK_GR] ZERO,MK,2026-04-23
