,FI_EE,EE_FI,FI_NO_4,NO_4_FI,FI_SE_1,SE_1_FI,FI_SE_3,SE_3_FI,FI_EE_net_export,FI_NO_4_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 17:00:00+00:00,326.25,0.0,1009.25,80.75,0.0,2872.0,0.0,1200.0,326.25,928.5,-2872.0,-1200.0,-2817.25,None,FI,2026-04-23
2026-01-01 18:00:00+00:00,411.75,0.0,513.25,244.5,0.0,2220.0,0.0,1200.0,411.75,268.75,-2220.0,-1200.0,-2739.5,None,FI,2026-04-23
2026-01-01 19:00:00+00:00,363.0,0.0,0.0,137.5,0.0,1814.5,0.0,1200.0,363.0,-137.5,-1814.5,-1200.0,-2789.0,None,FI,2026-04-23
2026-01-01 20:00:00+00:00,256.5,0.0,0.0,0.0,0.0,1952.0,0.0,1200.0,256.5,0.0,-1952.0,-1200.0,-2895.5,None,FI,2026-04-23
2026-01-01 21:00:00+00:00,252.75,0.0,56.25,0.0,0.0,2005.0,0.0,1200.0,252.75,56.25,-2005.0,-1200.0,-2896.0,None,FI,2026-04-23
2026-01-01 22:00:00+00:00,267.5,0.0,1182.25,486.0,0.0,2640.5,0.0,1200.0,267.5,696.25,-2640.5,-1200.0,-2876.75,None,FI,2026-04-23
2026-01-01 23:00:00+00:00,433.75,0.0,0.0,0.0,0.0,1869.25,0.0,1187.0,433.75,0.0,-1869.25,-1187.0,-2622.5,None,FI,2026-04-23
2026-01-02 00:00:00+00:00,223.75,0.0,0.0,0.0,0.0,1740.25,0.0,968.0,223.75,0.0,-1740.25,-968.0,-2484.5,None,FI,2026-04-23
2026-01-02 01:00:00+00:00,287.5,0.0,0.0,0.0,0.0,1914.0,0.0,657.5,287.5,0.0,-1914.0,-657.5,-2284.0,None,FI,2026-04-23
2026-01-02 02:00:00+00:00,273.0,0.0,0.0,0.0,0.0,1877.5,0.0,508.75,273.0,0.0,-1877.5,-508.75,-2113.25,None,FI,2026-04-23
2026-01-02 03:00:00+00:00,185.0,0.0,0.0,0.0,0.0,1473.75,0.0,818.25,185.0,0.0,-1473.75,-818.25,-2107.0,None,FI,2026-04-23
2026-01-02 04:00:00+00:00,432.75,0.0,0.0,0.0,0.0,1555.5,0.0,1181.25,432.75,0.0,-1555.5,-1181.25,-2304.0,None,FI,2026-04-23
2026-01-02 05:00:00+00:00,939.75,0.0,0.0,0.0,0.0,1918.25,0.0,1200.0,939.75,0.0,-1918.25,-1200.0,-2178.5,None,FI,2026-04-23
2026-01-02 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1905.0,0.0,1086.0,1016.0,0.0,-1905.0,-1086.0,-1975.0,None,FI,2026-04-23
2026-01-02 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1911.0,0.0,621.0,1016.0,0.0,-1911.0,-621.0,-1516.0,None,FI,2026-04-23
2026-01-02 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1913.0,0.0,638.0,1016.0,0.0,-1913.0,-638.0,-1535.0,None,FI,2026-04-23
2026-01-02 09:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1919.25,0.0,601.75,1016.0,0.0,-1919.25,-601.75,-1505.0,None,FI,2026-04-23
2026-01-02 10:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1925.5,0.0,618.5,1016.0,0.0,-1925.5,-618.5,-1528.0,None,FI,2026-04-23
2026-01-02 11:00:00+00:00,831.75,0.0,0.0,0.0,0.0,1932.75,0.0,497.25,831.75,0.0,-1932.75,-497.25,-1598.25,None,FI,2026-04-23
2026-01-02 12:00:00+00:00,1010.0,0.0,0.0,0.0,0.0,1937.75,0.0,573.5,1010.0,0.0,-1937.75,-573.5,-1501.25,None,FI,2026-04-23
2026-01-02 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1939.25,0.0,290.75,1016.0,0.0,-1939.25,-290.75,-1214.0,None,FI,2026-04-23
2026-01-02 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1942.5,0.0,196.25,1016.0,0.0,-1942.5,-196.25,-1122.75,None,FI,2026-04-23
2026-01-02 15:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1943.5,0.0,108.0,1016.0,0.0,-1943.5,-108.0,-1035.5,None,FI,2026-04-23
2026-01-02 16:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1947.0,0.0,247.25,1016.0,0.0,-1947.0,-247.25,-1178.25,None,FI,2026-04-23
2026-01-02 17:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1947.0,0.0,379.5,1016.0,0.0,-1947.0,-379.5,-1310.5,None,FI,2026-04-23
2026-01-02 18:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1946.0,0.0,406.75,1016.0,0.0,-1946.0,-406.75,-1336.75,None,FI,2026-04-23
2026-01-02 19:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1912.25,0.0,474.0,1016.0,0.0,-1912.25,-474.0,-1370.25,None,FI,2026-04-23
2026-01-02 20:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1945.5,0.0,507.5,1016.0,0.0,-1945.5,-507.5,-1437.0,None,FI,2026-04-23
2026-01-02 21:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1927.75,0.0,427.0,1016.0,0.0,-1927.75,-427.0,-1338.75,None,FI,2026-04-23
2026-01-02 22:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1913.0,0.0,279.5,1016.0,0.0,-1913.0,-279.5,-1176.5,None,FI,2026-04-23
2026-01-02 23:00:00+00:00,976.0,0.0,0.0,0.0,0.0,1930.75,0.0,1137.25,976.0,0.0,-1930.75,-1137.25,-2092.0,None,FI,2026-04-23
2026-01-03 00:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1954.5,0.0,1157.0,1016.0,0.0,-1954.5,-1157.0,-2095.5,None,FI,2026-04-23
2026-01-03 01:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1951.5,0.0,1009.0,1016.0,0.0,-1951.5,-1009.0,-1944.5,None,FI,2026-04-23
2026-01-03 02:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1949.25,0.0,890.5,1016.0,0.0,-1949.25,-890.5,-1823.75,None,FI,2026-04-23
2026-01-03 03:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1948.75,0.0,990.75,1016.0,0.0,-1948.75,-990.75,-1923.5,None,FI,2026-04-23
2026-01-03 04:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1945.25,0.0,897.0,1016.0,0.0,-1945.25,-897.0,-1826.25,None,FI,2026-04-23
2026-01-03 05:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1941.75,0.0,807.0,1016.0,0.0,-1941.75,-807.0,-1732.75,None,FI,2026-04-23
2026-01-03 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1939.5,0.0,863.25,1016.0,0.0,-1939.5,-863.25,-1786.75,None,FI,2026-04-23
2026-01-03 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1938.5,0.0,916.5,1016.0,0.0,-1938.5,-916.5,-1839.0,None,FI,2026-04-23
2026-01-03 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1934.0,0.0,933.25,1016.0,0.0,-1934.0,-933.25,-1851.25,None,FI,2026-04-23
2026-01-03 09:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1930.75,0.0,864.5,1016.0,0.0,-1930.75,-864.5,-1779.25,None,FI,2026-04-23
2026-01-03 10:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1927.0,0.0,606.0,1016.0,0.0,-1927.0,-606.0,-1517.0,None,FI,2026-04-23
2026-01-03 11:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1927.0,0.0,574.5,1016.0,0.0,-1927.0,-574.5,-1485.5,None,FI,2026-04-23
2026-01-03 12:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1926.0,0.0,608.5,1016.0,0.0,-1926.0,-608.5,-1518.5,None,FI,2026-04-23
2026-01-03 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1924.0,0.0,465.5,1016.0,0.0,-1924.0,-465.5,-1373.5,None,FI,2026-04-23
2026-01-03 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1924.0,0.0,315.25,1016.0,0.0,-1924.0,-315.25,-1223.25,None,FI,2026-04-23
2026-01-03 15:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1923.0,0.0,340.5,1016.0,0.0,-1923.0,-340.5,-1247.5,None,FI,2026-04-23
2026-01-03 16:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1921.0,0.0,360.75,1016.0,0.0,-1921.0,-360.75,-1265.75,None,FI,2026-04-23
2026-01-03 17:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1924.0,0.0,350.25,1016.0,0.0,-1924.0,-350.25,-1258.25,None,FI,2026-04-23
2026-01-03 18:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1906.25,0.0,304.5,1016.0,0.0,-1906.25,-304.5,-1194.75,None,FI,2026-04-23
2026-01-03 19:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1578.75,0.0,503.0,1016.0,0.0,-1578.75,-503.0,-1065.75,None,FI,2026-04-23
2026-01-03 20:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1868.75,0.0,517.75,1016.0,0.0,-1868.75,-517.75,-1370.5,None,FI,2026-04-23
2026-01-03 21:00:00+00:00,1014.75,0.0,0.0,0.0,0.0,1745.25,0.0,616.75,1014.75,0.0,-1745.25,-616.75,-1347.25,None,FI,2026-04-23
2026-01-03 22:00:00+00:00,999.0,0.0,0.0,0.0,0.0,1924.0,0.0,372.25,999.0,0.0,-1924.0,-372.25,-1297.25,None,FI,2026-04-23
2026-01-03 23:00:00+00:00,828.0,0.0,0.0,0.0,0.0,1933.0,0.0,28.75,828.0,0.0,-1933.0,-28.75,-1133.75,None,FI,2026-04-23
2026-01-04 00:00:00+00:00,963.5,0.0,0.0,0.0,0.0,1887.75,0.0,0.0,963.5,0.0,-1887.75,0.0,-924.25,None,FI,2026-04-23
2026-01-04 01:00:00+00:00,983.5,0.0,0.0,0.0,0.0,1862.75,0.0,0.0,983.5,0.0,-1862.75,0.0,-879.25,None,FI,2026-04-23
2026-01-04 02:00:00+00:00,977.0,0.0,0.0,0.0,0.0,1788.25,0.0,0.0,977.0,0.0,-1788.25,0.0,-811.25,None,FI,2026-04-23
2026-01-04 03:00:00+00:00,972.0,0.0,0.0,0.0,0.0,1809.25,0.0,0.0,972.0,0.0,-1809.25,0.0,-837.25,None,FI,2026-04-23
2026-01-04 04:00:00+00:00,983.25,0.0,0.0,0.0,0.0,1833.75,0.0,0.0,983.25,0.0,-1833.75,0.0,-850.5,None,FI,2026-04-23
2026-01-04 05:00:00+00:00,944.25,0.0,0.0,0.0,0.0,1625.0,0.0,0.0,944.25,0.0,-1625.0,0.0,-680.75,None,FI,2026-04-23
2026-01-04 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1611.5,0.0,0.0,1016.0,0.0,-1611.5,0.0,-595.5,None,FI,2026-04-23
2026-01-04 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1839.75,0.0,0.0,1016.0,0.0,-1839.75,0.0,-823.75,None,FI,2026-04-23
2026-01-04 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1947.0,0.0,95.5,1016.0,0.0,-1947.0,-95.5,-1026.5,None,FI,2026-04-23
2026-01-04 09:00:00+00:00,996.5,0.0,0.0,0.0,0.0,1945.5,0.0,375.25,996.5,0.0,-1945.5,-375.25,-1324.25,None,FI,2026-04-23
2026-01-04 10:00:00+00:00,999.0,0.0,0.0,0.0,0.0,1934.25,0.0,703.25,999.0,0.0,-1934.25,-703.25,-1638.5,None,FI,2026-04-23
2026-01-04 11:00:00+00:00,985.5,0.0,0.0,0.0,0.0,1906.0,0.0,969.0,985.5,0.0,-1906.0,-969.0,-1889.5,None,FI,2026-04-23
2026-01-04 12:00:00+00:00,1007.0,0.0,0.0,0.0,0.0,1943.0,0.0,1123.25,1007.0,0.0,-1943.0,-1123.25,-2059.25,None,FI,2026-04-23
2026-01-04 13:00:00+00:00,1014.5,0.0,0.0,0.0,0.0,1949.25,0.0,1177.25,1014.5,0.0,-1949.25,-1177.25,-2112.0,None,FI,2026-04-23
2026-01-04 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1947.5,0.0,1196.25,1016.0,0.0,-1947.5,-1196.25,-2127.75,None,FI,2026-04-23
2026-01-04 15:00:00+00:00,1005.25,0.0,0.0,0.0,0.0,1943.5,0.0,1200.0,1005.25,0.0,-1943.5,-1200.0,-2138.25,None,FI,2026-04-23
2026-01-04 16:00:00+00:00,1002.5,0.0,0.0,0.0,0.0,1940.0,0.0,1200.0,1002.5,0.0,-1940.0,-1200.0,-2137.5,None,FI,2026-04-23
2026-01-04 17:00:00+00:00,924.25,0.0,0.0,0.0,0.0,1937.5,0.0,1193.25,924.25,0.0,-1937.5,-1193.25,-2206.5,None,FI,2026-04-23
2026-01-04 18:00:00+00:00,801.75,0.0,0.0,0.0,0.0,1926.25,0.0,1107.75,801.75,0.0,-1926.25,-1107.75,-2232.25,None,FI,2026-04-23
2026-01-04 19:00:00+00:00,721.25,0.0,0.0,0.0,0.0,1820.75,0.0,1200.0,721.25,0.0,-1820.75,-1200.0,-2299.5,None,FI,2026-04-23
2026-01-04 20:00:00+00:00,540.0,0.0,0.0,0.0,0.0,1910.0,0.0,1200.0,540.0,0.0,-1910.0,-1200.0,-2570.0,None,FI,2026-04-23
2026-01-04 21:00:00+00:00,323.0,0.0,0.0,0.0,0.0,1823.0,0.0,1200.0,323.0,0.0,-1823.0,-1200.0,-2700.0,None,FI,2026-04-23
2026-01-04 22:00:00+00:00,368.0,0.0,0.0,0.0,0.0,1920.0,0.0,1200.0,368.0,0.0,-1920.0,-1200.0,-2752.0,None,FI,2026-04-23
2026-01-04 23:00:00+00:00,217.0,0.0,0.0,0.0,0.0,1855.0,0.0,1200.0,217.0,0.0,-1855.0,-1200.0,-2838.0,None,FI,2026-04-23
2026-01-05 00:00:00+00:00,140.5,0.0,0.0,0.0,0.0,1854.0,0.0,1200.0,140.5,0.0,-1854.0,-1200.0,-2913.5,None,FI,2026-04-23
2026-01-05 01:00:00+00:00,132.75,0.0,0.0,0.0,0.0,1851.0,0.0,1200.0,132.75,0.0,-1851.0,-1200.0,-2918.25,None,FI,2026-04-23
2026-01-05 02:00:00+00:00,109.0,0.0,0.0,0.0,0.0,1847.0,0.0,1200.0,109.0,0.0,-1847.0,-1200.0,-2938.0,None,FI,2026-04-23
2026-01-05 03:00:00+00:00,201.5,0.0,0.0,0.0,0.0,1844.0,0.0,1196.0,201.5,0.0,-1844.0,-1196.0,-2838.5,None,FI,2026-04-23
2026-01-05 04:00:00+00:00,338.5,0.0,0.0,0.0,0.0,1840.0,0.0,1200.0,338.5,0.0,-1840.0,-1200.0,-2701.5,None,FI,2026-04-23
2026-01-05 05:00:00+00:00,107.0,0.0,0.0,0.0,0.0,1830.5,0.0,1199.5,107.0,0.0,-1830.5,-1199.5,-2923.0,None,FI,2026-04-23
2026-01-05 06:00:00+00:00,281.75,0.0,0.0,0.0,0.0,1825.0,0.0,1200.0,281.75,0.0,-1825.0,-1200.0,-2743.25,None,FI,2026-04-23
2026-01-05 07:00:00+00:00,635.0,0.0,0.0,0.0,0.0,1818.75,0.0,1168.25,635.0,0.0,-1818.75,-1168.25,-2352.0,None,FI,2026-04-23
2026-01-05 08:00:00+00:00,916.25,0.0,0.0,0.0,0.0,1817.0,0.0,1200.0,916.25,0.0,-1817.0,-1200.0,-2100.75,None,FI,2026-04-23
2026-01-05 09:00:00+00:00,959.0,0.0,0.0,0.0,0.0,1813.0,0.0,1192.0,959.0,0.0,-1813.0,-1192.0,-2046.0,None,FI,2026-04-23
2026-01-05 10:00:00+00:00,940.75,0.0,0.0,0.0,0.0,1813.0,0.0,1200.0,940.75,0.0,-1813.0,-1200.0,-2072.25,None,FI,2026-04-23
2026-01-05 11:00:00+00:00,1001.75,0.0,0.0,0.0,0.0,1812.75,0.0,1196.75,1001.75,0.0,-1812.75,-1196.75,-2007.75,None,FI,2026-04-23
2026-01-05 12:00:00+00:00,1003.25,0.0,0.0,0.0,0.0,1810.75,0.0,1192.0,1003.25,0.0,-1810.75,-1192.0,-1999.5,None,FI,2026-04-23
2026-01-05 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1910.25,0.0,1084.75,1016.0,0.0,-1910.25,-1084.75,-1979.0,None,FI,2026-04-23
2026-01-05 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1909.25,0.0,1034.25,1016.0,0.0,-1909.25,-1034.25,-1927.5,None,FI,2026-04-23
2026-01-05 15:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1883.0,0.0,1021.0,1016.0,0.0,-1883.0,-1021.0,-1888.0,None,FI,2026-04-23
2026-01-05 16:00:00+00:00,468.25,0.0,0.0,0.0,0.0,1896.0,0.0,408.0,468.25,0.0,-1896.0,-408.0,-1835.75,None,FI,2026-04-23
2026-01-05 17:00:00+00:00,333.75,0.0,0.0,0.0,0.0,1884.75,0.0,305.75,333.75,0.0,-1884.75,-305.75,-1856.75,None,FI,2026-04-23
2026-01-05 18:00:00+00:00,978.75,0.0,0.0,0.0,0.0,1755.5,0.0,1198.0,978.75,0.0,-1755.5,-1198.0,-1974.75,None,FI,2026-04-23
2026-01-05 19:00:00+00:00,914.0,0.0,0.0,0.0,0.0,1754.0,0.0,1200.0,914.0,0.0,-1754.0,-1200.0,-2040.0,None,FI,2026-04-23
2026-01-05 20:00:00+00:00,660.75,0.0,0.0,0.0,0.0,1851.0,0.0,1200.0,660.75,0.0,-1851.0,-1200.0,-2390.25,None,FI,2026-04-23
2026-01-05 21:00:00+00:00,606.0,0.0,0.0,0.0,0.0,1831.75,0.0,1191.25,606.0,0.0,-1831.75,-1191.25,-2417.0,None,FI,2026-04-23
2026-01-05 22:00:00+00:00,417.5,0.0,0.0,0.0,0.0,1761.0,0.0,1200.0,417.5,0.0,-1761.0,-1200.0,-2543.5,None,FI,2026-04-23
2026-01-05 23:00:00+00:00,798.25,0.0,0.0,0.0,0.0,1782.5,0.0,1200.0,798.25,0.0,-1782.5,-1200.0,-2184.25,None,FI,2026-04-23
2026-01-06 00:00:00+00:00,728.25,0.0,0.0,0.0,0.0,1743.25,0.0,1200.0,728.25,0.0,-1743.25,-1200.0,-2215.0,None,FI,2026-04-23
2026-01-06 01:00:00+00:00,774.75,0.0,0.0,0.0,0.0,1691.25,0.0,1200.0,774.75,0.0,-1691.25,-1200.0,-2116.5,None,FI,2026-04-23
2026-01-06 02:00:00+00:00,757.0,0.0,0.0,0.0,0.0,1702.0,0.0,1200.0,757.0,0.0,-1702.0,-1200.0,-2145.0,None,FI,2026-04-23
2026-01-06 03:00:00+00:00,781.25,0.0,0.0,0.0,0.0,1738.5,0.0,1200.0,781.25,0.0,-1738.5,-1200.0,-2157.25,None,FI,2026-04-23
2026-01-06 04:00:00+00:00,731.25,0.0,0.0,0.0,0.0,1738.75,0.0,1200.0,731.25,0.0,-1738.75,-1200.0,-2207.5,None,FI,2026-04-23
2026-01-06 05:00:00+00:00,903.75,0.0,0.0,0.0,0.0,1760.5,0.0,1200.0,903.75,0.0,-1760.5,-1200.0,-2056.75,None,FI,2026-04-23
2026-01-06 06:00:00+00:00,973.25,0.0,0.0,0.0,0.0,1704.0,0.0,1196.75,973.25,0.0,-1704.0,-1196.75,-1927.5,None,FI,2026-04-23
2026-01-06 07:00:00+00:00,968.5,0.0,0.0,0.0,0.0,1716.5,0.0,849.0,968.5,0.0,-1716.5,-849.0,-1597.0,None,FI,2026-04-23
2026-01-06 08:00:00+00:00,958.25,0.0,0.0,0.0,0.0,1749.5,0.0,864.0,958.25,0.0,-1749.5,-864.0,-1655.25,None,FI,2026-04-23
2026-01-06 09:00:00+00:00,1002.5,0.0,0.0,0.0,0.0,1722.5,0.0,1044.25,1002.5,0.0,-1722.5,-1044.25,-1764.25,None,FI,2026-04-23
2026-01-06 10:00:00+00:00,1014.25,0.0,0.0,0.0,0.0,1762.75,0.0,1117.5,1014.25,0.0,-1762.75,-1117.5,-1866.0,None,FI,2026-04-23
2026-01-06 11:00:00+00:00,803.25,0.0,0.0,0.0,0.0,1633.5,0.0,1200.0,803.25,0.0,-1633.5,-1200.0,-2030.25,None,FI,2026-04-23
2026-01-06 12:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1752.75,0.0,1076.5,1016.0,0.0,-1752.75,-1076.5,-1813.25,None,FI,2026-04-23
2026-01-06 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1712.75,0.0,839.75,1016.0,0.0,-1712.75,-839.75,-1536.5,None,FI,2026-04-23
2026-01-06 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1725.25,0.0,727.25,1016.0,0.0,-1725.25,-727.25,-1436.5,None,FI,2026-04-23
2026-01-06 15:00:00+00:00,971.25,0.0,0.0,0.0,0.0,1672.25,4.25,298.25,971.25,0.0,-1672.25,-294.0,-995.0,None,FI,2026-04-23
2026-01-06 16:00:00+00:00,880.5,0.0,0.0,0.0,0.0,1683.0,72.0,18.0,880.5,0.0,-1683.0,54.0,-748.5,None,FI,2026-04-23
2026-01-06 17:00:00+00:00,1000.25,0.0,0.0,0.0,0.0,1668.75,68.25,0.0,1000.25,0.0,-1668.75,68.25,-600.25,None,FI,2026-04-23
2026-01-06 18:00:00+00:00,997.25,0.0,0.0,0.0,0.0,1763.25,165.25,0.0,997.25,0.0,-1763.25,165.25,-600.75,None,FI,2026-04-23
2026-01-06 19:00:00+00:00,1001.0,0.0,0.0,0.0,0.0,1713.75,217.5,0.0,1001.0,0.0,-1713.75,217.5,-495.25,None,FI,2026-04-23
2026-01-06 20:00:00+00:00,990.0,0.0,0.0,0.0,0.0,1628.75,18.25,120.25,990.0,0.0,-1628.75,-102.0,-740.75,None,FI,2026-04-23
2026-01-06 21:00:00+00:00,955.5,0.0,0.0,0.0,0.0,1650.5,0.0,113.75,955.5,0.0,-1650.5,-113.75,-808.75,None,FI,2026-04-23
2026-01-06 22:00:00+00:00,909.5,0.0,0.0,0.0,0.0,1668.0,0.0,86.0,909.5,0.0,-1668.0,-86.0,-844.5,None,FI,2026-04-23
2026-01-06 23:00:00+00:00,1010.5,0.0,0.0,0.0,0.0,1875.25,0.0,721.75,1010.5,0.0,-1875.25,-721.75,-1586.5,None,FI,2026-04-23
2026-01-07 00:00:00+00:00,996.0,0.0,0.0,0.0,0.0,1864.75,0.0,802.25,996.0,0.0,-1864.75,-802.25,-1671.0,None,FI,2026-04-23
2026-01-07 01:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1863.25,0.0,825.5,1016.0,0.0,-1863.25,-825.5,-1672.75,None,FI,2026-04-23
2026-01-07 02:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1872.5,0.0,789.25,1016.0,0.0,-1872.5,-789.25,-1645.75,None,FI,2026-04-23
2026-01-07 03:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1931.75,0.0,708.75,1016.0,0.0,-1931.75,-708.75,-1624.5,None,FI,2026-04-23
2026-01-07 04:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1939.0,0.0,637.25,1016.0,0.0,-1939.0,-637.25,-1560.25,None,FI,2026-04-23
2026-01-07 05:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1927.5,0.0,549.0,1016.0,0.0,-1927.5,-549.0,-1460.5,None,FI,2026-04-23
2026-01-07 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1909.0,0.0,776.0,1016.0,0.0,-1909.0,-776.0,-1669.0,None,FI,2026-04-23
2026-01-07 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1910.0,0.0,493.25,1016.0,0.0,-1910.0,-493.25,-1387.25,None,FI,2026-04-23
2026-01-07 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1923.5,0.0,496.25,1016.0,0.0,-1923.5,-496.25,-1403.75,None,FI,2026-04-23
2026-01-07 09:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1932.0,0.0,759.25,1016.0,0.0,-1932.0,-759.25,-1675.25,None,FI,2026-04-23
