,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Gas,Waste,Other,bidding_zone,source_download_date
2026-01-06 04:00:00+00:00,0.0,37.97343051767761,0.0,1240.4329711588566,24.37486540365529,4.519807470800441,0.0,0.0,17.47636040643671,0.0,3.822565042573321,SE_2,2026-04-23
2026-01-06 05:00:00+00:00,0.0,34.345152225168086,0.0,1238.0226624170446,23.769650286443863,4.2591083484201455,0.0,0.0,16.803383049771746,0.0,4.775043673151686,SE_2,2026-04-23
2026-01-06 06:00:00+00:00,0.0,24.080375176123013,0.0,1149.4603105307788,15.88289241237257,1.49806965699063,0.0,0.0,10.207054000222028,0.0,5.121298223513045,SE_2,2026-04-23
2026-01-06 07:00:00+00:00,0.0,20.562455259518668,0.0,1113.4738691793518,12.371718997723711,1.084305170982069,0.0,0.0,7.781976482348292,0.0,5.275674910075454,SE_2,2026-04-23
2026-01-06 08:00:00+00:00,0.0003268401284600056,17.512911323828064,0.0,1160.2867741970942,5.923989636899164,0.5447414173662107,0.0,0.0,3.654602422861203,0.0,6.151654161822842,SE_2,2026-04-23
2026-01-06 09:00:00+00:00,0.0047034328847555045,27.268079727661025,0.0,1045.1103455997397,9.219059606440206,0.8578697621661461,0.0,0.0,5.636838410478002,0.0,5.203103460630119,SE_2,2026-04-23
2026-01-06 10:00:00+00:00,0.006050137040439732,37.68880974622135,0.0,1113.2069715812136,8.90334866102717,0.8151340102283379,0.0,0.0,5.416916580130195,0.0,5.637769284138869,SE_2,2026-04-23
2026-01-06 11:00:00+00:00,0.005590971884507007,54.06682182068569,0.0,1137.3035035772064,13.98771324314395,1.380230354000734,0.0,0.0,8.532263277367608,0.0,5.423876755711277,SE_2,2026-04-23
2026-01-06 12:00:00+00:00,0.0036365005609595856,65.03394916266731,0.0,1124.6876992714988,17.387796865073685,1.6291429790835836,0.0,0.0,10.752211474522419,0.0,5.0305637465933275,SE_2,2026-04-23
2026-01-06 13:00:00+00:00,0.0,75.00475237248625,0.0,1075.842641616961,18.74225671131189,1.794272696407676,0.0,0.0,11.750170724044652,0.0,4.615905878788581,SE_2,2026-04-23
2026-01-06 14:00:00+00:00,0.0,83.98217903028737,0.0,950.7541768774711,18.34532946285983,1.7694904408957135,0.0,0.0,11.394570353060608,0.0,3.9792538354253835,SE_2,2026-04-23
2026-01-06 15:00:00+00:00,0.0,98.0684915167495,0.0,945.8180969203388,21.35293967708661,2.140643060490166,0.0,0.0,13.603303249560435,0.0,3.666525575774455,SE_2,2026-04-23
2026-01-06 16:00:00+00:00,0.0,106.1162592040431,0.0,965.6298173153915,24.074779045698488,2.244929587024887,0.0,0.0,15.42949770581441,0.0,3.50471714202763,SE_2,2026-04-23
2026-01-06 17:00:00+00:00,0.0,116.54023905981825,0.0,905.8721444351605,24.73953533260428,2.1806383868706036,0.0008621692294352301,0.0,15.717103666690385,1.7317054280383101e-06,3.299475217921116,SE_2,2026-04-23
2026-01-06 18:00:00+00:00,0.0,132.77764736197906,0.0,999.695753808131,29.735783982473958,3.2628083875746565,0.0,0.0,18.928753561939914,0.0,3.349252897901351,SE_2,2026-04-23
