,NO_5_NO_1,NO_1_NO_5,NO_5_NO_2,NO_2_NO_5,NO_5_NO_3,NO_3_NO_5,NO_5_NO_1_net_export,NO_5_NO_2_net_export,NO_5_NO_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-03 22:00:00+00:00,1741.85,0.0,844.875,0.0,22.7,0.0,1741.85,844.875,22.7,2609.4249999999997,None,NO_5,2026-04-23
2026-01-03 23:00:00+00:00,1964.3,0.0,513.175,0.0,0.0,0.025,1964.3,513.175,-0.025,2477.45,None,NO_5,2026-04-23
2026-01-04 00:00:00+00:00,1728.75,0.0,689.575,0.0,0.0,11.575,1728.75,689.575,-11.575,2406.75,None,NO_5,2026-04-23
2026-01-04 01:00:00+00:00,1752.8,0.0,711.6,0.0,0.0,11.8,1752.8,711.6,-11.8,2452.6,None,NO_5,2026-04-23
2026-01-04 02:00:00+00:00,1705.35,0.0,651.675,0.0,0.0,0.025,1705.35,651.675,-0.025,2356.9999999999995,None,NO_5,2026-04-23
2026-01-04 03:00:00+00:00,1719.325,0.0,451.375,0.0,0.0,0.075,1719.325,451.375,-0.075,2170.625,None,NO_5,2026-04-23
2026-01-04 04:00:00+00:00,1909.425,0.0,380.825,0.0,3.6,0.2,1909.425,380.825,3.4,2293.65,None,NO_5,2026-04-23
2026-01-04 05:00:00+00:00,1833.825,0.0,349.575,0.0,0.0,0.05,1833.825,349.575,-0.05,2183.35,None,NO_5,2026-04-23
2026-01-04 06:00:00+00:00,2267.2,0.0,46.425,0.0,0.0,0.075,2267.2,46.425,-0.075,2313.55,None,NO_5,2026-04-23
2026-01-04 07:00:00+00:00,2347.275,0.0,24.55,0.3,0.0,65.275,2347.275,24.25,-65.275,2306.25,None,NO_5,2026-04-23
2026-01-04 08:00:00+00:00,2671.025,0.0,281.85,0.0,0.0,356.975,2671.025,281.85,-356.975,2595.9,None,NO_5,2026-04-23
2026-01-04 09:00:00+00:00,2545.6,0.0,0.175,0.65,2.25,19.45,2545.6,-0.47500000000000003,-17.2,2527.925,None,NO_5,2026-04-23
2026-01-04 10:00:00+00:00,2482.425,0.0,506.075,0.0,0.0,510.425,2482.425,506.075,-510.425,2478.075,None,NO_5,2026-04-23
2026-01-04 11:00:00+00:00,2476.225,0.0,423.825,0.0,0.0,434.275,2476.225,423.825,-434.275,2465.7749999999996,None,NO_5,2026-04-23
2026-01-04 12:00:00+00:00,2338.975,0.0,506.2,0.0,0.0,493.2,2338.975,506.2,-493.2,2351.975,None,NO_5,2026-04-23
2026-01-04 13:00:00+00:00,2384.65,0.0,267.1,0.0,0.0,273.4,2384.65,267.1,-273.4,2378.35,None,NO_5,2026-04-23
2026-01-04 14:00:00+00:00,2404.975,0.0,181.0,0.0,0.0,183.425,2404.975,181.0,-183.425,2402.5499999999997,None,NO_5,2026-04-23
2026-01-04 15:00:00+00:00,2414.2,0.0,116.35,0.0,0.0,116.4,2414.2,116.35,-116.4,2414.1499999999996,None,NO_5,2026-04-23
2026-01-04 16:00:00+00:00,2463.8,0.0,105.0,0.0,0.0,91.825,2463.8,105.0,-91.825,2476.9750000000004,None,NO_5,2026-04-23
2026-01-04 17:00:00+00:00,2597.425,0.0,16.75,0.025,0.0,17.25,2597.425,16.725,-17.25,2596.9,None,NO_5,2026-04-23
2026-01-04 18:00:00+00:00,2595.825,0.0,125.3,0.0,0.0,127.05,2595.825,125.3,-127.05,2594.075,None,NO_5,2026-04-23
2026-01-04 19:00:00+00:00,2604.3,0.0,155.25,0.0,0.0,156.075,2604.3,155.25,-156.075,2603.4750000000004,None,NO_5,2026-04-23
2026-01-04 20:00:00+00:00,2648.775,0.0,153.175,0.0,0.0,155.825,2648.775,153.175,-155.825,2646.1250000000005,None,NO_5,2026-04-23
2026-01-04 21:00:00+00:00,2687.725,0.0,143.05,0.0,0.0,137.55,2687.725,143.05,-137.55,2693.225,None,NO_5,2026-04-23
2026-01-04 22:00:00+00:00,2586.875,0.0,113.175,0.0,0.0,120.65,2586.875,113.175,-120.65,2579.4,None,NO_5,2026-04-23
2026-01-04 23:00:00+00:00,2591.9,0.0,465.45,0.0,0.0,385.95,2591.9,465.45,-385.95,2671.4,None,NO_5,2026-04-23
2026-01-05 00:00:00+00:00,2703.5,0.0,548.15,0.0,0.0,482.6,2703.5,548.15,-482.6,2769.05,None,NO_5,2026-04-23
2026-01-05 01:00:00+00:00,2647.8,0.0,428.325,0.0,0.0,325.9,2647.8,428.325,-325.9,2750.225,None,NO_5,2026-04-23
2026-01-05 02:00:00+00:00,2650.975,0.0,174.4,0.0,0.0,72.4,2650.975,174.4,-72.4,2752.975,None,NO_5,2026-04-23
2026-01-05 03:00:00+00:00,2693.825,0.0,187.725,0.0,0.0,131.875,2693.825,187.725,-131.875,2749.6749999999997,None,NO_5,2026-04-23
2026-01-05 04:00:00+00:00,2729.675,0.0,147.85,0.0,0.0,89.625,2729.675,147.85,-89.625,2787.9,None,NO_5,2026-04-23
2026-01-05 05:00:00+00:00,2645.0,0.0,109.375,0.0,0.0,76.9,2645.0,109.375,-76.9,2677.475,None,NO_5,2026-04-23
2026-01-05 06:00:00+00:00,2555.925,0.0,342.6,0.0,0.0,347.525,2555.925,342.6,-347.525,2551.0,None,NO_5,2026-04-23
2026-01-05 07:00:00+00:00,2475.075,0.0,445.975,0.0,0.0,366.625,2475.075,445.975,-366.625,2554.4249999999997,None,NO_5,2026-04-23
2026-01-05 08:00:00+00:00,2298.975,0.0,591.275,0.0,0.0,383.85,2298.975,591.275,-383.85,2506.4,None,NO_5,2026-04-23
2026-01-05 09:00:00+00:00,2124.1,0.0,514.05,0.0,0.0,193.775,2124.1,514.05,-193.775,2444.3749999999995,None,NO_5,2026-04-23
2026-01-05 10:00:00+00:00,2043.275,0.0,443.975,0.0,8.35,28.0,2043.275,443.975,-19.65,2467.6,None,NO_5,2026-04-23
2026-01-05 11:00:00+00:00,2026.8,0.0,203.975,0.0,225.3,0.0,2026.8,203.975,225.3,2456.0750000000003,None,NO_5,2026-04-23
2026-01-05 12:00:00+00:00,1992.4,0.0,163.725,0.0,309.575,0.0,1992.4,163.725,309.575,2465.7,None,NO_5,2026-04-23
2026-01-05 13:00:00+00:00,2108.4,0.0,123.75,0.0,309.8,0.0,2108.4,123.75,309.8,2541.9500000000003,None,NO_5,2026-04-23
2026-01-05 14:00:00+00:00,2151.075,0.0,0.5,0.0,433.425,0.0,2151.075,0.5,433.425,2585.0,None,NO_5,2026-04-23
2026-01-05 15:00:00+00:00,2323.075,0.0,4.1,0.0,322.15,0.0,2323.075,4.1,322.15,2649.325,None,NO_5,2026-04-23
2026-01-05 16:00:00+00:00,2463.15,0.0,35.9,2.65,218.05,0.0,2463.15,33.25,218.05,2714.4500000000003,None,NO_5,2026-04-23
2026-01-05 17:00:00+00:00,2479.225,0.0,6.0,1.1,244.275,0.0,2479.225,4.9,244.275,2728.4,None,NO_5,2026-04-23
2026-01-05 18:00:00+00:00,2415.175,0.0,98.025,0.0,217.35,0.0,2415.175,98.025,217.35,2730.55,None,NO_5,2026-04-23
2026-01-05 19:00:00+00:00,2318.5,0.0,62.225,0.0,270.175,0.0,2318.5,62.225,270.175,2650.9,None,NO_5,2026-04-23
2026-01-05 20:00:00+00:00,2400.35,0.0,55.775,0.0,185.575,0.0,2400.35,55.775,185.575,2641.7,None,NO_5,2026-04-23
2026-01-05 21:00:00+00:00,2549.6,0.0,55.5,0.0,50.9,0.0,2549.6,55.5,50.9,2656.0,None,NO_5,2026-04-23
2026-01-05 22:00:00+00:00,2693.05,0.0,43.75,0.0,0.0,37.0,2693.05,43.75,-37.0,2699.8,None,NO_5,2026-04-23
2026-01-05 23:00:00+00:00,2830.4,0.0,198.4,0.0,0.0,194.7,2830.4,198.4,-194.7,2834.1000000000004,None,NO_5,2026-04-23
2026-01-06 00:00:00+00:00,2768.575,0.0,140.05,0.0,0.0,137.45,2768.575,140.05,-137.45,2771.175,None,NO_5,2026-04-23
2026-01-06 01:00:00+00:00,2761.25,0.0,80.2,0.0,0.0,79.2,2761.25,80.2,-79.2,2762.25,None,NO_5,2026-04-23
2026-01-06 02:00:00+00:00,2812.75,0.0,28.1,0.0,0.0,25.9,2812.75,28.1,-25.9,2814.95,None,NO_5,2026-04-23
2026-01-06 03:00:00+00:00,2821.975,0.0,31.7,0.0,0.0,29.55,2821.975,31.7,-29.55,2824.1249999999995,None,NO_5,2026-04-23
2026-01-06 04:00:00+00:00,2755.9,0.0,90.625,0.0,0.0,89.475,2755.9,90.625,-89.475,2757.05,None,NO_5,2026-04-23
2026-01-06 05:00:00+00:00,2867.6,0.0,2.125,0.0,0.0,0.825,2867.6,2.125,-0.825,2868.9,None,NO_5,2026-04-23
2026-01-06 06:00:00+00:00,2665.175,0.0,19.825,0.0,0.0,21.375,2665.175,19.825,-21.375,2663.625,None,NO_5,2026-04-23
2026-01-06 07:00:00+00:00,2849.45,0.0,210.225,0.0,0.0,208.225,2849.45,210.225,-208.225,2851.45,None,NO_5,2026-04-23
2026-01-06 08:00:00+00:00,2811.475,0.0,704.65,0.0,0.0,699.775,2811.475,704.65,-699.775,2816.35,None,NO_5,2026-04-23
2026-01-06 09:00:00+00:00,2822.275,0.0,514.7,0.0,0.0,505.9,2822.275,514.7,-505.9,2831.0750000000003,None,NO_5,2026-04-23
2026-01-06 10:00:00+00:00,2574.475,0.0,510.9,0.0,0.0,453.25,2574.475,510.9,-453.25,2632.125,None,NO_5,2026-04-23
2026-01-06 11:00:00+00:00,2541.225,0.0,291.7,0.0,0.0,259.1,2541.225,291.7,-259.1,2573.825,None,NO_5,2026-04-23
2026-01-06 12:00:00+00:00,2590.725,0.0,395.3,0.0,0.0,363.925,2590.725,395.3,-363.925,2622.1,None,NO_5,2026-04-23
2026-01-06 13:00:00+00:00,2751.225,0.0,179.55,0.0,0.0,156.15,2751.225,179.55,-156.15,2774.625,None,NO_5,2026-04-23
2026-01-06 14:00:00+00:00,2951.1,0.0,177.5,0.0,0.0,122.45,2951.1,177.5,-122.45,3006.15,None,NO_5,2026-04-23
2026-01-06 15:00:00+00:00,2894.3,0.0,55.975,0.0,0.0,20.025,2894.3,55.975,-20.025,2930.25,None,NO_5,2026-04-23
2026-01-06 16:00:00+00:00,2797.525,0.0,0.0,0.0,0.0,0.0,2797.525,0.0,0.0,2797.525,None,NO_5,2026-04-23
2026-01-06 17:00:00+00:00,2825.775,0.0,0.0,0.0,0.075,0.0,2825.775,0.0,0.075,2825.85,None,NO_5,2026-04-23
2026-01-06 18:00:00+00:00,2879.9,0.0,0.0,0.0,0.0,0.0,2879.9,0.0,0.0,2879.9,None,NO_5,2026-04-23
2026-01-06 19:00:00+00:00,2856.975,0.0,0.0,0.0,0.425,0.0,2856.975,0.0,0.425,2857.4,None,NO_5,2026-04-23
2026-01-06 20:00:00+00:00,2812.55,0.0,0.0,0.0,0.0,0.0,2812.55,0.0,0.0,2812.55,None,NO_5,2026-04-23
2026-01-06 21:00:00+00:00,2810.6,0.0,0.0,0.0,0.0,0.0,2810.6,0.0,0.0,2810.6,None,NO_5,2026-04-23
2026-01-06 22:00:00+00:00,2527.825,0.0,0.0,0.0,0.0,0.0,2527.825,0.0,0.0,2527.825,None,NO_5,2026-04-23
2026-01-06 23:00:00+00:00,2672.925,0.0,0.0,135.875,0.0,0.0,2672.925,-135.875,0.0,2537.05,None,NO_5,2026-04-23
2026-01-07 00:00:00+00:00,2558.05,0.0,0.0,44.225,0.0,0.0,2558.05,-44.225,0.0,2513.8250000000003,None,NO_5,2026-04-23
2026-01-07 01:00:00+00:00,2205.675,0.0,0.0,33.2,0.0,0.0,2205.675,-33.2,0.0,2172.4750000000004,None,NO_5,2026-04-23
2026-01-07 02:00:00+00:00,1899.175,0.0,0.0,16.5,0.0,0.0,1899.175,-16.5,0.0,1882.675,None,NO_5,2026-04-23
2026-01-07 03:00:00+00:00,1522.825,0.0,0.0,15.1,0.0,0.0,1522.825,-15.1,0.0,1507.7250000000001,None,NO_5,2026-04-23
2026-01-07 04:00:00+00:00,2033.925,0.0,0.0,34.3,45.7,0.0,2033.925,-34.3,45.7,2045.325,None,NO_5,2026-04-23
2026-01-07 05:00:00+00:00,2522.775,0.0,0.0,381.825,5.275,0.0,2522.775,-381.825,5.275,2146.2250000000004,None,NO_5,2026-04-23
2026-01-07 06:00:00+00:00,2743.375,0.0,0.0,368.45,0.0,0.0,2743.375,-368.45,0.0,2374.925,None,NO_5,2026-04-23
2026-01-07 07:00:00+00:00,2726.625,0.0,0.0,539.85,2.45,0.0,2726.625,-539.85,2.45,2189.225,None,NO_5,2026-04-23
2026-01-07 08:00:00+00:00,2597.025,0.0,0.0,408.075,8.05,0.0,2597.025,-408.075,8.05,2197.0000000000005,None,NO_5,2026-04-23
2026-01-07 09:00:00+00:00,2532.575,0.0,0.0,204.25,18.0,0.0,2532.575,-204.25,18.0,2346.325,None,NO_5,2026-04-23
2026-01-07 10:00:00+00:00,2439.9,0.0,0.0,52.925,0.025,0.0,2439.9,-52.925,0.025,2387.0,None,NO_5,2026-04-23
2026-01-07 11:00:00+00:00,2434.55,0.0,0.0,89.75,0.0,0.0,2434.55,-89.75,0.0,2344.8,None,NO_5,2026-04-23
2026-01-07 12:00:00+00:00,2393.05,0.0,0.0,25.6,0.0,0.0,2393.05,-25.6,0.0,2367.4500000000003,None,NO_5,2026-04-23
2026-01-07 13:00:00+00:00,2489.2,0.0,0.0,17.3,0.0,0.0,2489.2,-17.3,0.0,2471.8999999999996,None,NO_5,2026-04-23
2026-01-07 14:00:00+00:00,2557.15,0.0,0.0,9.825,0.0,0.0,2557.15,-9.825,0.0,2547.3250000000003,None,NO_5,2026-04-23
2026-01-07 15:00:00+00:00,2647.8,0.0,0.0,3.475,0.0,0.0,2647.8,-3.475,0.0,2644.3250000000003,None,NO_5,2026-04-23
2026-01-07 16:00:00+00:00,2717.425,0.0,0.0,1.5,0.0,0.0,2717.425,-1.5,0.0,2715.925,None,NO_5,2026-04-23
2026-01-07 17:00:00+00:00,2751.75,0.0,0.0,5.65,0.0,0.0,2751.75,-5.65,0.0,2746.1,None,NO_5,2026-04-23
2026-01-07 18:00:00+00:00,2757.6,0.0,0.0,0.0,0.0,0.0,2757.6,0.0,0.0,2757.6,None,NO_5,2026-04-23
2026-01-07 19:00:00+00:00,2773.125,0.0,0.0,0.0,0.0,0.0,2773.125,0.0,0.0,2773.125,None,NO_5,2026-04-23
2026-01-07 20:00:00+00:00,2759.375,0.0,0.5,16.825,0.0,0.0,2759.375,-16.325,0.0,2743.05,None,NO_5,2026-04-23
2026-01-07 21:00:00+00:00,2793.625,0.0,3.05,0.375,0.0,4.1,2793.625,2.675,-4.1,2792.2000000000003,None,NO_5,2026-04-23
2026-01-07 22:00:00+00:00,2683.9,0.0,2.225,66.75,0.0,20.625,2683.9,-64.525,-20.625,2598.75,None,NO_5,2026-04-23
2026-01-07 23:00:00+00:00,2669.8,0.0,5.6,67.1,27.75,5.0,2669.8,-61.49999999999999,22.75,2631.05,None,NO_5,2026-04-23
2026-01-08 00:00:00+00:00,2406.55,0.0,193.625,0.0,0.0,27.9,2406.55,193.625,-27.9,2572.275,None,NO_5,2026-04-23
2026-01-08 01:00:00+00:00,2252.4,0.0,217.35,0.0,0.0,26.45,2252.4,217.35,-26.45,2443.3,None,NO_5,2026-04-23
2026-01-08 02:00:00+00:00,2059.225,0.0,225.15,0.0,0.0,27.45,2059.225,225.15,-27.45,2256.925,None,NO_5,2026-04-23
2026-01-08 03:00:00+00:00,2483.2,0.0,99.875,2.5,0.0,27.525,2483.2,97.375,-27.525,2553.0499999999997,None,NO_5,2026-04-23
2026-01-08 04:00:00+00:00,2484.5,0.0,39.0,42.325,76.725,5.575,2484.5,-3.325000000000003,71.14999999999999,2552.3250000000003,None,NO_5,2026-04-23
2026-01-08 05:00:00+00:00,2453.925,0.0,33.75,0.025,164.3,0.0,2453.925,33.725,164.3,2651.9500000000003,None,NO_5,2026-04-23
2026-01-08 06:00:00+00:00,2727.525,0.0,4.325,0.0,10.225,2.0,2727.525,4.325,8.225,2740.075,None,NO_5,2026-04-23
2026-01-08 07:00:00+00:00,2782.325,0.0,0.0,0.0,0.0,0.0,2782.325,0.0,0.0,2782.325,None,NO_5,2026-04-23
2026-01-08 08:00:00+00:00,2814.225,0.0,0.0,2.725,0.0,0.0,2814.225,-2.725,0.0,2811.5,None,NO_5,2026-04-23
2026-01-08 09:00:00+00:00,2789.95,0.0,0.0,3.375,0.0,0.0,2789.95,-3.375,0.0,2786.575,None,NO_5,2026-04-23
2026-01-08 10:00:00+00:00,2823.625,0.0,0.0,10.175,0.0,0.0,2823.625,-10.175,0.0,2813.45,None,NO_5,2026-04-23
2026-01-08 11:00:00+00:00,2658.85,0.0,0.0,0.0,45.45,0.0,2658.85,0.0,45.45,2704.2999999999997,None,NO_5,2026-04-23
2026-01-08 12:00:00+00:00,2649.325,0.0,0.0,0.0,37.475,0.0,2649.325,0.0,37.475,2686.7999999999997,None,NO_5,2026-04-23
