,ES_FR,FR_ES,ES_PT,PT_ES,ES_FR_net_export,ES_PT_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-03 09:00:00+00:00,252.3,1581.55,0.0,2013.425,-1329.25,-2013.425,-3342.675,None,ES,2026-04-23
2026-01-03 10:00:00+00:00,334.77500000000003,2502.55,0.0,1132.0,-2167.775,-1132.0,-3299.775,None,ES,2026-04-23
2026-01-03 11:00:00+00:00,354.975,2913.825,0.0,502.04999999999995,-2558.85,-502.04999999999995,-3060.8999999999996,None,ES,2026-04-23
2026-01-03 12:00:00+00:00,87.325,3550.575,0.0,284.92499999999995,-3463.25,-284.92499999999995,-3748.175,None,ES,2026-04-23
2026-01-03 13:00:00+00:00,342.475,3362.4,0.0,500.55,-3019.925,-500.55,-3520.4750000000004,None,ES,2026-04-23
2026-01-03 14:00:00+00:00,853.225,2478.925,0.0,832.7750000000001,-1625.7000000000003,-832.7750000000001,-2458.4750000000004,None,ES,2026-04-23
2026-01-03 15:00:00+00:00,1528.025,778.875,0.0,2001.325,749.1500000000001,-2001.325,-1252.175,None,ES,2026-04-23
2026-01-03 16:00:00+00:00,3698.475,873.075,0.0,2442.15,2825.3999999999996,-2442.15,383.24999999999955,None,ES,2026-04-23
2026-01-03 17:00:00+00:00,3515.0,891.5250000000001,0.0,2051.375,2623.475,-2051.375,572.0999999999999,None,ES,2026-04-23
2026-01-03 18:00:00+00:00,3155.0,703.375,0.0,1400.325,2451.625,-1400.325,1051.3,None,ES,2026-04-23
2026-01-03 19:00:00+00:00,2430.85,1012.7,0.0,414.35,1418.1499999999999,-414.35,1003.7999999999998,None,ES,2026-04-23
2026-01-03 20:00:00+00:00,1727.975,1760.625,167.39999999999998,44.725,-32.65000000000009,122.67499999999998,90.02499999999989,None,ES,2026-04-23
2026-01-03 21:00:00+00:00,3196.975,1731.0749999999998,148.9,80.72500000000001,1465.9,68.175,1534.075,None,ES,2026-04-23
2026-01-03 22:00:00+00:00,3040.95,1181.9,579.3499999999999,0.0,1859.0499999999997,579.3499999999999,2438.3999999999996,None,ES,2026-04-23
2026-01-03 23:00:00+00:00,3098.925,38.7,18.675,359.05,3060.2250000000004,-340.375,2719.8500000000004,None,ES,2026-04-23
2026-01-04 00:00:00+00:00,3206.0,0.025,771.175,0.0,3205.975,771.175,3977.1499999999996,None,ES,2026-04-23
2026-01-04 01:00:00+00:00,3206.0,3.375,1906.2,0.0,3202.625,1906.2,5108.825,None,ES,2026-04-23
2026-01-04 02:00:00+00:00,3206.0,0.25,1687.05,0.0,3205.75,1687.05,4892.8,None,ES,2026-04-23
2026-01-04 03:00:00+00:00,3237.0,0.0,1615.575,0.0,3237.0,1615.575,4852.575,None,ES,2026-04-23
2026-01-04 04:00:00+00:00,3237.0,0.0,1749.075,0.0,3237.0,1749.075,4986.075,None,ES,2026-04-23
2026-01-04 05:00:00+00:00,3237.0,0.0,1532.525,0.0,3237.0,1532.525,4769.525,None,ES,2026-04-23
2026-01-04 06:00:00+00:00,2775.0,0.0,1499.65,0.0,2775.0,1499.65,4274.65,None,ES,2026-04-23
2026-01-04 07:00:00+00:00,2775.0,0.0,1593.475,0.0,2775.0,1593.475,4368.475,None,ES,2026-04-23
2026-01-04 08:00:00+00:00,2775.0,0.0,1698.775,0.0,2775.0,1698.775,4473.775,None,ES,2026-04-23
2026-01-04 09:00:00+00:00,2775.0,5.8,1815.925,0.0,2769.2,1815.925,4585.125,None,ES,2026-04-23
2026-01-04 10:00:00+00:00,3145.0,0.0,1933.65,0.0,3145.0,1933.65,5078.65,None,ES,2026-04-23
2026-01-04 11:00:00+00:00,3162.0,17.0,2337.4,0.0,3145.0,2337.4,5482.4,None,ES,2026-04-23
2026-01-04 12:00:00+00:00,3148.45,3.45,2429.45,0.0,3145.0,2429.45,5574.45,None,ES,2026-04-23
2026-01-04 13:00:00+00:00,3192.65,51.900000000000006,2180.4,0.0,3140.75,2180.4,5321.15,None,ES,2026-04-23
2026-01-04 14:00:00+00:00,3219.575,74.575,2250.0,0.0,3145.0,2250.0,5395.0,None,ES,2026-04-23
2026-01-04 15:00:00+00:00,3169.125,24.125,1912.525,0.0,3145.0,1912.525,5057.525,None,ES,2026-04-23
2026-01-04 16:00:00+00:00,3145.0,0.0,1649.975,0.0,3145.0,1649.975,4794.975,None,ES,2026-04-23
2026-01-04 17:00:00+00:00,3145.0,0.0,346.55,0.0,3145.0,346.55,3491.55,None,ES,2026-04-23
2026-01-04 18:00:00+00:00,2775.0,0.0,436.325,0.0,2775.0,436.325,3211.325,None,ES,2026-04-23
2026-01-04 19:00:00+00:00,2775.0,0.0,0.0,136.0,2775.0,-136.0,2639.0,None,ES,2026-04-23
2026-01-04 20:00:00+00:00,2858.2,83.2,0.0,528.15,2775.0,-528.15,2246.85,None,ES,2026-04-23
2026-01-04 21:00:00+00:00,2829.575,54.575,81.925,401.65,2775.0,-319.72499999999997,2455.275,None,ES,2026-04-23
2026-01-04 22:00:00+00:00,2928.625,153.625,440.275,59.775,2775.0,380.5,3155.5,None,ES,2026-04-23
2026-01-04 23:00:00+00:00,3285.925,10.475,1043.6,0.0,3275.4500000000003,1043.6,4319.05,None,ES,2026-04-23
2026-01-05 00:00:00+00:00,3284.0,69.9,1272.075,0.0,3214.1,1272.075,4486.175,None,ES,2026-04-23
2026-01-05 01:00:00+00:00,3306.9,97.175,1359.725,0.0,3209.725,1359.725,4569.45,None,ES,2026-04-23
2026-01-05 02:00:00+00:00,3296.825,38.525,1503.575,0.0,3258.2999999999997,1503.575,4761.875,None,ES,2026-04-23
2026-01-05 03:00:00+00:00,3376.0,157.875,1282.0,0.0,3218.125,1282.0,4500.125,None,ES,2026-04-23
2026-01-05 04:00:00+00:00,3389.075,107.325,579.275,0.0,3281.75,579.275,3861.025,None,ES,2026-04-23
2026-01-05 05:00:00+00:00,2590.075,0.075,96.375,170.575,2590.0,-74.19999999999999,2515.8,None,ES,2026-04-23
2026-01-05 06:00:00+00:00,2590.0,0.0,0.0,908.0,2590.0,-908.0,1682.0,None,ES,2026-04-23
2026-01-05 07:00:00+00:00,2590.0,0.0,0.0,1363.35,2590.0,-1363.35,1226.65,None,ES,2026-04-23
2026-01-05 08:00:00+00:00,2590.0,0.0,0.0,1312.025,2590.0,-1312.025,1277.975,None,ES,2026-04-23
2026-01-05 09:00:00+00:00,2590.0,0.0,0.0,938.225,2590.0,-938.225,1651.775,None,ES,2026-04-23
2026-01-05 10:00:00+00:00,2590.0,0.0,66.02499999999999,161.15,2590.0,-95.12500000000001,2494.875,None,ES,2026-04-23
2026-01-05 11:00:00+00:00,2590.0,0.0,257.35,0.0,2590.0,257.35,2847.35,None,ES,2026-04-23
2026-01-05 12:00:00+00:00,2590.0,0.0,312.725,0.0,2590.0,312.725,2902.725,None,ES,2026-04-23
2026-01-05 13:00:00+00:00,2590.0,0.0,423.7,0.0,2590.0,423.7,3013.7,None,ES,2026-04-23
2026-01-05 14:00:00+00:00,2590.0,0.0,875.65,0.0,2590.0,875.65,3465.65,None,ES,2026-04-23
2026-01-05 15:00:00+00:00,2590.0,0.0,627.625,0.0,2590.0,627.625,3217.625,None,ES,2026-04-23
2026-01-05 16:00:00+00:00,2590.0,0.0,110.125,281.57500000000005,2590.0,-171.45000000000005,2418.55,None,ES,2026-04-23
2026-01-05 17:00:00+00:00,3237.0,0.0,0.0,869.725,3237.0,-869.725,2367.275,None,ES,2026-04-23
2026-01-05 18:00:00+00:00,3237.0,0.0,0.0,619.025,3237.0,-619.025,2617.975,None,ES,2026-04-23
2026-01-05 19:00:00+00:00,3237.0,1.65,0.0,424.825,3235.35,-424.825,2810.525,None,ES,2026-04-23
2026-01-05 20:00:00+00:00,3237.0,91.125,0.0,322.55,3145.875,-322.55,2823.325,None,ES,2026-04-23
2026-01-05 21:00:00+00:00,3237.0,0.45,14.3,217.0,3236.55,-202.7,3033.8500000000004,None,ES,2026-04-23
2026-01-05 22:00:00+00:00,3237.0,1.25,11.85,150.45,3235.75,-138.6,3097.15,None,ES,2026-04-23
2026-01-05 23:00:00+00:00,3422.0,0.0,50.35,302.22499999999997,3422.0,-251.87499999999997,3170.125,None,ES,2026-04-23
2026-01-06 00:00:00+00:00,3422.0,0.0,172.125,71.775,3422.0,100.35,3522.35,None,ES,2026-04-23
2026-01-06 01:00:00+00:00,3422.0,0.0,671.975,0.0,3422.0,671.975,4093.975,None,ES,2026-04-23
2026-01-06 02:00:00+00:00,3422.0,0.0,1431.0,0.0,3422.0,1431.0,4853.0,None,ES,2026-04-23
2026-01-06 03:00:00+00:00,3607.0,0.0,1329.45,0.0,3607.0,1329.45,4936.45,None,ES,2026-04-23
2026-01-06 04:00:00+00:00,3607.0,0.0,1410.1,0.0,3607.0,1410.1,5017.1,None,ES,2026-04-23
2026-01-06 05:00:00+00:00,2980.0,0.0,1746.3,0.0,2980.0,1746.3,4726.3,None,ES,2026-04-23
2026-01-06 06:00:00+00:00,2980.0,0.0,2024.225,0.0,2980.0,2024.225,5004.225,None,ES,2026-04-23
2026-01-06 07:00:00+00:00,2980.0,0.0,2762.95,0.0,2980.0,2762.95,5742.95,None,ES,2026-04-23
2026-01-06 08:00:00+00:00,2980.0,0.0,3610.525,0.0,2980.0,3610.525,6590.525,None,ES,2026-04-23
2026-01-06 09:00:00+00:00,2980.0,0.0,4300.0,0.0,2980.0,4300.0,7280.0,None,ES,2026-04-23
2026-01-06 10:00:00+00:00,3376.0,0.0,4007.0,0.0,3376.0,4007.0,7383.0,None,ES,2026-04-23
2026-01-06 11:00:00+00:00,3376.0,0.0,4007.0,0.0,3376.0,4007.0,7383.0,None,ES,2026-04-23
2026-01-06 12:00:00+00:00,3376.0,0.0,4007.0,0.0,3376.0,4007.0,7383.0,None,ES,2026-04-23
2026-01-06 13:00:00+00:00,3376.0,0.0,4007.0,0.0,3376.0,4007.0,7383.0,None,ES,2026-04-23
2026-01-06 14:00:00+00:00,3376.0,0.0,4141.2,0.0,3376.0,4141.2,7517.2,None,ES,2026-04-23
2026-01-06 15:00:00+00:00,3376.0,0.0,3838.125,0.0,3376.0,3838.125,7214.125,None,ES,2026-04-23
2026-01-06 16:00:00+00:00,3376.0,0.0,2262.4500000000003,0.0,3376.0,2262.4500000000003,5638.450000000001,None,ES,2026-04-23
2026-01-06 17:00:00+00:00,3330.0,0.0,481.3,0.0,3330.0,481.3,3811.3,None,ES,2026-04-23
2026-01-06 18:00:00+00:00,3330.0,0.0,432.95,0.0,3330.0,432.95,3762.95,None,ES,2026-04-23
2026-01-06 19:00:00+00:00,3036.225,21.025,367.675,0.0,3015.2,367.675,3382.875,None,ES,2026-04-23
2026-01-06 20:00:00+00:00,2833.575,390.275,729.35,0.0,2443.2999999999997,729.35,3172.6499999999996,None,ES,2026-04-23
2026-01-06 21:00:00+00:00,2706.25,66.6,1166.45,0.0,2639.65,1166.45,3806.1000000000004,None,ES,2026-04-23
2026-01-06 22:00:00+00:00,2615.475,924.55,2491.275,0.0,1690.925,2491.275,4182.2,None,ES,2026-04-23
2026-01-06 23:00:00+00:00,1653.35,848.125,2403.125,0.0,805.2249999999999,2403.125,3208.35,None,ES,2026-04-23
2026-01-07 00:00:00+00:00,1907.525,685.825,2645.2,0.0,1221.7,2645.2,3866.8999999999996,None,ES,2026-04-23
2026-01-07 01:00:00+00:00,2312.05,818.4,2632.625,0.0,1493.65,2632.625,4126.275,None,ES,2026-04-23
2026-01-07 02:00:00+00:00,1940.3,894.8499999999999,3245.95,0.0,1045.45,3245.95,4291.4,None,ES,2026-04-23
2026-01-07 03:00:00+00:00,1853.425,959.925,3230.275,0.0,893.5,3230.275,4123.775,None,ES,2026-04-23
2026-01-07 04:00:00+00:00,1680.8,857.3,2477.45,0.0,823.5,2477.45,3300.95,None,ES,2026-04-23
2026-01-07 05:00:00+00:00,585.55,574.375,1370.325,0.0,11.174999999999955,1370.325,1381.5,None,ES,2026-04-23
2026-01-07 06:00:00+00:00,1109.525,863.375,90.05,152.425,246.1500000000001,-62.375000000000014,183.7750000000001,None,ES,2026-04-23
2026-01-07 07:00:00+00:00,2567.3,489.325,0.0,319.40000000000003,2077.9750000000004,-319.40000000000003,1758.5750000000003,None,ES,2026-04-23
2026-01-07 08:00:00+00:00,2636.0,294.05,988.125,0.0,2341.95,988.125,3330.075,None,ES,2026-04-23
2026-01-07 09:00:00+00:00,2636.0,500.45,2458.275,0.0,2135.55,2458.275,4593.825000000001,None,ES,2026-04-23
2026-01-07 10:00:00+00:00,2919.3,559.7,2640.3,0.0,2359.6000000000004,2640.3,4999.900000000001,None,ES,2026-04-23
2026-01-07 11:00:00+00:00,2914.0,435.525,2406.975,0.0,2478.475,2406.975,4885.45,None,ES,2026-04-23
2026-01-07 12:00:00+00:00,2914.25,508.42499999999995,2212.075,0.0,2405.825,2212.075,4617.9,None,ES,2026-04-23
2026-01-07 13:00:00+00:00,2914.0,303.95,2516.5,0.0,2610.05,2516.5,5126.55,None,ES,2026-04-23
2026-01-07 14:00:00+00:00,3067.625,37.475,2090.975,0.0,3030.15,2090.975,5121.125,None,ES,2026-04-23
2026-01-07 15:00:00+00:00,3083.3500000000004,31.35,1527.675,0.0,3052.0000000000005,1527.675,4579.675,None,ES,2026-04-23
2026-01-07 16:00:00+00:00,3059.85,7.85,647.9250000000001,0.0,3052.0,647.9250000000001,3699.925,None,ES,2026-04-23
2026-01-07 17:00:00+00:00,2821.4,367.525,271.375,0.0,2453.875,271.375,2725.25,None,ES,2026-04-23
2026-01-07 18:00:00+00:00,1570.175,420.15,738.375,0.0,1150.025,738.375,1888.4,None,ES,2026-04-23
2026-01-07 19:00:00+00:00,1110.475,1663.8,1574.375,0.0,-553.325,1574.375,1021.05,None,ES,2026-04-23
2026-01-07 20:00:00+00:00,869.925,3273.975,1933.775,0.0,-2404.05,1933.775,-470.2750000000001,None,ES,2026-04-23
2026-01-07 21:00:00+00:00,1678.025,3333.7,2455.675,0.0,-1655.6749999999997,2455.675,800.0000000000005,None,ES,2026-04-23
2026-01-07 22:00:00+00:00,1935.9,2927.625,2709.6,0.0,-991.7249999999999,2709.6,1717.875,None,ES,2026-04-23
2026-01-07 23:00:00+00:00,954.775,264.225,2566.85,0.0,690.55,2566.85,3257.3999999999996,None,ES,2026-04-23
2026-01-08 00:00:00+00:00,3023.875,291.825,1994.375,0.0,2732.05,1994.375,4726.425,None,ES,2026-04-23
2026-01-08 01:00:00+00:00,3516.725,1.7249999999999999,1801.15,0.0,3515.0,1801.15,5316.15,None,ES,2026-04-23
2026-01-08 02:00:00+00:00,3519.35,11.1,1886.5500000000002,0.0,3508.25,1886.5500000000002,5394.8,None,ES,2026-04-23
2026-01-08 03:00:00+00:00,3469.0,0.0,1821.7,0.0,3469.0,1821.7,5290.7,None,ES,2026-04-23
2026-01-08 04:00:00+00:00,3469.0,0.0,1432.15,0.0,3469.0,1432.15,4901.15,None,ES,2026-04-23
2026-01-08 05:00:00+00:00,2400.0,0.0,1162.25,0.0,2400.0,1162.25,3562.25,None,ES,2026-04-23
2026-01-08 06:00:00+00:00,2400.0,0.0,153.45,79.15,2400.0,74.29999999999998,2474.3,None,ES,2026-04-23
2026-01-08 07:00:00+00:00,2400.0,0.0,30.125,63.5,2400.0,-33.375,2366.625,None,ES,2026-04-23
2026-01-08 08:00:00+00:00,2400.0,0.0,1351.4499999999998,0.0,2400.0,1351.4499999999998,3751.45,None,ES,2026-04-23
2026-01-08 09:00:00+00:00,2400.0,0.0,2669.25,0.0,2400.0,2669.25,5069.25,None,ES,2026-04-23
2026-01-08 10:00:00+00:00,2790.0,0.0,3359.2749999999996,0.0,2790.0,3359.2749999999996,6149.275,None,ES,2026-04-23
2026-01-08 11:00:00+00:00,2790.0,0.0,2800.075,0.0,2790.0,2800.075,5590.075,None,ES,2026-04-23
2026-01-08 12:00:00+00:00,2790.0,0.0,2294.95,0.0,2790.0,2294.95,5084.95,None,ES,2026-04-23
2026-01-08 13:00:00+00:00,2790.0,0.0,2366.275,0.0,2790.0,2366.275,5156.275,None,ES,2026-04-23
2026-01-08 14:00:00+00:00,2836.0,0.0,2503.075,0.0,2836.0,2503.075,5339.075,None,ES,2026-04-23
2026-01-08 15:00:00+00:00,2816.525,51.7,2116.35,0.0,2764.8250000000003,2116.35,4881.175,None,ES,2026-04-23
2026-01-08 16:00:00+00:00,2833.75,0.125,1036.325,62.6,2833.625,973.725,3807.35,None,ES,2026-04-23
2026-01-08 17:00:00+00:00,2540.3500000000004,0.0,0.0,324.875,2540.3500000000004,-324.875,2215.4750000000004,None,ES,2026-04-23
2026-01-08 18:00:00+00:00,1936.275,14.45,0.0,100.0,1921.825,-100.0,1821.825,None,ES,2026-04-23
2026-01-08 19:00:00+00:00,1856.2,513.95,35.775,0.0,1342.25,35.775,1378.025,None,ES,2026-04-23
2026-01-08 20:00:00+00:00,1957.5749999999998,1035.65,236.275,0.0,921.9249999999997,236.275,1158.1999999999998,None,ES,2026-04-23
2026-01-08 21:00:00+00:00,1645.4499999999998,104.125,662.625,0.0,1541.3249999999998,662.625,2203.95,None,ES,2026-04-23
2026-01-08 22:00:00+00:00,2021.875,51.925,1376.65,0.0,1969.95,1376.65,3346.6000000000004,None,ES,2026-04-23
2026-01-08 23:00:00+00:00,3439.55,35.25,1284.3,0.0,3404.3,1284.3,4688.6,None,ES,2026-04-23
2026-01-09 00:00:00+00:00,3161.625,8.325,1721.35,0.0,3153.3,1721.35,4874.65,None,ES,2026-04-23
2026-01-09 01:00:00+00:00,3316.525,135.85,1729.375,0.0,3180.675,1729.375,4910.05,None,ES,2026-04-23
2026-01-09 02:00:00+00:00,3098.35,352.475,2125.2,0.0,2745.875,2125.2,4871.075,None,ES,2026-04-23
2026-01-09 03:00:00+00:00,2488.3,89.975,2171.575,0.0,2398.3250000000003,2171.575,4569.9,None,ES,2026-04-23
2026-01-09 04:00:00+00:00,3024.725,110.725,1876.6,0.0,2914.0,1876.6,4790.6,None,ES,2026-04-23
2026-01-09 05:00:00+00:00,2450.0,0.0,860.65,0.0,2450.0,860.65,3310.65,None,ES,2026-04-23
2026-01-09 06:00:00+00:00,2465.975,15.975,111.975,167.775,2450.0,-55.80000000000001,2394.2,None,ES,2026-04-23
2026-01-09 07:00:00+00:00,2450.0,0.0,0.0,504.375,2450.0,-504.375,1945.625,None,ES,2026-04-23
2026-01-09 08:00:00+00:00,2480.525,30.525,1159.475,0.0,2450.0,1159.475,3609.475,None,ES,2026-04-23
2026-01-09 09:00:00+00:00,2450.0,0.0,2213.275,0.0,2450.0,2213.275,4663.275,None,ES,2026-04-23
2026-01-09 10:00:00+00:00,2975.0,0.0,2903.325,0.0,2975.0,2903.325,5878.325,None,ES,2026-04-23
2026-01-09 11:00:00+00:00,2975.0,0.0,3347.975,0.0,2975.0,3347.975,6322.975,None,ES,2026-04-23
2026-01-09 12:00:00+00:00,2975.0,0.0,3164.425,0.0,2975.0,3164.425,6139.425,None,ES,2026-04-23
2026-01-09 13:00:00+00:00,2975.0,0.0,3343.375,0.0,2975.0,3343.375,6318.375,None,ES,2026-04-23
2026-01-09 14:00:00+00:00,3099.0,0.0,3059.175,0.0,3099.0,3059.175,6158.175,None,ES,2026-04-23
2026-01-09 15:00:00+00:00,3108.65,9.65,2554.15,0.0,3099.0,2554.15,5653.15,None,ES,2026-04-23
2026-01-09 16:00:00+00:00,3100.025,1.025,1293.075,0.0,3099.0,1293.075,4392.075,None,ES,2026-04-23
2026-01-09 17:00:00+00:00,3028.125,22.125,22.125,100.35,3006.0,-78.225,2927.775,None,ES,2026-04-23
2026-01-09 18:00:00+00:00,2734.85,282.15,26.025,112.5,2452.7,-86.475,2366.225,None,ES,2026-04-23
2026-01-09 19:00:00+00:00,525.9,1529.875,501.625,0.0,-1003.975,501.625,-502.35,None,ES,2026-04-23
2026-01-09 20:00:00+00:00,663.0,2330.8,1084.925,0.0,-1667.8000000000002,1084.925,-582.8750000000002,None,ES,2026-04-23
2026-01-09 21:00:00+00:00,920.625,1212.725,1365.975,0.0,-292.0999999999999,1365.975,1073.875,None,ES,2026-04-23
